year,sido,adm_cd,sigungu,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female
2024,서울특별시,11110,노원구,486446,233042,253404,27682,45377,67194,59365,70488,84128,72442,40940,19580,2791,44237,344260,97949,0.1381324956932527,0.12203821184674146,0.1449040592378188,0.1729441705759735,0.1489209490878741,0.13015010915908445,0.2013563684355509,0.7077044522927519,0.520929352898369
2024,서울특별시,11120,은평구,448142,211821,236321,24536,32658,56692,64738,65470,75386,68379,40725,20003,2353,37238,315285,95619,0.12650454543425968,0.14445867604464657,0.14609208688317543,0.1682190020127549,0.1525833329614274,0.14076118730223902,0.21336763793618987,0.7035381642425839,0.5273350857540691
2024,서울특별시,11130,서대문구,316345,145122,171223,18253,22867,60611,45883,42760,47916,41274,24074,13099,1634,26260,231848,58237,0.19159778090376015,0.14504101534716843,0.13516888207494981,0.15146754334666265,0.1304714789233274,0.12267303102625299,0.1840933158418815,0.7328960470372536,0.5412540106529264
2024,서울특별시,11140,마포구,358927,166191,192736,21112,25201,60919,64178,54356,54780,42222,23830,12839,1749,30557,270402,57968,0.16972532019045655,0.17880516093801804,0.15144026501210553,0.15262156371629887,0.11763394785011994,0.1070356924945741,0.16150359265254494,0.7533621042718993,0.5369782713476556
2024,서울특별시,11150,양천구,417397,203140,214257,26980,44343,46322,51066,68647,72746,62375,33925,13022,1816,45406,293674,78317,0.11097827727559134,0.1223439555147737,0.1644645265778144,0.17428491340378585,0.14943806495973858,0.11682642663938649,0.18763191877277507,0.7035843573384571,0.5133170578609813
2024,서울특별시,11160,강서구,543974,259852,284122,32098,38383,72865,94887,81812,81083,80086,45445,18183,2701,47629,390984,105361,0.13394941670006288,0.17443296922279375,0.15039689396919706,0.14905675638909213,0.14722394820340678,0.12193413655799726,0.19368756594984318,0.7187549404934794,0.5223080514877549
2024,서울특별시,11170,구로구,418832,207187,211645,24347,27382,48685,65582,61244,70623,68089,37859,15619,1908,35338,296173,87321,0.11623992436108034,0.15658306910646752,0.14622569431180044,0.16861892119035796,0.16256876265423845,0.13223917943232608,0.2084869350956947,0.7071403331168583,0.505321942926997
2024,서울특별시,11180,금천구,243662,122912,120750,10728,12448,34099,41453,31357,41949,41649,21234,8780,1065,15559,178219,49884,0.1399438566538894,0.17012500923410298,0.12869056315716032,0.17216061593518892,0.17092940220469338,0.1275496384335678,0.20472621910679548,0.7314189327839384,0.4955635265244478
2024,서울특별시,11190,영등포구,400799,197205,203594,23579,22118,55633,76200,57145,63288,58436,30638,14126,1815,32301,295061,73437,0.13880523654001134,0.19012023483092522,0.14257770104216827,0.15790458559028342,0.14579876696299143,0.11621535981876202,0.18322650505615035,0.7361819765019374,0.5079703292672886
2024,서울특별시,11200,동작구,381172,183544,197628,20309,25482,68540,60678,51853,57205,51885,31237,14367,1770,29438,279712,72022,0.17981383732278342,0.1591879781306077,0.1360357004187086,0.15007660583673513,0.1361196520206101,0.1242850996400575,0.1889488210046908,0.7338209522210446,0.5184745993934496
2024,서울특별시,11210,관악구,490493,244885,245608,16901,24724,110992,92664,59707,66597,62603,39041,17390,1758,25249,377458,87786,0.22628661367236638,0.18892012730049154,0.12172854658476268,0.1357756379805624,0.12763281025417283,0.11863370119451246,0.17897503124407485,0.7695481892707949,0.5007370135761366
2024,서울특별시,11220,서초구,386254,183900,202354,28690,40194,44694,54256,67189,64023,47547,29595,12085,1713,45652,274184,66418,0.11571142305322404,0.14046715373821372,0.17395030213279344,0.1657536232634484,0.12309775432746328,0.11234317314513248,0.1719542062994817,0.709854137432881,0.5238884257509308
2024,서울특별시,11230,강남구,528194,252802,275392,35934,57701,60203,77499,95739,85099,63339,40184,15436,2182,60476,379138,88580,0.11397895470224956,0.1467244989530362,0.18125726532296846,0.16111315160717463,0.11991616716585195,0.10943327640980398,0.1677035331715241,0.7178006565769396,0.5213841883853281
2024,서울특별시,11240,송파구,628648,301344,327304,44702,52719,76646,102425,100470,98700,89344,48651,17489,2511,66569,450710,111369,0.12192196586961225,0.16292901591987885,0.15981916748323385,0.1570036013794683,0.1421208689123325,0.10920419694328146,0.17715637367811557,0.7169512986599814,0.5206474847609474
2024,서울특별시,11250,강동구,454023,221136,232887,33303,37857,52448,68825,72645,70129,68753,37951,13899,2093,48972,317979,87072,0.11551837682231958,0.15158923666862692,0.16000290734169856,0.15446133786173827,0.15143065439416065,0.11881116154908451,0.1917788305878777,0.70035879239598,0.5129409743559247
2024,부산광역시,21010,중구,39599,19497,20102,878,1682,5844,4980,4452,6136,7519,5238,2599,383,1452,25982,12165,0.14757948433041237,0.12576075153412966,0.11242708149195686,0.15495340791434128,0.18987853228616886,0.2075809995201899,0.30720472739210586,0.656127679991919,0.5076390817949948
2024,부산광역시,21020,서구,103413,49701,53712,5046,7152,12719,10743,12987,16330,18977,12907,6353,806,7751,66115,29547,0.12299227369866458,0.10388442458878477,0.12558382408401264,0.1579105141519925,0.1835069091893669,0.19403750012087456,0.28571842998462477,0.6393296780868943,0.5193931130515506
2024,부산광역시,21030,동구,85665,41301,44364,4096,4394,8834,11251,11005,13528,15525,11026,5663,729,5850,54461,25354,0.10312262884491916,0.13133718554835697,0.1284655343489173,0.15791746921146327,0.1812292067939065,0.2033269129749606,0.29596684760403896,0.6357438860678223,0.5178777797233409
2024,부산광역시,21040,영도구,106825,53482,53343,4448,7248,12197,9803,12864,16982,21059,14894,7103,781,6976,66165,33684,0.11417739293236602,0.09176690849520243,0.12042124970746548,0.15897027849286216,0.19713550198923474,0.2132272408144161,0.315319447694828,0.6193774865434121,0.4993494032295811
2024,부산광역시,21050,부산진구,356874,170261,186613,20651,24316,49804,50800,47519,54819,58249,34979,16096,1884,29922,245482,81470,0.1395562579509855,0.14234715894125097,0.1331534379080572,0.15360883673229206,0.1632200720702545,0.14839691319625414,0.22828785509731725,0.6878674265987436,0.5229100466831431
2024,부산광역시,21060,동래구,265089,127425,137664,19997,24320,25339,31264,41519,43228,42593,26268,11553,1507,30549,174052,60488,0.0955867651996122,0.1179377492087563,0.15662287005496267,0.16306976147633437,0.16067433956143032,0.14835772136904965,0.22817996974600982,0.6565794883982361,0.5193123818792934
2024,부산광역시,21070,남구,260090,127056,133034,15126,23403,38210,27713,36077,41111,40676,26511,11943,1302,23796,176232,60062,0.14691068476296668,0.10655157829981929,0.13870967741935483,0.15806451612903225,0.15639201814756432,0.15285478103733324,0.2309277557768465,0.6775808374024376,0.511492175785305
2024,부산광역시,21080,북구,265364,130024,135340,16428,19991,27707,31841,34845,46872,51496,25863,10799,1440,24540,178800,62024,0.10441129919657527,0.1199899006647473,0.13131020032860524,0.17663285147947724,0.1940579731990775,0.14358390738758836,0.23373177974404968,0.6737914713374836,0.5100164302618291
2024,부산광역시,21090,해운대구,365974,175606,190368,24469,33087,35491,40205,55915,65925,61843,34596,15614,1973,38340,245825,81809,0.09697683441993148,0.10985753086284818,0.1527840775574221,0.18013574734817228,0.16898194953739884,0.14258663183723433,0.22353773765349452,0.6717007219092067,0.5201680993731795
2024,부산광역시,21100,사하구,293036,145582,147454,16083,23174,33087,32545,40568,49887,54147,31101,12750,1728,25157,195996,71883,0.11291104164676012,0.1110614395500894,0.1384403281508074,0.17024188154356462,0.1847793445173972,0.1555406161700269,0.24530433120845221,0.6688461485960769,0.5031941467942506
2024,부산광역시,21110,금정구,215539,104186,111353,9994,16143,32946,21312,26140,34450,39007,24024,11255,1596,15819,143860,55860,0.1528540078593665,0.09887769730767981,0.12127735583815458,0.15983186337507366,0.18097420884387513,0.17108272748783282,0.25916423477885675,0.6674430149532103,0.5166257614631227
2024,부산광역시,21120,강서구,145762,77868,67894,18274,15696,12419,25251,29929,17616,17181,8232,2972,389,25900,99957,19905,0.085200532374693,0.17323445067987542,0.2053278632290995,0.12085454370823671,0.11787022680808441,0.07953376051371414,0.13655822505179677,0.685754860663273,0.4657866933768746
2024,부산광역시,21130,연제구,207871,98780,109091,14596,16263,21773,27324,30859,33569,33744,21003,9320,1110,21315,138488,48068,0.10474284532233934,0.13144690697596106,0.1484526461122523,0.16148957767076697,0.16233144594484078,0.15121397405121445,0.2312395668467463,0.6662208773710618,0.5248014393542149
2024,부산광역시,21140,수영구,167787,78338,89449,9119,10555,20201,22816,22641,25984,28164,19250,8836,1242,13426,110597,43764,0.12039669342678515,0.135981929470102,0.13493894044234656,0.15486301084112594,0.16785567415830785,0.17479304117720681,0.26083069606107745,0.6591511857295261,0.5331104316782588
2024,부산광역시,21150,사상구,205140,102439,102701,9761,14358,27344,24935,25559,34901,40011,20630,7835,983,15055,141916,48169,0.1332943355757044,0.12155113580969094,0.12459296090474797,0.1701325923759384,0.19504241006142148,0.14355074583211466,0.2348103734035293,0.6918007214585161,0.5006385882811738
2024,부산광역시,21510,기장군,173228,86131,87097,16151,18479,14982,21747,32031,26754,23216,14407,6594,988,24637,115160,33431,0.08648717297434595,0.12553975107950216,0.18490659708592144,0.15444385434225413,0.13401990440344516,0.12693675387350775,0.1929884314314083,0.6647886023044773,0.5027882328491929
2024,대구광역시,22010,중구,94128,45038,49090,8374,6624,13262,16411,13773,13260,11178,7406,4032,524,11112,65732,17284,0.14089325174230835,0.17434769675335712,0.14632202957674656,0.14087200407955125,0.11875318714941356,0.12708227095019548,0.18362230154682985,0.6983256841747407,0.521523882372939
2024,대구광역시,22020,동구,336051,163725,172326,23283,24984,34300,43919,47743,55908,55868,33817,16638,2145,33651,223147,79253,0.10206784089319776,0.1306914724253164,0.14207069760244725,0.1663676049171108,0.16624857536504875,0.15652386096158025,0.23583622723931785,0.6640271863496909,0.5127971647160698
2024,대구광역시,22030,서구,164111,81456,82655,7698,9350,16423,19764,19917,29236,32923,19275,9192,1175,11376,107774,44961,0.10007251189743527,0.12043068411014496,0.12136297993431275,0.17814771709391813,0.20061421842533408,0.18062165241818037,0.2739670101333853,0.6567140532931979,0.5036530153371803
2024,대구광역시,22040,남구,136119,64467,71652,5727,7999,18047,15885,16540,22612,23976,15830,8816,1341,8610,89649,37860,0.13258251970702106,0.11669935864941705,0.12151132464975499,0.16611935144983433,0.17613999515130144,0.19091383274928556,0.2781389813325105,0.6586075419302229,0.5263923478720826
2024,대구광역시,22050,북구,422633,209441,213192,27361,39346,59662,49106,60139,77399,62849,32012,16112,2080,42162,302591,77880,0.14116739582569274,0.1161906429455343,0.1422960346210542,0.18313524973203701,0.1487082172949107,0.11878864168202673,0.18427335300366984,0.7159663348579027,0.5044376563117409
2024,대구광역시,22060,수성구,398685,192287,206398,28931,45033,41344,40269,63101,74093,58446,32554,16688,2412,47826,272581,78278,0.1037009167638612,0.10100455246623274,0.15827282190200284,0.18584346037598606,0.14659693743180707,0.12956093156251175,0.19634046929280008,0.6837001642901037,0.5176969286529466
2024,대구광역시,22070,달서구,532999,262668,270331,34155,49627,68620,63136,76389,97810,85570,41361,18457,2310,53507,379763,99729,0.12874320589719682,0.11845425601173735,0.14331921823493102,0.18350878707089507,0.16054439126527442,0.1165630704748039,0.1871091690603547,0.7125022748635551,0.5071885688340879
2024,대구광역시,22510,달성군,263117,134437,128680,26124,26104,25452,37842,45596,42086,36399,17157,7954,1355,37807,182795,42515,0.09673263225105182,0.1438219499310193,0.1732917295347697,0.15995165648741813,0.13833769767821918,0.10058643113139781,0.16158210985987223,0.6947289608805208,0.4890599999239882
2024,대구광역시,22520,군위군,21493,10840,10653,501,788,1011,1340,1620,3652,5773,3923,2578,367,822,10900,9771,0.047038570697436374,0.06234588005397106,0.07537337737868142,0.169915786535151,0.268599078769832,0.3195458986646815,0.45461312985623226,0.5071418601405109,0.49564974642906995
2024,인천광역시,23010,중구,164937,84863,80074,13890,14702,20094,27332,28286,25126,20058,11056,5019,833,20278,118358,26301,0.12182833445497372,0.16571175661009963,0.1714957832384486,0.1523369528971668,0.12161006929918697,0.10251186816784591,0.15946088506520673,0.7175952030169095,0.48548233567968374
2024,인천광역시,23020,동구,57944,28988,28956,2963,4219,5665,6552,8617,9811,10173,6601,3270,433,4619,37950,15375,0.09776680933314925,0.113074692806848,0.1487125500483225,0.1693186524920613,0.17556606378572415,0.1778268673201712,0.2653423995581941,0.6549427032997377,0.499723871324037
2024,인천광역시,23040,연수구,417391,207871,209520,39805,48664,51041,59929,72393,67997,52358,19518,8877,1575,59326,306193,51872,0.12228581833340921,0.14358000052708372,0.17344168896789822,0.16290959795491516,0.12544113313415958,0.07180317735648349,0.12427675728513551,0.7335879307411995,0.5019753660237044
2024,인천광역시,23050,남동구,492920,246405,246515,31161,43940,57094,64973,78262,86771,78026,37170,16942,2699,49544,351402,91974,0.11582812626795423,0.1318124644972815,0.1587722145581433,0.17603465065325002,0.1582934350401688,0.11525399659173903,0.1865901160431713,0.7128986448105169,0.5001115799724093
2024,인천광역시,23060,부평구,504885,248443,256442,32261,37955,57617,77037,74581,88451,83173,37427,17222,2651,47463,363161,94261,0.11411905681491825,0.15258326153480495,0.14771878744664627,0.1751903898907672,0.1647365241589669,0.11349119106331144,0.18669796092179408,0.7192944928052923,0.5079216059102568
2024,인천광역시,23070,계양구,278600,137693,140907,14826,21412,33559,37148,38455,54006,51076,18892,9401,1602,23100,204498,51002,0.12045585068198134,0.1333381191672649,0.1380294328786791,0.19384781048097632,0.18333094041636755,0.10730437903804738,0.18306532663316583,0.7340201005025125,0.5057681263460158
2024,인천광역시,23080,서구,634066,321792,312274,59996,61159,69795,102179,110730,105352,81725,32898,14190,2389,86787,462815,84464,0.11007529184659011,0.161148839395268,0.17463481719568624,0.16615305031337432,0.12889036787968444,0.07803130904353806,0.13321010746515347,0.7299161286049086,0.49249447218428366
2024,인천광역시,23090,미추홀구,421789,212463,209326,27238,32401,55567,59371,63305,68260,64272,34963,16725,2533,39845,297520,84424,0.1317412260632686,0.14075995343643385,0.15008689178712578,0.16183447173823878,0.15237950728918961,0.12855005701903086,0.20015695051317128,0.705376384874902,0.496281316013457
2024,인천광역시,23510,강화군,66309,33312,32997,2855,3941,4059,4963,6636,10643,15882,10261,6232,1171,4419,36218,25672,0.06121340994435145,0.0748465517501395,0.10007691263629372,0.1605061153086308,0.23951499796407727,0.2663891779396462,0.3871570978298572,0.5462003649579996,0.49762475682034113
2024,인천광역시,23520,옹진군,19192,11165,8027,654,823,2295,1824,2017,3099,4563,2542,1186,251,1004,11957,6231,0.11958107544810338,0.09503959983326386,0.10509587328053356,0.16147353063776573,0.23775531471446437,0.2073259691538141,0.3246665277198833,0.623020008336807,0.4182471863276365
2024,광주광역시,24010,동구,111289,54991,56298,7875,8215,17386,14666,14219,15972,16082,10828,5928,900,10855,74948,25486,0.15622388555921968,0.13178301539235684,0.12776644592008196,0.14351822731806377,0.1445066448615766,0.1586500013478421,0.22900735921789214,0.6734538004654548,0.5058720987698695
2024,광주광역시,24020,서구,278639,136908,141731,18305,26146,37381,33644,42304,50817,39787,21346,9824,1425,28871,199202,50566,0.13415566378001645,0.12074404516237856,0.151823685844408,0.18237576218691567,0.14279049235749483,0.11697931732456691,0.18147495504936495,0.7149106908939524,0.5086545673792973
2024,광주광역시,24030,남구,208707,99918,108789,15674,22214,23644,22847,32469,32921,31100,19408,9294,1361,24874,138899,44934,0.11328800663130609,0.10946925594254146,0.15557216576348662,0.1577378813360357,0.14901273076609792,0.14404404260518333,0.21529704322327473,0.6655215206006506,0.5212522819071713
2024,광주광역시,24040,북구,433088,214530,218558,31480,40523,58460,54943,63506,73115,63053,33542,15808,2383,47208,305807,80073,0.13498411408305008,0.12686336264223438,0.14663532584601743,0.1688225025860795,0.14558934904684498,0.11945147406531698,0.18488852150140386,0.7061082274272203,0.5046503251071376
2024,광주광역시,24050,광산구,412447,209452,202995,34388,48830,59604,53996,70929,73813,44140,19209,10126,1746,54034,309256,49157,0.14451311319999904,0.1309162146894025,0.1719711866009451,0.1789636001716584,0.10701981103026571,0.07535756109269798,0.11918379816073338,0.7498078541000419,0.4921723275960305
2024,대전광역시,25010,동구,229875,115562,114313,13353,20808,37030,25560,30369,36195,34979,20673,10826,1624,20246,159771,49858,0.16108754758020663,0.11119086460032626,0.13211092985318107,0.15745513866231647,0.1521653072321914,0.14409135399673736,0.21689178901576944,0.6950342577487765,0.49728330614464383
2024,대전광역시,25020,중구,220497,107836,112661,13408,18893,25093,24679,31079,38039,35305,22469,11427,1695,20988,146993,52516,0.1138020018412949,0.11192442527562733,0.14094976348884566,0.1725148187957206,0.16011555712776138,0.16141262692916458,0.23817104087583957,0.6666439906211876,0.5109411919436546
2024,대전광역시,25030,서구,462226,226531,235695,32662,46460,69830,62421,69162,76364,62499,30625,14002,2213,50718,336258,75250,0.151073284497194,0.13504432896461904,0.14962810400107307,0.16520922665535906,0.13521307758542359,0.10133571023698364,0.16279915019925317,0.7274753042883784,0.5099128997503386
2024,대전광역시,25040,유성구,384024,196773,187251,34647,40580,63784,59445,59573,59119,43523,17532,8043,1568,50014,288026,45984,0.16609378580505385,0.15479501281169927,0.15512832531300128,0.15394610753494573,0.11333406245442994,0.07068047830343936,0.11974251609274421,0.7500208320313314,0.4876023373539154
2024,대전광역시,25050,대덕구,170471,86416,84055,9431,14085,22376,19954,22523,32527,29122,13870,6727,971,14651,121170,34650,0.1312598623812848,0.11705216723078998,0.13212217913897378,0.19080664746496473,0.1708325756286993,0.12652005326419155,0.20326037859811932,0.7107953845522113,0.49307506848672206
2024,울산광역시,26010,중구,203766,102986,100780,14361,18037,19336,24662,30337,37952,35936,17487,6703,780,22185,140236,41345,0.09489316176398417,0.12103098652375764,0.14888156022103785,0.1862528586712209,0.17635915707232805,0.12254252426803294,0.20290431180864324,0.6882208022928261,0.49458692814306604
2024,울산광역시,26020,남구,305176,156194,148982,21181,27105,36905,41074,45231,58224,48352,21128,7620,973,32183,222031,50962,0.12093021731722023,0.13459118672503737,0.14821283456104017,0.19078826644297062,0.15843972003040868,0.0973897029910609,0.16699216190001834,0.7275506592916874,0.48818386766980365
2024,울산광역시,26030,동구,158268,85698,72570,12264,15948,16766,22122,28095,24746,25100,11322,3266,369,19194,112288,26786,0.10593423812773271,0.13977557055121692,0.1775153537038441,0.15635504334420097,0.15859175575605935,0.09450425859933784,0.16924457249728309,0.709480122324159,0.4585260444309652
2024,울산광역시,26040,북구,215421,112247,103174,21833,24250,21526,30664,38983,38733,27846,9750,3918,577,32423,157907,25091,0.09992526262527794,0.14234452537124978,0.18096193035962138,0.17980141211859568,0.12926316375840796,0.0661263293736451,0.11647425274230461,0.7330158155425887,0.4789412359983474
2024,울산광역시,26510,울주군,224263,118438,105825,14760,20630,24530,26349,33159,44293,36823,16606,7735,1257,23130,159159,41974,0.10938050414022821,0.11749151665678244,0.1478576492778568,0.1975047154457044,0.16419560961906332,0.11414276987287247,0.18716417777341782,0.7096979885224045,0.4718789992107481
2024,세종특별자치시,29010,세종시,390156,195777,194379,46387,51441,41876,59378,75944,56095,38025,17121,7925,1392,68620,278079,43457,0.10733142640379746,0.1521904058889265,0.19465034499020906,0.1437758230041317,0.0974610155937625,0.06776263853432986,0.11138365166753811,0.7127379817303847,0.49820840894411467
2024,경기도,31011,수원시 장안구,280812,141278,139534,17284,26242,42491,36470,40662,50962,39618,18207,9498,1471,26986,207750,46076,0.15131475862854865,0.12987336723501844,0.14480150420922183,0.18148084839679215,0.14108371437118072,0.10389869378801475,0.16408130706664958,0.7398188111619162,0.49689471959887754
2024,경기도,31012,수원시 권선구,370600,186916,183684,26831,31091,47460,59021,59265,64487,52914,21898,9411,1396,39763,275683,55154,0.1280626011872639,0.15925796006475984,0.15991635186184566,0.1740070156502968,0.142779276848354,0.08824878575283324,0.14882352941176472,0.7438828926065839,0.49563950350782515
2024,경기도,31013,수원시 팔달구,208817,105434,103383,12890,13405,29428,34853,30224,36302,30939,14516,6577,849,17971,155422,35424,0.14092722335825147,0.16690690892025076,0.1447391735347218,0.17384599912842344,0.14816322425856132,0.10507765172375812,0.16964136061719112,0.7442976386022211,0.4950890013744092
2024,경기도,31014,수원시 영통구,364750,182691,182059,32014,40291,56691,61778,63666,57372,35860,13492,6375,984,48332,281271,35147,0.15542426319396846,0.16937080191912268,0.17454694996572995,0.15729129540781356,0.0983139136394791,0.05716518163125428,0.09635915010281014,0.7711336531871145,0.49913365318711445
2024,경기도,31021,성남시 수정구,246990,124373,122617,15127,17070,34027,37393,35517,41132,39088,19893,8191,1056,21409,178562,47019,0.1377667112028827,0.1513947933114701,0.14379934410300013,0.16653305801854326,0.15825741932871776,0.11798048503988015,0.19036803109437628,0.722952346248836,0.49644520021053484
2024,경기도,31022,성남시 중원구,205957,103516,102441,12353,13871,25550,31713,29804,34830,33950,17020,7160,933,17746,147493,40718,0.12405502119374433,0.1539787431357031,0.1447098180688202,0.16911297018309648,0.16484023364100273,0.12193321907000004,0.19770146195565094,0.7161349213670815,0.49739023194161885
2024,경기도,31023,성남시 분당구,447920,217422,230498,35391,47059,49741,63420,75635,77592,57518,28628,14884,2685,55162,320546,72212,0.11104884800857295,0.1415877835327737,0.1688582782639757,0.17322736202893374,0.12841132345061618,0.10313672084300768,0.16121628862296838,0.7156322557599571,0.5145963564922308
2024,경기도,31030,의정부시,456516,223735,232781,31834,39083,55851,59728,68162,81289,68622,34938,18042,2579,47489,322604,86423,0.12234182372578398,0.13083440668016016,0.14930911512411393,0.17806385756468557,0.15031674683910312,0.12170219663713867,0.1893099037054561,0.7066652647442806,0.5099076483628175
2024,경기도,31041,안양시 만안구,229980,114139,115841,13652,15868,28443,32942,31111,40205,39849,19225,8707,1337,19526,163144,47310,0.12367597182363683,0.14323854248195494,0.1352769806070093,0.17481954952604575,0.17327158883381164,0.1272675884859553,0.20571354030785285,0.7093834246456213,0.5037003217671102
2024,경기도,31042,안양시 동안구,315820,154552,161268,25321,30897,35945,48105,50241,54652,44962,18906,8324,1413,38074,229131,48615,0.1138148312329808,0.152317775948325,0.15908112215819137,0.17304793869925908,0.14236590462921916,0.09069406624026344,0.15393261984674814,0.7255113672345007,0.5106326388449116
2024,경기도,31051,부천시 원미구,401522,196424,205098,25356,32511,49760,58814,59797,70707,66787,27120,11619,2082,37846,293370,70306,0.12392845223922973,0.1464776525321153,0.14892583718949398,0.17609744920577203,0.1663345968589517,0.10166566215549833,0.17509874925906924,0.7306448961700729,0.510801400670449
2024,경기도,31052,부천시 소사구,240865,118258,122607,17320,19551,24229,33793,37835,40483,41346,19173,7847,1204,25355,168080,47430,0.10059161771116601,0.14029850746268657,0.15707969194361987,0.16807340211321695,0.171656322006103,0.11717767213999543,0.19691528449546428,0.6978182799493492,0.5090278786872314
2024,경기도,31053,부천시 오정구,151695,76580,75115,7120,10888,18532,19041,20161,30461,28276,11704,5583,842,11350,109943,30402,0.12216618873397278,0.12552160585385147,0.13290484195260227,0.20080424536075678,0.18640034279310458,0.11950954217344012,0.20041530703055474,0.7247635057187118,0.4951712317479152
2024,경기도,31060,광명시,272371,133393,138978,19493,26298,29901,36168,44012,48129,40831,19988,8633,1269,30080,193396,48895,0.10978040980868008,0.1327894673074593,0.1615884216748479,0.1767038341086239,0.14990949844146403,0.10974002371764982,0.17951617462945763,0.7100462237169155,0.5102525599274519
2024,경기도,31070,평택시,615755,325497,290258,54131,55787,77693,103362,104397,101656,72677,32449,16821,2503,77960,455146,82649,0.12617518331154437,0.16786221792758482,0.16954308125796785,0.16509163547190034,0.11802908624371707,0.08408051903760425,0.1342238390268857,0.7391673636430074,0.4713855348312235
2024,경기도,31080,동두천시,89466,44744,44722,4694,7697,9744,9505,12002,15954,15027,8945,5656,863,7625,59290,22551,0.10891288310643149,0.10624147720921914,0.13415152124829544,0.17832472671182348,0.1679632486084099,0.17284778575101156,0.25206223593320365,0.6627098562582433,0.49987704826414503
2024,경기도,31091,안산시 상록구,348328,177856,170472,20222,30047,51754,45659,50432,69222,52236,19502,10155,1645,31505,264351,52472,0.1485783514388737,0.1310804758733148,0.14478307801841941,0.19872648767828024,0.14996210468294252,0.08986357685859304,0.1506396270182127,0.7589140120805677,0.48940079465331526
2024,경기도,31092,안산시 단원구,353223,185720,167503,22542,27499,46683,56362,55173,68625,51525,17697,8095,1409,33145,272083,47995,0.1321629678701557,0.15956492074411915,0.15619877527794057,0.1942823655311234,0.14587102198894183,0.07700800910472988,0.13587733528111137,0.7702867593559876,0.4742131741138035
