year,sido,adm_cd,sigungu,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female
2022,부산광역시,21110,금정구,227484,110587,116897,12246,17809,36515,23215,29108,36750,39135,22567,10251,1402,18344,157008,52132,0.16051678359796734,0.10205113326651545,0.12795625186826326,0.16154982328427495,0.17203407712190746,0.1504281619806228,0.22916776564505636,0.6901935960331276,0.5138691072778745
2022,부산광역시,21120,강서구,143734,75952,67782,20887,13271,12977,27424,27734,16815,16604,7130,2704,330,27435,98787,17512,0.09028483170300694,0.19079688869717673,0.1929536504932723,0.11698693419789333,0.11551894471732506,0.0707139577274688,0.12183616959105013,0.6872904114544923,0.4715794453643536
2022,부산광역시,21130,연제구,199751,95333,104418,14481,15305,22904,25097,30062,32179,33257,18960,8174,936,20603,135658,43490,0.11466275513013702,0.12564142357234756,0.15049736922468473,0.16109556397715155,0.16649228289220078,0.14052495356719116,0.21772106272309025,0.6791355237270401,0.5227408123113276
2022,부산광역시,21140,수영구,170007,79729,90278,10316,10519,22167,23024,23597,25955,28499,17832,8086,1111,14485,114859,40663,0.130388748698583,0.13542971759986352,0.13880016705194492,0.15267018416888717,0.1676342738828401,0.15898757110001352,0.239184268883046,0.6756133570970607,0.531025193080285
2022,부산광역시,21150,사상구,206948,103562,103386,11584,14599,29495,24325,27290,36562,38529,18345,6900,771,16857,147558,42533,0.14252372576685932,0.1175416046543093,0.13186887527301544,0.1766724007963353,0.18617720393528808,0.12571273943212788,0.20552505943522045,0.7130196957689855,0.49957477240659487
2022,부산광역시,21510,기장군,174501,86365,88136,19343,17801,15808,23631,32859,25135,22327,13087,5918,844,27173,117121,30207,0.0905897387407522,0.1354204273901009,0.18830264583010986,0.14403928917312794,0.12794769084417854,0.11374719915645183,0.17310502518610207,0.6711766694746735,0.5050744694872809
2022,대구광역시,22010,중구,77512,37059,40453,6074,5161,11678,11746,11082,11337,10204,6928,3459,427,8085,53869,15558,0.15066054288368252,0.15153782640107338,0.1429714108783156,0.14626122406853131,0.13164413252141605,0.1395138817215399,0.200717308287749,0.6949762617401176,0.5218933842501806
2022,대구광역시,22020,동구,332954,162916,170038,25483,25288,37278,42218,49263,54763,53497,31357,14924,1692,35654,225064,72236,0.11196141208695495,0.12679829646137306,0.1479573754933114,0.16447617388588212,0.1606738468377013,0.14408296641578117,0.21695489467013462,0.6759612438955531,0.5106951711047172
2022,대구광역시,22030,서구,160754,79872,80882,7182,9742,18561,16972,20278,30272,31693,17848,8162,945,10703,108948,41103,0.1154621346902721,0.10557746619057691,0.12614305087276212,0.18831257698097714,0.1971521703970041,0.16767856476355175,0.25568881645246777,0.6777311917588364,0.5031414459360265
2022,대구광역시,22040,남구,142675,67983,74692,6687,9027,20697,16644,18279,23322,24168,15216,8248,1116,9624,97160,35891,0.14506395654459436,0.11665673734010863,0.12811634834413876,0.1634624145785877,0.169391974767829,0.1722796565621167,0.25155773611354476,0.6809882600315402,0.523511477133345
