election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_대한애국당,party_민중당,party_우리미래,party_녹색당,party_한국국민당,party_노동당,party_대한당,party_국민의힘,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_대한애국당,ratio_민중당,ratio_우리미래,ratio_녹색당,ratio_한국국민당,ratio_노동당,ratio_대한당,ratio_국민의힘,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
7회지방선거_기초의원지역구,경기도,성남시분당구,141264291,42,401672,266829,259534,7295,87547.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,63130.0,43587.0,성남시분당구,성남시아선거구,0.448899121142822,0.0,0.003907171351512106,0.0,0.0,0.0,0.0,0.0,0.32370042968629825,0.22349327781936768,2017,31023,성남시 분당구,475778,230620,245158,49291,54497,60889,74979,90215,73331,41583,23671,10740,1596,69452,354066,52260,0.1279777543308013,0.1575924065425471,0.1896157451584562,0.1541286061986893,0.0874000058850976,0.0756802542362194,0.1098411443992786,0.7441832114977994,0.5152781339196012,2017
7회지방선거_기초의원지역구,경기도,성남시수정구,60541839,18,153406,88003,85252,2751,33382.0,0.0,2940.0,0.0,0.0,0.0,0.0,0.0,18186.0,13329.0,성남시수정구,성남시가선거구,0.4920913365862288,0.0,0.04333918068310804,0.0,0.0,0.0,0.0,0.0,0.268083789082654,0.1964856936480092,2017,31021,성남시 수정구,241862,122336,119526,19287,19686,35361,38351,39706,42474,28747,14757,4653,563,25734,184475,31653,0.1462032067873415,0.1585656283335125,0.1641679966261752,0.1756125393819616,0.1188570341765138,0.0825801490105928,0.1308721502344312,0.762728332685581,0.4941909022500434,2017
7회지방선거_기초의원지역구,경기도,성남시중원구,60541839,18,195192,112155,108707,3448,40425.0,0.0,2162.0,0.0,0.0,0.0,0.0,0.0,24800.0,14330.0,성남시중원구,성남시마선거구,0.4946951062814347,0.0,0.02645716313618953,0.0,0.0,0.0,0.0,0.0,0.30348642265379294,0.1753613079285828,2017,31022,성남시 중원구,226657,114220,112437,18817,19918,31818,35230,37515,40631,25965,13383,4530,652,25509,172028,29120,0.140379516185249,0.1554330993527665,0.165514411644026,0.1792620567641855,0.1145563560798916,0.081907904895944,0.1284760673616963,0.7589794270638013,0.4960667440229068,2017
7회지방선거_기초의원지역구,경기도,수원시권선구,100903065,30,342897,197273,191452,5821,65976.0,0.0,10028.0,0.0,0.0,0.0,0.0,0.0,42093.0,22458.0,수원시권선구,수원시라선거구,0.4693963217245918,0.0,0.07134573654441322,0.0,0.0,0.0,0.0,0.0,0.29947707303190924,0.15978086869908575,2017,31012,수원시 권선구,364662,183919,180743,39808,35126,52795,64597,62934,60417,31029,14923,5729,722,52291,279116,33255,0.144777903921988,0.1771421206487103,0.1725817332214489,0.1656794511081494,0.0850897543478618,0.0586131815215185,0.0911940372180265,0.7654101606419095,0.495645282480763,2017
7회지방선거_기초의원지역구,경기도,수원시영통구,80722452,24,273531,174598,169918,4680,40763.0,0.0,307.0,2408.0,0.0,0.0,0.0,0.0,25693.0,25819.0,수원시영통구,수원시자선거구,0.4291293820402148,0.0,0.003231919149384146,0.02535003684598379,0.0,0.0,0.0,0.0,0.27048110327402886,0.2718075586903885,2017,31014,수원시 영통구,352487,178617,173870,44349,43829,57465,64748,66477,47215,19172,9202,3771,471,60041,271724,20722,0.1630272889496634,0.1836890438512626,0.1885941892892504,0.133948202345051,0.0543906583788905,0.0381404136890154,0.0587879836703197,0.7708766564440674,0.4932664183359954,2017
7회지방선거_기초의원지역구,경기도,수원시장안구,60541839,18,202140,121884,118487,3397,42715.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,29500.0,18354.0,수원시장안구,수원시가선거구,0.46904510914920716,0.0,0.005479421970395748,0.0,0.0,0.0,0.0,0.0,0.323933763780911,0.2015417050994861,2017,31011,수원시 장안구,295436,149660,145776,27797,34275,46694,40648,52722,49228,25344,14516,6245,891,39240,224390,31806,0.1580511515184337,0.1375864823515076,0.1784548937841021,0.1666283052843932,0.0857850769709852,0.0732882925574405,0.1076578345225361,0.7595215207354554,0.4934266643198527,2017
7회지방선거_기초의원지역구,경기도,수원시팔달구,40361226,12,161673,88345,84886,3459,34101.0,0.0,0.0,0.0,3821.0,0.0,0.0,0.0,24155.0,6965.0,수원시팔달구,수원시사선거구,0.4939167463283219,0.0,0.0,0.0,0.055343124474957275,0.0,0.0,0.0,0.34985950580805886,0.10088062338866198,2017,31013,수원시 팔달구,206080,104333,101747,15744,17223,30428,32896,35009,36841,22781,11779,4279,556,21597,158769,25714,0.1476513975155279,0.1596273291925465,0.1698806288819875,0.1787703804347826,0.1105444487577639,0.0806191770186335,0.1247767857142857,0.7704241071428571,0.4937257375776397,2017
7회지방선거_기초의원지역구,경기도,시흥시,80722452,24,350586,185227,178197,7030,41243.0,0.0,2073.0,0.0,3825.0,0.0,0.0,0.0,20650.0,18945.0,시흥시,시흥시가선거구,0.47550036893562075,0.0,0.02390011068068622,0.0,0.04409933591588268,0.0,0.0,0.0,0.23807876775502676,0.21842141671278362,2017,31150,시흥시,446369,237042,209327,45860,48035,64215,73792,87263,75633,32363,15997,6690,958,62962,347874,35533,0.1438607967847229,0.165316139785693,0.1954952068804061,0.1694405301443424,0.0725027947729345,0.0529718685661414,0.0796045424301418,0.7793417553638358,0.4689550573628545,2017
7회지방선거_기초의원지역구,경기도,안산시단원구,80722452,24,252537,134582,130434,4148,48398.0,0.0,1649.0,0.0,0.0,0.0,0.0,0.0,33425.0,16676.0,안산시단원구,안산시마선거구,0.4832647681431481,0.0,0.01646563086631785,0.0,0.0,0.0,0.0,0.0,0.33375604105923234,0.16651355993130168,2017,31092,안산시 단원구,354452,186649,167803,30461,36659,54472,56779,68329,64804,28332,11734,5347,711,42740,283782,27930,0.1536794826944127,0.1601881213817385,0.1927736336654892,0.182828704591877,0.0799318384435692,0.0501957951993499,0.0787976933407062,0.8006218049270423,0.473415300238114,2017
7회지방선거_기초의원지역구,경기도,안산시상록구,80722452,24,301162,159968,154970,4998,45518.0,0.0,2354.0,0.0,0.0,0.0,0.0,0.0,33518.0,18381.0,안산시상록구,안산시가선거구,0.45622475468823603,0.0,0.023594030329454452,0.0,0.0,0.0,0.0,0.0,0.33594932395184973,0.18423189103045975,2017,31091,안산시 상록구,379209,193021,186188,34021,42180,61802,54759,69614,66954,29473,15921,7001,975,47643,296550,35016,0.1629760897025123,0.1444032182780472,0.1835768665828079,0.1765622651361122,0.0777223114430301,0.0630180190870997,0.09233958054793,0.78202257857804,0.490990456450137,2017
