election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_기본소득당,party_노동당,party_신자유민주연합,party_우리공화당,party_통일한국당,party_한류연합당,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_국민의힘,ratio_기본소득당,ratio_노동당,ratio_신자유민주연합,ratio_우리공화당,ratio_통일한국당,ratio_한류연합당,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
20대대통령선거,경기도,군포시,20220309,1,229884,183089,181469,1620,94891,80301,79,47.0,42,118,35,58,5898,군포시,대한민국,0.522904738550386,0.44250533148912485,0.0004353360629088164,0.0002589974045153718,0.00023144448914139606,0.000650248802825827,0.00019287040761783005,0.00031961381833811836,0.03250141897514176,2022,31160,군포시,267750,132765,134985,19749,23806,34240,38030,41780,47901,38619,15830,8656,1408,29210,197360,41180,0.1278804855275443,0.1420354808590102,0.1560410830999066,0.1789019607843137,0.144235294117647,0.0967096171802054,0.1538001867413632,0.7371055088702148,0.5041456582633054,2022
20대대통령선거,경기도,김포시,20220309,1,391889,302170,299953,2217,153206,136845,114,54.0,73,197,79,78,9307,김포시,대한민국,0.510766686780929,0.45622147469770263,0.0003800595426616837,0.00018002820441869225,0.00024337146152897287,0.0006567695605644885,0.00026337459535327203,0.0002600407397158888,0.03102819441712535,2022,31230,김포시,491249,251461,239788,56161,49043,51365,78562,94252,70940,55646,27730,12288,1676,78148,347415,65686,0.1045600092824616,0.1599229718533778,0.1918619681668563,0.1444074186410557,0.1132745308387396,0.0848734552131403,0.1337122314752803,0.7072075464784661,0.4881190597843456,2022
20대대통령선거,경기도,남양주시,20220309,1,608146,460518,457081,3437,239179,203131,186,100.0,107,322,97,156,13803,남양주시,대한민국,0.5232748681305939,0.4444091966194176,0.00040693006272411237,0.00021877960361511416,0.00023409417586817217,0.0007044703236406677,0.00021221621550666074,0.0003412961816395781,0.03019814868699421,2022,31130,남양주시,719886,357413,362473,67543,75295,80080,88703,128812,121640,92056,47893,22808,3343,99268,506832,113786,0.1112398351961282,0.1232181206468802,0.1789338867542916,0.1689711982174955,0.1278758025576271,0.102855174291485,0.1580611374578752,0.7040448070944566,0.5035144453427348,2022
20대대통령선거,경기도,동두천시,20220309,1,81075,57532,57032,500,28495,26445,26,14.0,22,61,24,32,1913,동두천시,대한민국,0.49963178566418853,0.4636870528825922,0.00045588441576658716,0.00024547622387431617,0.00038574835180249685,0.0010695749754523775,0.00042081638378454203,0.0005610885117127227,0.0335425725908262,2022,31080,동두천시,94142,47054,47088,6313,8441,10904,10518,13563,16247,14401,8527,5276,722,9557,63817,20768,0.1158250302734167,0.1117248411973401,0.1440695969917783,0.1725797199974506,0.1529710437424316,0.1542882029274925,0.2206029189947101,0.6778802234921714,0.5001805782753712,2022
20대대통령선거,경기도,부천시,20220309,1,699678,532995,528476,4519,285227,224407,351,126.0,125,323,118,218,17581,부천시,대한민국,0.5397160892831463,0.424630446794178,0.0006641739643805963,0.0002384214231109833,0.00023652918959422945,0.0006111914259114889,0.0002232835549769526,0.00041250690665233615,0.033267357458049186,6066.0,93156.0,부천시,810142.0,400250.0,409892.0,57519.0,65128.0,104664.0,115219.0,124281.0,145590.0,126840.0,50845.0,22983.0,3554.0,82943.0,598167.0,129032.0,0.1291921663115849,0.14222074648641844,0.15340643985869143,0.17970923615859935,0.1565651453695772,0.09551658844992607,0.15927084387675247,0.7383483389331746,0.5059508086236734,2022
20대대통령선거,경기도,성남시분당구,20220309,1,404493,335434,332885,2549,140966,183125,105,45.0,82,229,42,81,8210,성남시분당구,대한민국,0.4234675638734097,0.5501149045466152,0.00031542424561034594,0.0001351818195472911,0.00024633131561950825,0.0006879252594739926,0.00012616969824413838,0.00024332727518512398,0.024663171966294667,2022,31023,성남시 분당구,459088,222850,236238,40454,48574,54208,65386,80560,77687,54582,26339,13907,2342,60502,332914,65672,0.1180775798975359,0.1424258529955041,0.1754783396647266,0.1692202802077161,0.1188922385250758,0.0927665284215662,0.1430488272400934,0.7251638030181577,0.514581082493988,2022
20대대통령선거,경기도,성남시수정구,20220309,1,207998,161006,159710,1296,86224,68825,57,22.0,38,109,19,66,4350,성남시수정구,대한민국,0.5398785298353266,0.43093732389956796,0.00035689687558700144,0.00013774967127919353,0.0002379312503913343,0.0006824870077014589,0.00011896562519566715,0.00041324901383758063,0.027236866821113266,2022,31021,성남시 수정구,242193,122391,119802,15751,17069,35261,35172,35845,41776,36897,17846,7268,877,21983,178290,41920,0.1455905001383194,0.1452230246126023,0.1480018002171821,0.1724905344085089,0.152345443509928,0.1073152403248648,0.1730851015512421,0.7361484435966358,0.4946550891231373,2022
20대대통령선거,경기도,성남시중원구,20220309,1,186278,142368,141245,1123,80857,56087,65,28.0,25,94,38,69,3982,성남시중원구,대한민국,0.5724592020956494,0.3970901624836277,0.0004601932811780948,0.0001982371057382562,0.00017699741583772878,0.0006655102835498601,0.00026903607207334773,0.0004885128677121314,0.028192148394633437,2022,31022,성남시 중원구,203409,102340,101069,12819,14547,27437,30140,29986,35261,32044,15418,6364,783,18358,149053,35998,0.1348858703400537,0.1481743678991588,0.1474172725887251,0.1733502450727352,0.1575348190099749,0.1109341277917889,0.1769734869155249,0.7327748526368056,0.4968757527936325,2022
20대대통령선거,경기도,수원시권선구,20220309,1,311536,235055,232750,2305,121028,103196,121,55.0,63,187,48,99,7953,수원시권선구,대한민국,0.5199914070891515,0.4433770139634801,0.0005198711063372718,0.00023630504833512352,0.0002706766917293233,0.00080343716433942,0.0002062298603651987,0.00042534908700322233,0.03416970998925886,2022,31012,수원시 권선구,371343,187584,183759,32301,31760,50132,58765,61838,64315,47343,19113,8269,1115,45251,279052,47040,0.1350018715850305,0.1582499198853889,0.1665252879413372,0.173195670848784,0.1274912951099118,0.076740372108805,0.1266753378951535,0.751466972583299,0.4948497750058571,2022
20대대통령선거,경기도,수원시영통구,20220309,1,295828,239154,236891,2263,114418,114267,131,45.0,46,121,40,71,7752,수원시영통구,대한민국,0.48299850986318604,0.4823610859002664,0.0005529969479634093,0.00018996078365155283,0.0001941821343993651,0.0005107834404852865,0.0001688540299124914,0.0002997159030946722,0.032723910997040834,2022,31014,수원시 영통구,363819,182734,181085,35579,41002,58900,60471,65535,55927,31802,12189,5795,811,51812,281436,30571,0.1618936888947526,0.1662117701384479,0.1801307793160885,0.1537220431038511,0.0874115975251429,0.0516603036125106,0.0840280469134377,0.773560479249297,0.4977337632174241,2022
20대대통령선거,경기도,수원시장안구,20220309,1,234723,183882,182073,1809,91842,83497,122,27.0,38,170,46,68,6263,수원시장안구,대한민국,0.5044240496943534,0.45859078501480177,0.0006700609096351464,0.00014829216852581107,0.0002087074964437341,0.0009336914314588105,0.0002526459167476781,0.0003734765725835242,0.034398290795450176,2022,31011,수원시 장안구,276081,139587,136494,18683,27473,43962,33981,42927,49752,35370,16495,8496,1294,28822,206828,40431,0.1592358764275701,0.1230834429026264,0.1554869766481576,0.1802079824399361,0.1281145750703597,0.0952075658955161,0.1464461516728786,0.749156950315306,0.4943983830832256,2022
20대대통령선거,경기도,수원시팔달구,20220309,1,161747,119627,118547,1080,58024,56065,63,30.0,24,97,28,39,4177,수원시팔달구,대한민국,0.4894598766733869,0.4729347853593933,0.0005314347895771297,0.00025306418551291894,0.00020245134841033515,0.0008182408664917712,0.00023619323981205766,0.0003289834411667946,0.03523497009624874,2022,31013,수원시 팔달구,205106,103974,101132,13436,13580,30585,33343,30836,36177,28494,13236,5952,726,18584,154777,31745,0.149118017025343,0.1625647226312248,0.1503417744970893,0.1763819683480736,0.1389232884459742,0.0970912601289089,0.1547736292453658,0.754619562567648,0.493071875030472,2022
20대대통령선거,경기도,시흥시,20220309,1,424723,317197,314765,2432,178462,125595,151,47.0,50,218,57,136,10049,시흥시,대한민국,0.5669690086254825,0.39901196130446526,0.00047972296792845454,0.00014931774498435342,0.0001588486648769717,0.0006925801788635966,0.00018108747795974776,0.00043206836846536306,0.03192540466697377,2022,31150,시흥시,557663,294555,263108,53768,51268,71380,90807,101731,98259,61420,22240,10904,1616,74747,425094,57822,0.1279984506772011,0.1628349020824404,0.1824237935814282,0.176197811222907,0.1101382017454986,0.062331551492568,0.1036862764788053,0.7622775762422825,0.471804656217106,2022
20대대통령선거,경기도,안산시단원구,20220309,1,260659,192948,191175,1773,103595,80634,134,55.0,35,136,41,84,6461,안산시단원구,대한민국,0.5418857068131293,0.421781090623774,0.0007009284686805283,0.0002876945207270825,0.00018307833137177977,0.0007113900876160586,0.00021446318817837061,0.00043938799529227146,0.03379625997123055,2022,31092,안산시 단원구,352941,185123,167818,24977,29036,50368,55071,57901,69012,45184,15341,7538,1171,36063,276117,40761,0.1427094046880356,0.156034578017289,0.164052915359791,0.1955340977670489,0.128021397344032,0.068141700737517,0.1154895577447788,0.7823318911659456,0.4754845710756188,2022
20대대통령선거,경기도,안산시상록구,20220309,1,303413,222254,220195,2059,121488,90686,165,60.0,48,152,58,106,7432,안산시상록구,대한민국,0.5517291491632417,0.41184404732169216,0.0007493358159812893,0.0002724857512659234,0.0002179886010127387,0.0006902972365403393,0.00026340289289039263,0.0004813914939031313,0.03375190172347238,2022,31091,안산시 상록구,362147,184512,177635,24916,32449,58127,47897,55745,70751,46496,17801,9469,1395,36942,279302,45903,0.160506645091634,0.1322584475364976,0.1539292055436052,0.1953654179104065,0.1283898527393572,0.0791529406566946,0.1267523961264348,0.7712393033768056,0.4905052368237207,2022
20대대통령선거,경기도,안성시,20220309,1,162452,117380,116123,1257,56723,54819,87,24.0,30,75,25,54,4286,안성시,대한민국,0.48847342903645274,0.47207702177863126,0.0007492055837344884,0.00020667740240951405,0.00025834675301189254,0.0006458668825297314,0.0002152889608432438,0.0004650241554214066,0.036909139446965715,2022,31220,안성시,208619,109080,99539,14878,19558,29558,27616,32581,33432,28631,14503,8356,1281,22113,150182,36324,0.1416841227309113,0.1323752870064567,0.1561746533153739,0.1602538599072951,0.1372406156677963,0.1157133338765884,0.1741164515216735,0.7198864916426596,0.477132955291704,2022
20대대통령선거,경기도,안양시동안구,20220309,1,262895,216629,214914,1715,105221,102577,72,47.0,42,144,40,67,6704,안양시동안구,대한민국,0.48959583833533415,0.47729324287854674,0.00033501772802144115,0.0002186921280139963,0.00019542700801250732,0.0006700354560428823,0.00018612096001191175,0.00031175260801995214,0.031193872897996407,2022,31042,안양시 동안구,304493,149215,155278,25558,30639,37694,44792,50090,52974,40703,16194,7672,1167,38048,225050,41395,0.1237926651844213,0.1471035458943227,0.1645029606591941,0.1739744427622309,0.133674665755863,0.0822120705566302,0.1359472959969523,0.7390974505161039,0.5099558938957546,2022
20대대통령선거,경기도,안양시만안구,20220309,1,209083,162812,161370,1442,82650,73164,72,39.0,40,145,46,68,5146,안양시만안구,대한민국,0.5121769845696226,0.45339282394497116,0.0004461795872838818,0.00024168060977876928,0.0002478775484910454,0.0008985561132800397,0.00028505918076470225,0.0004213918324347772,0.03188944661337299,2022,31041,안양시 만안구,236296,117602,118694,15767,16965,31628,33427,33340,42097,38051,17395,8036,1167,22038,171798,42460,0.1338490706571418,0.1414624030876528,0.1410942208078003,0.1781536716660459,0.1610310796627958,0.1125622101093543,0.1796898804888783,0.7270457392423063,0.5023106612045909,2022
20대대통령선거,경기도,양주시,20220309,1,197345,145562,144334,1228,75236,63820,65,36.0,31,111,41,70,4924,양주시,대한민국,0.5212631812324192,0.4421688583424557,0.00045034434021089975,0.0002494214807321906,0.00021477960840827524,0.000769049565590921,0.000284063353056106,0.00048498621253481507,0.03411531586459185,2022,31260,양주시,242995,124291,118704,21544,23952,28130,30734,40173,40217,32457,17261,9566,1593,31326,169060,42609,0.1157636988415399,0.1264799687236363,0.1653243893907282,0.1655054630753719,0.1335706496018436,0.1169571390357826,0.1753492870223667,0.695734480133336,0.4885038786806313,2022
20대대통령선거,경기도,양평군,20220309,1,106406,83065,82424,641,34324,45499,40,21.0,26,80,34,48,2352,양평군,대한민국,0.41643210715325635,0.5520115500339707,0.00048529554498689704,0.00025478016111812093,0.00031544210424148305,0.0009705910899737941,0.00041250121323886245,0.0005823546539842764,0.028535378045229546,2022,31580,양평군,116950,58451,58499,7348,9514,9596,10221,15275,20082,24263,13456,7065,1064,11101,73193,32656,0.0820521590423257,0.0873963232150491,0.1306113723813595,0.1717144078666096,0.20746472851646,0.1845660538691748,0.2792304403591278,0.6258486532706284,0.5002052159042326,2022
20대대통령선거,경기도,여주시,20220309,1,98077,72566,71950,616,30695,38743,39,19.0,17,74,39,49,2275,여주시,대한민국,0.4266157053509382,0.5384711605281446,0.000542043085476025,0.0002640722724113968,0.00023627519110493397,0.0010284920083391243,0.000542043085476025,0.0006810284920083391,0.03161917998610146,2022,31280,여주시,113831,58240,55591,7380,9354,12674,12366,15763,19545,20038,10546,6071,966,10983,76327,26521,0.1113404959984538,0.1086347304337131,0.1384772162240514,0.1717019089703156,0.1760328908645272,0.154465830924792,0.2329857420210663,0.670529117727157,0.4883643295763017,2022
20대대통령선거,경기도,연천군,20220309,1,37817,28904,28549,355,12013,15330,17,7.0,13,64,22,27,1056,연천군,대한민국,0.42078531647343165,0.5369715226452766,0.0005954674419419244,0.0002451924760937336,0.0004553574556026481,0.0022417597814284214,0.0007706049248660199,0.0009457424077901152,0.03698903639356895,2022,31550,연천군,41288,21840,19448,2573,2710,4772,4290,4577,6589,7940,4719,2987,385,3704,25787,11797,0.1155783762836659,0.103904282115869,0.1108554543693082,0.159586320480527,0.1923076923076923,0.1959649292772718,0.2857246657624491,0.6245640379771362,0.4710327455919395,2022
20대대통령선거,경기도,오산시,20220309,1,188297,135108,133882,1226,72877,55805,65,38.0,17,74,26,58,4922,오산시,대한민국,0.5443375509777266,0.41682227633289015,0.00048550215861728984,0.00028383203119164635,0.00012697748763836812,0.0005527255344258377,0.00019420086344691594,0.0004332173107661971,0.03676371730329693,2022,31140,오산시,242596,126049,116547,23845,25241,30437,39849,46917,37552,25031,10917,5072,677,34411,181548,26637,0.1254637339445003,0.1642607462612738,0.1933956042144141,0.154792329634454,0.1031797721314448,0.0686985770581543,0.1097998318191561,0.7483552902768389,0.4804160002638131,2022
20대대통령선거,경기도,용인시기흥구,20220309,1,361753,289459,287327,2132,143279,135637,93,40.0,75,150,37,84,7932,용인시기흥구,대한민국,0.4986618034504241,0.47206492950540674,0.0003236730275957359,0.0001392142054175208,0.00026102663515785153,0.0005220532703157031,0.00012877314001120675,0.0002923498313767937,0.027606176934294374,2022,31192,용인시 기흥구,431163,212735,218428,40915,47526,55290,53906,78382,71002,45675,27541,13976,2111,60507,307204,63452,0.128234565581926,0.1250246426525467,0.1817920368862819,0.1646755403408919,0.1059344145949443,0.1011867901466498,0.1471647613547544,0.7125008407493222,0.5066019115740451,2022
20대대통령선거,경기도,용인시수지구,20220309,1,304545,250764,248865,1899,113161,129029,81,32.0,73,146,26,54,6263,용인시수지구,대한민국,0.4547083760271633,0.5184698531332248,0.0003254776686155144,0.00012858377031724026,0.0002933317260362044,0.0005866634520724088,0.00010447431338275772,0.00021698511241034297,0.02516625479677737,2022,31193,용인시 수지구,364474,177700,186774,37041,42387,43361,47955,67771,58073,36167,23583,11144,1421,54798,257450,52226,0.118968705586681,0.1315731712001404,0.1859419327578922,0.1593337247650038,0.09923067214671,0.0991785422279778,0.1432914281951524,0.7063603988213151,0.5124480758572628,2022
20대대통령선거,경기도,용인시처인구,20220309,1,220689,162420,161007,1413,80188,75132,78,33.0,44,105,46,69,5312,용인시처인구,대한민국,0.49804045786829143,0.46663809648027726,0.00048445098660306697,0.00020496003279360525,0.000273280043724807,0.000652145558888744,0.0002857018638941164,0.0004285527958411746,0.03299235436968579,2022,31191,용인시 처인구,268863,139323,129540,21216,25418,39358,35580,43435,44511,35188,16926,8463,1304,30943,196550,41370,0.1463868215410822,0.132335055399962,0.1615506782264573,0.1655527164392274,0.1308770637834138,0.0992810464809215,0.153870186674998,0.7310414597769124,0.4818067194072817,2022
20대대통령선거,경기도,의왕시,20220309,1,139712,113105,112238,867,54997,53578,52,30.0,15,77,17,35,3437,의왕시,대한민국,0.4900033856626098,0.4773606087064987,0.00046330119923733496,0.0002672891534061548,0.0001336445767030774,0.0006860421604091306,0.00015146385359682103,0.0003118373456405139,0.030622427341898465,2022,31170,의왕시,157318,77880,79438,13093,13699,20220,21717,22877,28271,23800,9487,4720,785,18302,114252,24764,0.1285294753302228,0.1380452332218817,0.1454188331913703,0.1797060730494921,0.151285930408472,0.0952974230539417,0.1574136462451849,0.7262487445810397,0.5049517537726135,2022
20대대통령선거,경기도,의정부시,20220309,1,398960,295029,292628,2401,154851,127381,152,51.0,65,226,72,112,9718,의정부시,대한민국,0.5291735582377626,0.4353001079869322,0.0005194308131826073,0.0001742827070546906,0.0002221250187951939,0.0007723116038109818,0.00024604617466544555,0.0003827384939240264,0.03320939896387222,2022,31030,의정부시,455128,223559,231569,35383,39359,59699,59806,71069,80218,63184,32088,16300,2090,50932,327162,77034,0.1311696929215517,0.131404791619061,0.1561516760120229,0.1762537132411102,0.1388268794712696,0.1109094584380657,0.1692578791021426,0.7188351408834438,0.5087997222759312,2022
20대대통령선거,경기도,이천시,20220309,1,187895,137512,136138,1374,63562,67747,68,34.0,36,77,47,64,4503,이천시,대한민국,0.4668938870851636,0.49763475297124976,0.0004994931613509821,0.00024974658067549105,0.00026443755600934345,0.0005656025503533179,0.00034523792034553175,0.00047011121068327725,0.03307673096416871,2022,31210,이천시,227193,118763,108430,19043,21660,32120,33787,35427,35919,29369,13657,7447,1000,27628,165575,33990,0.1413775952604173,0.1487149692111992,0.1559335014723165,0.1580990611506516,0.1292689475467994,0.0972917299388625,0.1496084826557156,0.7287856580088296,0.47725942260545,2022
20대대통령선거,경기도,파주시,20220309,1,401260,297278,294801,2477,157155,126808,154,98.0,88,211,84,119,10084,파주시,대한민국,0.5330884223594899,0.43014779461399383,0.0005223862876991598,0.000332427637626738,0.0002985064501138056,0.0007157370565228747,0.0002849379751086326,0.00040366213140389617,0.034206125488041084,2022,31200,파주시,490765,251118,239647,47884,49917,57464,73047,83755,78541,56883,29477,16831,2489,68701,349583,72481,0.1170906645746946,0.1488431326602345,0.1706621295324646,0.1600379000132446,0.1159067985695801,0.0994304809837702,0.1476898311819302,0.7123225983923059,0.4883131437653459,2022
20대대통령선거,경기도,평택시,20220309,1,472732,338768,335805,2963,166032,156677,166,108.0,71,220,87,140,12304,평택시,대한민국,0.49442980301067585,0.46657137326722353,0.0004943345096112327,0.00032161522312056107,0.0002114322300144429,0.0006551421211715132,0.0002590789297360075,0.00041690862256369023,0.03664031208588318,2022,31070,평택시,590205,310646,279559,56835,53620,79636,96528,102454,95672,64393,29432,15642,2028,79548,437972,72685,0.1349293889411306,0.1635499529824383,0.1735905321032522,0.1620996094577307,0.1091027693767419,0.0798061690429596,0.1231521251090722,0.7420675866859819,0.4736642353080709,2022
20대대통령선거,경기도,포천시,20220309,1,131901,95968,95063,905,44320,47323,49,26.0,22,113,43,50,3117,포천시,대한민국,0.4662171402122803,0.49780671765040024,0.0005154476505054542,0.0002735028349620778,0.00023142547573714274,0.001188685398104415,0.0004523316116680517,0.000525966990311688,0.03278878217603063,2022,31270,포천시,163542,89523,74019,8729,12466,26648,20452,20590,28433,26601,12174,7363,1126,12939,118876,31727,0.1629428526005552,0.1250565603942718,0.125900380330435,0.1738574800357094,0.1626554646512822,0.1263467488473909,0.1939990950336916,0.7268836139951816,0.4525993322816157,2022
20대대통령선거,경기도,하남시,20220309,1,265087,208858,207371,1487,101106,100115,81,39.0,35,114,37,39,5805,하남시,대한민국,0.48756094150098134,0.4827820669235332,0.00039060427928688194,0.00018806872706405428,0.0001687796268523564,0.0005497393560333894,0.00017842417695820533,0.00018806872706405428,0.02799330668222654,2022,31180,하남시,315203,157092,158111,35291,28195,34328,51601,57690,45724,39360,18522,6997,1106,47896,223554,43753,0.1089075928845854,0.163707198218291,0.1830249077578576,0.1450620711097293,0.1248719079450386,0.0844693737051995,0.1388089580365669,0.7092381734945417,0.5016164186254572,2022
20대대통령선거,경기도,화성시,20220309,1,703896,542027,537699,4328,283324,236113,194,100.0,90,223,117,177,17361,화성시,대한민국,0.5269193359109836,0.4391174244326287,0.00036079665389000164,0.00018597765664433075,0.0001673798909798977,0.0004147301743168576,0.000217593858273867,0.00032918045226046545,0.03228758097002226,2022,31240,화성시,931472,492101,439371,109888,102175,116215,165864,181157,130916,83359,35424,16548,2326,154889,689106,87477,0.1247648882628785,0.1780665441365924,0.1944846436607863,0.1405474345981414,0.0894916862772042,0.0582926808320593,0.0939126457907484,0.7398032361681296,0.4716953381314736,2022
20대대통령선거,경상남도,거제시,20220309,1,194074,145481,143983,1498,64355,71824,84,73.0,25,122,79,102,7319,거제시,대한민국,0.4469624886271296,0.4988366682177757,0.0005834022072050173,0.000507004299118646,0.0001736316092872075,0.0008473222533215727,0.0005486758853475757,0.0007084169658918067,0.050832389934922874,2022,38090,거제시,236686,125420,111266,25206,26645,19777,31871,47518,40966,29853,12045,5270,795,37196,169104,30386,0.0835579628706387,0.1346551971810753,0.2007638812604041,0.1730816355846987,0.1261291331130696,0.0765148762495458,0.128381061828752,0.7144655788682052,0.4700996256643823,2022
20대대통령선거,경상남도,거창군,20220309,1,53049,41399,40945,454,11963,27272,46,19.0,12,42,62,52,1477,거창군,대한민국,0.292172426425693,0.6660642325070216,0.0011234582977164489,0.0004640371229698376,0.00029307607766516057,0.001025766271828062,0.0015142264012699964,0.0012699963365490291,0.03607278055928685,2022,38590,거창군,58702,28951,29751,3707,5594,5063,4664,7021,9772,10781,6801,5005,776,5761,35506,17435,0.0862491908282511,0.0794521481380532,0.1196041020748867,0.1664679227283567,0.1836564341930428,0.2143368198698511,0.2970086198085244,0.6048516234540561,0.5068140778849102,2022
20대대통령선거,경상남도,고성군,20220309,1,45053,34327,33935,392,10348,22224,25,14.0,12,43,51,31,1187,고성군,대한민국,0.3049359068808015,0.6548990717548254,0.0007367025195226168,0.0004125534109326654,0.0003536172093708561,0.0012671283335789008,0.0015028731398261381,0.0009135111242080448,0.034978635626933846,2022,38540,고성군,48298,24498,23800,2322,3892,3216,3652,5773,8290,9929,6618,4287,662,3834,28336,16128,0.0665866081411238,0.0756138970557787,0.1195287589548221,0.1716427181249741,0.2055778707192844,0.2394923185225061,0.3339268706778748,0.5866909602882107,0.4927740279100583,2022
20대대통령선거,경상남도,김해시,20220309,1,444342,328521,325158,3363,150338,160449,162,75.0,67,251,106,171,13539,김해시,대한민국,0.46235368651547865,0.49344933847544886,0.0004982193272193826,0.00023065709593489934,0.00020605367236851009,0.0007719324143954632,0.00032599536225465773,0.0005258981787315705,0.04163821895816803,2022,38070,김해시,547313,280568,266745,49740,58076,66393,72330,97169,100037,65937,28387,13611,1853,73706,403628,69979,0.1213071861987564,0.1321547268199366,0.1775382642107898,0.1827784101601825,0.1204740249180998,0.0801205160484037,0.127859195743569,0.7374719767299516,0.4873719425630307,2022
20대대통령선거,경상남도,남해군,20220309,1,38680,30297,29908,389,10143,18506,19,21.0,12,29,44,46,1088,남해군,대한민국,0.3391400294235656,0.6187642102447506,0.0006352815300254113,0.0007021532700280861,0.00040123044001604924,0.0009696402300387856,0.001471178280058847,0.001538050020061522,0.03637822656145513,2022,38550,남해군,40491,20138,20353,1615,2648,2772,2564,4123,6568,8531,6323,4730,824,2635,22001,15855,0.0684596577017114,0.0633227136894618,0.1018250969351213,0.1622088859252673,0.2106887950408733,0.2933244424686967,0.391568496702971,0.5433553135264627,0.5026549109678694,2022
20대대통령선거,경상남도,밀양시,20220309,1,92517,70249,69517,732,21906,44892,37,27.0,22,74,55,63,2441,밀양시,대한민국,0.3151171655853964,0.6457700994001467,0.0005322439115612008,0.00038839420573384925,0.00031646935282017346,0.0010644878231224016,0.0007911733820504337,0.000906253146712315,0.03511371319245652,2022,38080,밀양시,101574,49645,51929,5495,7080,9323,9042,12159,17070,21343,12670,7155,896,8274,62560,30740,0.0917852993876385,0.0890188434048083,0.119705830232146,0.1680548171776242,0.2101226691869966,0.2039990548762478,0.3026365014669108,0.6159056451454112,0.5112430346348475,2022
20대대통령선거,경상남도,사천시,20220309,1,94303,71772,71016,756,23424,44669,34,25.0,16,65,65,64,2654,사천시,대한민국,0.3298411625549172,0.6289990987946378,0.0004787653486538245,0.00035203334459840035,0.00022530134054297624,0.000915286695955841,0.000915286695955841,0.000901205362171905,0.037371859862566185,2022,38060,사천시,109350,56209,53141,8150,9552,9755,11980,17407,17967,17354,10856,6327,1021,12362,70929,26059,0.0892089620484682,0.1095564700502972,0.1591860996799268,0.1643072702331961,0.1587014174668495,0.166474622770919,0.2383081847279378,0.648641975308642,0.4859716506630087,2022
20대대통령선거,경상남도,산청군,20220309,1,31645,24913,24646,267,7125,16611,24,9.0,9,34,42,28,764,산청군,대한민국,0.28909356487868215,0.6739836078876897,0.0009737888501176661,0.0003651708187941248,0.0003651708187941248,0.0013795342043333603,0.0017041304877059157,0.0011360869918039438,0.03099894506207904,2022,38570,산청군,32811,16008,16803,1235,1937,1923,2032,3096,5690,7599,4999,3837,592,1963,17871,12977,0.0586083935265612,0.0619304501539118,0.0943585992502514,0.1734174514644479,0.2315991588186888,0.2873426594739569,0.3955076041571424,0.5446648989668099,0.5121148395355216,2022
20대대통령선거,경상남도,양산시,20220309,1,294133,220501,218398,2103,92137,116946,107,57.0,48,169,83,126,8725,양산시,대한민국,0.4218765739613,0.5354719365561955,0.000489931226476433,0.00026099140102015585,0.00021978223243802598,0.0007738166100422165,0.00038004011025741995,0.0005769283601498183,0.03994999954212035,2022,38100,양산시,352842,177197,175645,34630,34562,37535,47247,61481,59268,47558,22826,10464,1295,49118,249149,54575,0.1063790591822969,0.1339041270597037,0.1742451295480696,0.1679732004693319,0.1347855414038011,0.098018376497129,0.1546726296756055,0.7061205865514877,0.4978007153343423,2022
20대대통령선거,경상남도,의령군,20220309,1,24419,19089,18797,292,5396,12631,22,9.0,7,25,47,47,613,의령군,대한민국,0.2870670851731659,0.6719689312124275,0.0011703995318401873,0.0004787998084800766,0.0003723998510400596,0.0013299994680002127,0.0025003989998404,0.0025003989998404,0.032611586955365215,2022,38510,의령군,25032,12414,12618,1060,1277,1596,1888,2483,4120,5685,3703,2894,461,1585,13753,9694,0.0637583892617449,0.0754234579737935,0.0991930329178651,0.1645893256631511,0.2271093000958772,0.2819590923617769,0.3872643016938319,0.5494167465643975,0.5040747842761265,2022
20대대통령선거,경상남도,진주시,20220309,1,292842,228238,225760,2478,74975,141473,105,76.0,33,184,125,138,8651,진주시,대한민국,0.3321004606661942,0.6266521970233877,0.00046509567682494684,0.00033664068036853297,0.00014617292700212615,0.000815024805102764,0.0005536853295535081,0.000611268603827073,0.03831945428773919,2022,38030,진주시,351119,174881,176238,28584,35199,47968,41378,52441,56749,50045,26572,13717,1891,42247,245125,63747,0.1366146520125655,0.1178460863695784,0.1493539227441409,0.1616232673253227,0.1425300254329728,0.1201302122642181,0.1815538321765555,0.6981251370617939,0.5019323932911633,2022
