election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_기본소득당,party_노동당,party_신자유민주연합,party_우리공화당,party_통일한국당,party_한류연합당,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_국민의힘,ratio_기본소득당,ratio_노동당,ratio_신자유민주연합,ratio_우리공화당,ratio_통일한국당,ratio_한류연합당,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
20대대통령선거,강원도,정선군,20220309,1,32101,24898,24666,232,10103,13644,8,4.0,6,21,28,18,834,정선군,대한민국,0.40959215113922,0.5531500851374361,0.0003243330900835158,0.0001621665450417579,0.00024324981756263683,0.0008513743614692289,0.0011351658152923053,0.0007297494526879105,0.03381172464120652,2022,32550,정선군,33354,17386,15968,1690,2164,2036,2564,4324,6268,7627,4261,2357,288,2635,20396,10323,0.0610421538646039,0.0768723391497271,0.1296396234334712,0.1879234874377885,0.2286682257000659,0.2070516279906458,0.3094981111710739,0.6115008694609342,0.4787431792288781,2022
20대대통령선거,강원도,철원군,20220309,1,37248,27846,27439,407,11039,15201,16,5.0,7,20,16,20,1115,철원군,대한민국,0.4023105798316265,0.553992492437771,0.0005831116294325595,0.00018222238419767485,0.0002551113378767448,0.0007288895367906994,0.0005831116294325595,0.0007288895367906994,0.04063559167608149,2022,32560,철원군,41145,21372,19773,3285,3161,4559,4690,5139,6485,7110,4263,2434,323,4588,26348,10209,0.1108032567748207,0.1139871187264552,0.124899744804958,0.1576133187507595,0.1728034998177178,0.1706161137440758,0.2481224936201239,0.6403694252035484,0.4805687203791469,2022
20대대통령선거,강원도,춘천시,20220309,1,243403,186646,185048,1598,82376,94953,116,83.0,26,98,58,67,7271,춘천시,대한민국,0.44516017465738617,0.5131263239808049,0.0006268643811335438,0.0004485322727076218,0.00014050408542648393,0.0005295923219921318,0.0003134321905667719,0.00036206822013747786,0.0392925078898448,2022,32010,춘천시,293124,144265,148859,22681,28368,43522,35008,41053,46234,42287,21174,13380,2030,32978,204990,55156,0.1484764127127086,0.1194306846249368,0.1400533562587846,0.1577284698625837,0.1442631787229977,0.1248072488093776,0.188166100353434,0.6993286117820444,0.5078362740683123,2022
20대대통령선거,강원도,태백시,20220309,1,35551,27039,26837,202,10846,15102,11,8.0,5,21,18,18,808,태백시,대한민국,0.40414353318180124,0.5627305585572158,0.00040988187949472744,0.00029809591235980176,0.0001863099452248761,0.0007825017699444796,0.000670715802809554,0.000670715802809554,0.030107687148339977,2022,32050,태백시,39113,19680,19433,2388,3289,2867,3058,5866,6969,7759,4819,2251,205,3774,24426,10913,0.0733004371947945,0.0781837240815074,0.1499757114003017,0.1781760539973921,0.1983739421675657,0.1859995397949531,0.279012093165955,0.6244982486641271,0.4968424820392197,2022
20대대통령선거,강원도,평창군,20220309,1,37325,29353,29119,234,11463,16579,17,5.0,7,34,26,25,963,평창군,대한민국,0.3936604965829871,0.5693533431779938,0.0005838112572547135,0.00017170919331020983,0.00024039287063429377,0.001167622514509427,0.0008928878052130911,0.0008585459665510491,0.03307119063154641,2022,32540,평창군,38699,19891,18808,1805,2347,2628,2806,4631,7306,9288,4981,2781,360,2777,23663,12259,0.0679087314917698,0.0725083335486705,0.1196671748623995,0.1887904080208791,0.2400062017106385,0.2098762241918395,0.31677821132329,0.6114628284968604,0.4860073903718442,2022
20대대통령선거,강원도,홍천군,20220309,1,60872,46697,46234,463,18418,25862,37,15.0,19,31,32,34,1786,홍천군,대한민국,0.39836483972833847,0.5593718908162824,0.0008002768525327681,0.0003244365618376087,0.00041095297832763767,0.0006705022277977246,0.0006921313319202319,0.0007353895401652463,0.03862957996279794,2022,32510,홍천군,65215,33446,31769,3762,4442,5543,5705,7459,11245,14752,7346,4725,671,5529,40287,19399,0.0849957831787165,0.0874798742620562,0.1143755271026604,0.1724296557540443,0.2262056275396764,0.1953844974315725,0.2974622402821437,0.6177566510772061,0.4871425285593805,2022
20대대통령선거,강원도,화천군,20220309,1,21088,16494,16267,227,6445,9015,12,6.0,4,18,7,18,742,화천군,대한민국,0.39620089752259174,0.5541894633306694,0.0007376898014384951,0.00036884490071924757,0.0002458966004794984,0.0011065347021577427,0.00043031905083912216,0.0011065347021577427,0.04561381938894695,2022,32570,화천군,22545,12130,10415,1760,1503,2935,2674,2479,3465,4073,2128,1499,195,2396,14502,5647,0.1301840762918607,0.1186072299844755,0.1099578620536704,0.1536926147704591,0.1806609004213794,0.1695276114437791,0.2504768241295187,0.6432468396540253,0.4619649589709469,2022
20대대통령선거,강원도,횡성군,20220309,1,41685,32625,32339,286,12557,18550,19,12.0,7,30,25,18,1121,횡성군,대한민국,0.38829277343146046,0.5736108104765144,0.0005875258975231145,0.00037106898790933545,0.00021645690961377904,0.0009276724697733387,0.0007730603914777823,0.0005566034818640033,0.03466402795386376,2022,32520,횡성군,44864,22926,21938,2198,3253,3510,3459,4617,7807,10748,5617,3396,515,3302,27225,14337,0.0782364479315263,0.0770996790299572,0.1029110199714693,0.1740148002853067,0.2395684736091298,0.2123751783166904,0.3195657988587732,0.6068339871611983,0.4889889443651926,2022
20대대통령선거,경기도,가평군,20220309,1,55618,42512,42049,463,16684,23876,30,16.0,18,47,30,30,1318,가평군,대한민국,0.39677519084877166,0.5678137411115604,0.0007134533520416656,0.0003805084544222217,0.0004280720112249994,0.0011177435848652763,0.0007134533520416656,0.0007134533520416656,0.03134438393303051,2022,31570,가평군,59755,30570,29185,3300,4626,5542,5313,7236,10550,12676,6681,3730,506,4923,38100,16732,0.0927453769559032,0.0889130616684796,0.1210944690820851,0.1765542632415697,0.2121328759099656,0.1826960087022006,0.280010041000753,0.6376035478202661,0.4884110116308259,2022
20대대통령선거,경기도,고양시덕양구,20220309,1,414210,323033,320589,2444,167037,139960,165,89.0,86,208,48,81,12915,고양시덕양구,대한민국,0.5210316012090246,0.4365714357011625,0.000514677671411059,0.00027761401670051063,0.0002682562408566732,0.0006488057918393956,0.00014972441350139898,0.0002526599477836108,0.040285225007720166,2022,31101,고양시 덕양구,473370,232645,240725,39853,38763,56982,69048,76091,82714,63936,30802,17141,2335,55882,340752,76736,0.1203751822041954,0.1458647569554471,0.1607431818661934,0.1747343515643154,0.1350655935103618,0.1062128990007816,0.1621057523712951,0.7198428290766208,0.5085345501404821,2022
20대대통령선거,경기도,고양시일산동구,20220309,1,256654,197004,195523,1481,96990,91861,90,51.0,53,120,24,49,6285,고양시일산동구,대한민국,0.4960541726548795,0.46982196467934717,0.0004603039028656475,0.0002608388782905336,0.0002710678539097702,0.0006137385371541967,0.00012274770743083934,0.000250609902671297,0.032144555883451054,2022,31103,고양시 일산동구,290321,140807,149514,21113,26672,37824,37603,47121,56018,38098,16044,10613,1817,31642,215318,43361,0.1302833759872692,0.1295221496205923,0.1623065503356629,0.1929519394050034,0.1312271589034207,0.098077645089401,0.149355368712563,0.7416549267879348,0.5149954705308951,2022
20대대통령선거,경기도,고양시일산서구,20220309,1,251203,197311,195857,1454,99597,89695,108,43.0,47,130,33,63,6141,고양시일산서구,대한민국,0.5085189704733556,0.45796167612084326,0.0005514227216795928,0.00021954793548354157,0.0002399709992494524,0.0006637495723921024,0.00016849027606876446,0.0003216632543130958,0.03135450864661462,2022,31104,고양시 일산서구,280551,135901,144650,21650,29113,34538,33381,45803,55238,36243,15721,10215,1483,33392,205596,41563,0.1231077415514469,0.1189837141910027,0.1632608687903447,0.1968911178359728,0.1291850679555588,0.0977326760553339,0.1481477521021133,0.7328293251494381,0.5155925304133652,2022
20대대통령선거,경기도,과천시,20220309,1,63841,54194,53705,489,21072,30944,30,19.0,20,28,7,12,1573,과천시,대한민국,0.39236570151754957,0.5761847127827949,0.0005586072060329579,0.0003537845638208733,0.0003724048040219719,0.0005213667256307607,0.00013034168140769017,0.00022344288241318312,0.029289637836328087,2022,31110,과천시,73406,36168,37238,7681,6839,8597,10898,11212,12643,9672,4142,2141,365,10568,52191,10647,0.1171157671035065,0.1484619785848568,0.1527395580742718,0.172233877339727,0.1317603465656758,0.0905648039669781,0.145042639566248,0.7109909271721657,0.5072882325695447,2022
20대대통령선거,경기도,광명시,20220309,1,247357,198669,197058,1611,103470,87136,98,46.0,30,151,50,75,6002,광명시,대한민국,0.5250738361294645,0.44218453450253226,0.0004973155111693004,0.00023343381136518181,0.0001522394421946838,0.0007662718590465751,0.00025373240365780635,0.0003805986054867095,0.03045803773508307,2022,31060,광명시,284031,139684,144347,23082,27819,32959,38239,48121,48851,40156,18230,8247,1113,34184,205013,44834,0.1160401505469473,0.1346296707049582,0.1694216476370537,0.1719917896285968,0.1413789339895997,0.0971372843105154,0.157848967190201,0.7217979727564949,0.5082086110318944,2022
20대대통령선거,경기도,광주시,20220309,1,327252,244873,243206,1667,130220,105707,99,47.0,56,143,51,83,6800,광주시,대한민국,0.5354308693042112,0.4346397704004013,0.00040706232576498934,0.0001932518112217626,0.00023025747720039803,0.0005879789149938735,0.00020969877387893391,0.0003412744751363042,0.027959836517191188,2022,31250,광주시,392926,202013,190913,35808,33513,44813,57867,68734,66002,54298,24302,10079,1363,49540,284712,58674,0.1140494647847177,0.147272005415778,0.1749286125122796,0.1679756493589123,0.1381888701689376,0.0909687829260471,0.1493258272550047,0.7245944528995282,0.4858752029644259,2022
20대대통령선거,경기도,구리시,20220309,1,164281,127688,126654,1034,63465,58883,36,31.0,32,107,28,54,4018,구리시,대한민국,0.5010895826424748,0.4649122807017544,0.00028423895021081056,0.0002447613182370869,0.0002526568446318316,0.0008448213242376869,0.00022107473905285267,0.00042635842531621584,0.03172422505408436,2022,31120,구리시,184114,90974,93140,14401,16038,23160,23997,29944,33701,26278,11896,5674,706,20839,134398,28877,0.1257916290993623,0.1303377255396113,0.1626383653605918,0.1830442008755445,0.1427267888373507,0.0992645860716729,0.1568430428973353,0.7299716480006953,0.5058822251431179,2022
