election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_통일한국당,party_우리공화당,party_한국복지당,party_충청의미래당,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_국민의힘,ratio_통일한국당,ratio_우리공화당,ratio_한국복지당,ratio_충청의미래당,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
8회지방선거_기초의원비례,경기도,용인시처인구,20220601,9,222743,105101,101923,3178,43563,54928.0,0.0,0.0,0.0,0.0,3432.0,용인시처인구,용인시,0.4274108886119914,0.5389166331446288,0.0,0.0,0.0,0.0,0.03367247824337981,2022,31191,용인시 처인구,268863,139323,129540,21216,25418,39358,35580,43435,44511,35188,16926,8463,1304,30943,196550,41370,0.1463868215410822,0.132335055399962,0.1615506782264573,0.1655527164392274,0.1308770637834138,0.0992810464809215,0.153870186674998,0.7310414597769124,0.4818067194072817,2022
8회지방선거_기초의원비례,경기도,의왕시,20220601,9,138928,80551,78638,1913,37752,40886.0,0.0,0.0,0.0,0.0,0.0,의왕시,의왕시,0.48007324703069765,0.5199267529693024,0.0,0.0,0.0,0.0,0.0,2022,31170,의왕시,157318,77880,79438,13093,13699,20220,21717,22877,28271,23800,9487,4720,785,18302,114252,24764,0.1285294753302228,0.1380452332218817,0.1454188331913703,0.1797060730494921,0.151285930408472,0.0952974230539417,0.1574136462451849,0.7262487445810397,0.5049517537726135,2022
8회지방선거_기초의원비례,경기도,의정부시,20220601,9,400177,187842,183414,4428,90611,92803.0,0.0,0.0,0.0,0.0,0.0,의정부시,의정부시,0.4940244474249512,0.5059755525750488,0.0,0.0,0.0,0.0,0.0,2022,31030,의정부시,455128,223559,231569,35383,39359,59699,59806,71069,80218,63184,32088,16300,2090,50932,327162,77034,0.1311696929215517,0.131404791619061,0.1561516760120229,0.1762537132411102,0.1388268794712696,0.1109094584380657,0.1692578791021426,0.7188351408834438,0.5087997222759312,2022
8회지방선거_기초의원비례,경기도,이천시,20220601,9,188563,88718,86253,2465,36826,49427.0,0.0,0.0,0.0,0.0,0.0,이천시,이천시,0.42695326539366746,0.5730467346063325,0.0,0.0,0.0,0.0,0.0,2022,31210,이천시,227193,118763,108430,19043,21660,32120,33787,35427,35919,29369,13657,7447,1000,27628,165575,33990,0.1413775952604173,0.1487149692111992,0.1559335014723165,0.1580990611506516,0.1292689475467994,0.0972917299388625,0.1496084826557156,0.7287856580088296,0.47725942260545,2022
8회지방선거_기초의원비례,경기도,파주시,20220601,9,403729,187068,183266,3802,86225,88850.0,0.0,0.0,0.0,0.0,8191.0,파주시,파주시,0.47049098032368253,0.4848144227516288,0.0,0.0,0.0,0.0,0.044694596924688704,2022,31200,파주시,490765,251118,239647,47884,49917,57464,73047,83755,78541,56883,29477,16831,2489,68701,349583,72481,0.1170906645746946,0.1488431326602345,0.1706621295324646,0.1600379000132446,0.1159067985695801,0.0994304809837702,0.1476898311819302,0.7123225983923059,0.4883131437653459,2022
8회지방선거_기초의원비례,경기도,포천시,20220601,9,131980,67744,65613,2131,27668,37945.0,0.0,0.0,0.0,0.0,0.0,포천시,포천시,0.4216847271120052,0.5783152728879948,0.0,0.0,0.0,0.0,0.0,2022,31270,포천시,163542,89523,74019,8729,12466,26648,20452,20590,28433,26601,12174,7363,1126,12939,118876,31727,0.1629428526005552,0.1250565603942718,0.125900380330435,0.1738574800357094,0.1626554646512822,0.1263467488473909,0.1939990950336916,0.7268836139951816,0.4525993322816157,2022
8회지방선거_기초의원비례,경기도,하남시,20220601,9,266856,139669,135739,3930,63936,71803.0,0.0,0.0,0.0,0.0,0.0,하남시,하남시,0.47102159290992274,0.5289784070900773,0.0,0.0,0.0,0.0,0.0,2022,31180,하남시,315203,157092,158111,35291,28195,34328,51601,57690,45724,39360,18522,6997,1106,47896,223554,43753,0.1089075928845854,0.163707198218291,0.1830249077578576,0.1450620711097293,0.1248719079450386,0.0844693737051995,0.1388089580365669,0.7092381734945417,0.5016164186254572,2022
8회지방선거_기초의원비례,경기도,화성시,20220601,9,711229,336654,330124,6530,164069,157567.0,0.0,0.0,0.0,0.0,8488.0,화성시,화성시,0.49699203935490904,0.4772964098338806,0.0,0.0,0.0,0.0,0.025711550811210335,2022,31240,화성시,931472,492101,439371,109888,102175,116215,165864,181157,130916,83359,35424,16548,2326,154889,689106,87477,0.1247648882628785,0.1780665441365924,0.1944846436607863,0.1405474345981414,0.0894916862772042,0.0582926808320593,0.0939126457907484,0.7398032361681296,0.4716953381314736,2022
8회지방선거_기초의원비례,경상남도,거제시,20220601,9,193369,99229,96826,2403,38079,52791.0,0.0,0.0,0.0,0.0,5956.0,거제시,거제시,0.3932724681387231,0.5452151281680541,0.0,0.0,0.0,0.0,0.061512403693222896,2022,38090,거제시,236686,125420,111266,25206,26645,19777,31871,47518,40966,29853,12045,5270,795,37196,169104,30386,0.0835579628706387,0.1346551971810753,0.2007638812604041,0.1730816355846987,0.1261291331130696,0.0765148762495458,0.128381061828752,0.7144655788682052,0.4700996256643823,2022
8회지방선거_기초의원비례,경상남도,거창군,20220601,9,52803,34746,33251,1495,9261,23990.0,0.0,0.0,0.0,0.0,0.0,거창군,거창군,0.27851793931009594,0.7214820606899041,0.0,0.0,0.0,0.0,0.0,2022,38590,거창군,58702,28951,29751,3707,5594,5063,4664,7021,9772,10781,6801,5005,776,5761,35506,17435,0.0862491908282511,0.0794521481380532,0.1196041020748867,0.1664679227283567,0.1836564341930428,0.2143368198698511,0.2970086198085244,0.6048516234540561,0.5068140778849102,2022
8회지방선거_기초의원비례,경상남도,고성군,20220601,9,44745,30304,29266,1038,9098,20168.0,0.0,0.0,0.0,0.0,0.0,고성군,고성군,0.3108726850269938,0.6891273149730062,0.0,0.0,0.0,0.0,0.0,2022,38540,고성군,48298,24498,23800,2322,3892,3216,3652,5773,8290,9929,6618,4287,662,3834,28336,16128,0.0665866081411238,0.0756138970557787,0.1195287589548221,0.1716427181249741,0.2055778707192844,0.2394923185225061,0.3339268706778748,0.5866909602882107,0.4927740279100583,2022
8회지방선거_기초의원비례,경상남도,김해시,20220601,9,444484,203341,200391,2950,82540,108609.0,0.0,0.0,0.0,0.0,9242.0,김해시,김해시,0.41189474577201574,0.5419854185068191,0.0,0.0,0.0,0.0,0.046119835721165126,2022,38070,김해시,547313,280568,266745,49740,58076,66393,72330,97169,100037,65937,28387,13611,1853,73706,403628,69979,0.1213071861987564,0.1321547268199366,0.1775382642107898,0.1827784101601825,0.1204740249180998,0.0801205160484037,0.127859195743569,0.7374719767299516,0.4873719425630307,2022
8회지방선거_기초의원비례,경상남도,남해군,20220601,9,38538,27217,25908,1309,9665,16243.0,0.0,0.0,0.0,0.0,0.0,남해군,남해군,0.3730507951211981,0.6269492048788019,0.0,0.0,0.0,0.0,0.0,2022,38550,남해군,40491,20138,20353,1615,2648,2772,2564,4123,6568,8531,6323,4730,824,2635,22001,15855,0.0684596577017114,0.0633227136894618,0.1018250969351213,0.1622088859252673,0.2106887950408733,0.2933244424686967,0.391568496702971,0.5433553135264627,0.5026549109678694,2022
8회지방선거_기초의원비례,경상남도,밀양시,20220601,9,92419,50560,48989,1571,13768,35221.0,0.0,0.0,0.0,0.0,0.0,밀양시,밀양시,0.2810426830512972,0.7189573169487028,0.0,0.0,0.0,0.0,0.0,2022,38080,밀양시,101574,49645,51929,5495,7080,9323,9042,12159,17070,21343,12670,7155,896,8274,62560,30740,0.0917852993876385,0.0890188434048083,0.119705830232146,0.1680548171776242,0.2101226691869966,0.2039990548762478,0.3026365014669108,0.6159056451454112,0.5112430346348475,2022
8회지방선거_기초의원비례,경상남도,양산시,20220601,9,294411,138370,136102,2268,51285,81820.0,0.0,0.0,0.0,0.0,2997.0,양산시,양산시,0.37681297850141804,0.6011667719798387,0.0,0.0,0.0,0.0,0.022020249518743297,2022,38100,양산시,352842,177197,175645,34630,34562,37535,47247,61481,59268,47558,22826,10464,1295,49118,249149,54575,0.1063790591822969,0.1339041270597037,0.1742451295480696,0.1679732004693319,0.1347855414038011,0.098018376497129,0.1546726296756055,0.7061205865514877,0.4978007153343423,2022
8회지방선거_기초의원비례,경상남도,진주시,20220601,9,292168,155162,152508,2654,43417,101266.0,0.0,0.0,0.0,0.0,7825.0,진주시,진주시,0.2846867049597398,0.6640045112387547,0.0,0.0,0.0,0.0,0.0513087838015055,2022,38030,진주시,351119,174881,176238,28584,35199,47968,41378,52441,56749,50045,26572,13717,1891,42247,245125,63747,0.1366146520125655,0.1178460863695784,0.1493539227441409,0.1616232673253227,0.1425300254329728,0.1201302122642181,0.1815538321765555,0.6981251370617939,0.5019323932911633,2022
8회지방선거_기초의원비례,경상남도,창원시마산합포구,20220601,9,156850,83913,82521,1392,22662,56623.0,0.0,0.0,0.0,0.0,3236.0,창원시마산합포구,창원시,0.2746210055622205,0.6861647338253293,0.0,0.0,0.0,0.0,0.03921426061245016,2022,38113,창원시 마산합포구,179191,89165,90026,13902,14326,19183,20700,26445,28134,31274,17630,8102,1142,19651,118164,41376,0.1070533676356513,0.1155191946024074,0.1475799565826408,0.1570056531857068,0.1745288546857822,0.1499740500359951,0.2309044539067252,0.6594304401448734,0.5024024644094849,2022
8회지방선거_기초의원비례,경상남도,창원시마산회원구,20220601,9,159983,85591,83853,1738,24643,55524.0,0.0,0.0,0.0,0.0,3686.0,창원시마산회원구,창원시,0.29388334347012035,0.6621587778612572,0.0,0.0,0.0,0.0,0.04395787866862247,2022,38114,창원시 마산회원구,183667,91474,92193,12726,16901,20072,19757,28489,32586,31405,16264,6410,798,19466,126633,37568,0.1092847381402211,0.1075696777319823,0.1551122411756058,0.1774189157551438,0.1709888003833024,0.1277965012767672,0.2045440933864004,0.6894706180206569,0.5019573467198789,2022
8회지방선거_기초의원비례,경상남도,창원시성산구,20220601,9,212811,112812,110961,1851,37271,62483.0,0.0,0.0,0.0,0.0,11207.0,창원시성산구,창원시,0.3358927911608583,0.563107758581844,0.0,0.0,0.0,0.0,0.1009994502572976,2022,38112,창원시 성산구,246438,126896,119542,19654,23654,32500,35397,39623,50082,33924,9857,3692,511,29270,191160,26008,0.1318790121653316,0.1436345044189613,0.1607828338162134,0.2032235288388966,0.1376573418060526,0.0570528895706019,0.1055356722583367,0.775692060477686,0.4850794114544023,2022
8회지방선거_기초의원비례,경상남도,창원시의창구,20220601,9,185184,94810,93023,1787,29036,58175.0,0.0,0.0,0.0,0.0,5812.0,창원시의창구,창원시,0.31213785837911057,0.625382969803167,0.0,0.0,0.0,0.0,0.0624791718177225,2022,38111,창원시 의창구,215053,109515,105538,18007,18564,26104,28060,33483,40264,33109,13076,5730,778,25795,156348,32910,0.1213840309133097,0.1304794632020943,0.1556965027225846,0.1872282646603395,0.1539573965487577,0.0910659232840276,0.1530320432637535,0.7270207809237723,0.4907534421747197,2022
8회지방선거_기초의원비례,경상남도,창원시진해구,20220601,9,159730,75199,73617,1582,24262,45701.0,0.0,0.0,0.0,0.0,3654.0,창원시진해구,창원시,0.32957061548283684,0.6207941100561012,0.0,0.0,0.0,0.0,0.04963527446106198,2022,38115,창원시 진해구,192402,99257,93145,19185,20291,19028,25389,36053,29982,25435,12700,5988,771,28178,133464,30760,0.0988971008617374,0.1319580877537655,0.1873837070300724,0.1558299809773287,0.1321971705075831,0.1011372023159842,0.1598735979875469,0.6936726229457074,0.4841165892246442,2022
8회지방선거_기초의원비례,경상남도,통영시,20220601,9,106064,61240,59616,1624,19089,40527.0,0.0,0.0,0.0,0.0,0.0,통영시,통영시,0.32019927536231885,0.6798007246376812,0.0,0.0,0.0,0.0,0.0,2022,38050,통영시,123006,63463,59543,8881,12022,10061,13005,20605,21087,21322,11514,5213,619,14259,82039,26708,0.0817927580768417,0.1057265499243939,0.1675121538786725,0.1714306619189307,0.1733411378306749,0.1410175113409102,0.2171276197909045,0.6669512056322456,0.4840658179275807,2022
8회지방선거_기초의원비례,경상남도,하동군,20220601,9,39428,29113,27467,1646,9996,17471.0,0.0,0.0,0.0,0.0,0.0,하동군,하동군,0.36392762223759423,0.6360723777624058,0.0,0.0,0.0,0.0,0.0,2022,38560,하동군,39542,19615,19927,1629,2265,2339,2419,3979,7141,9029,5933,4278,726,2618,21869,15055,0.0591522937635931,0.0611754590056142,0.1006271812250265,0.1805927874159122,0.2283394871276111,0.2765919781498154,0.3807344089828536,0.5530575084720044,0.5039451722219412,2022
8회지방선거_기초의원비례,경상남도,합천군,20220601,9,39435,27360,25871,1489,6258,19613.0,0.0,0.0,0.0,0.0,0.0,합천군,합천군,0.2418924664682463,0.7581075335317538,0.0,0.0,0.0,0.0,0.0,2022,38600,합천군,40082,19467,20615,1495,1975,2389,2357,3619,6567,9254,6605,5297,699,2316,20939,16827,0.0596028142308268,0.0588044508757048,0.0902899056933286,0.1638391297839429,0.2308767027593433,0.314380519934135,0.4198143805199341,0.5224040716531111,0.5143206426825009,2022
8회지방선거_기초의원비례,경상북도,경산시,20220601,9,230676,100037,96993,3044,20968,76025.0,0.0,0.0,0.0,0.0,0.0,경산시,경산시,0.21618054911179158,0.7838194508882085,0.0,0.0,0.0,0.0,0.0,2022,37100,경산시,295543,148992,146551,21079,28028,53262,35327,42102,46331,38610,20855,10905,1467,29969,215769,49805,0.1802174302893318,0.1195325214943341,0.1424564276602727,0.156765682151159,0.1306408881279543,0.1124269564834897,0.1685203168405274,0.7300765032499501,0.4958703132877449,2022
8회지방선거_기초의원비례,경상북도,구미시,20220601,9,337510,144565,142030,2535,35118,106912.0,0.0,0.0,0.0,0.0,0.0,구미시,구미시,0.24725762162923326,0.7527423783707667,0.0,0.0,0.0,0.0,0.0,2022,37050,구미시,409171,211489,197682,40660,43552,52580,62227,72035,69542,45676,17360,9076,1297,58359,305596,45216,0.1285037307140535,0.1520806704287449,0.1760510886646414,0.1699582815008883,0.1116305896556696,0.0677785082520511,0.1105063653093694,0.7468662246346882,0.4831280809246012,2022
8회지방선거_기초의원비례,경상북도,김천시,20220601,9,120471,67271,64383,2888,14216,50167.0,0.0,0.0,0.0,0.0,0.0,김천시,김천시,0.22080362828697017,0.7791963717130298,0.0,0.0,0.0,0.0,0.0,2022,37030,김천시,137698,69099,68599,10481,11632,13842,14721,18672,22753,23236,13654,8609,1257,15018,88654,34026,0.1005243358654446,0.1069078708477973,0.1356010980551642,0.1652384203111156,0.1687460965300875,0.1708085810977646,0.247105985562608,0.6438292495170591,0.4981844325988758,2022
8회지방선거_기초의원비례,경상북도,상주시,20220601,9,84980,54363,51767,2596,10640,41127.0,0.0,0.0,0.0,0.0,0.0,상주시,상주시,0.20553634554832229,0.7944636544516777,0.0,0.0,0.0,0.0,0.0,2022,37080,상주시,93208,46019,47189,5137,7067,7784,6986,10516,15395,18814,12121,8693,1290,7766,54623,30819,0.0835121448802677,0.074950648013046,0.1128229336537636,0.1651682259033559,0.20184962664149,0.2371470260063513,0.3306475838983778,0.5860333876920436,0.5062762852973993,2022
8회지방선거_기초의원비례,경상북도,안동시,20220601,9,135862,74543,72339,2204,18326,54013.0,0.0,0.0,0.0,0.0,0.0,안동시,안동시,0.25333499218955197,0.746665007810448,0.0,0.0,0.0,0.0,0.0,2022,37040,안동시,156025,77217,78808,10500,13823,17509,14559,20794,25136,26609,16490,10385,1529,15496,99967,40562,0.112219195641724,0.0933119692356994,0.1332735138599583,0.1611023874379105,0.1705431821823425,0.1820477487582118,0.2599711584681942,0.6407114244512098,0.5050985419003365,2022
8회지방선거_기초의원비례,경상북도,영주시,20220601,9,89061,56293,54399,1894,12980,41419.0,0.0,0.0,0.0,0.0,0.0,영주시,영주시,0.2386073273405761,0.7613926726594239,0.0,0.0,0.0,0.0,0.0,2022,37060,영주시,101521,50654,50867,6153,9064,9913,8067,12894,16794,19010,11876,7448,1134,9414,62667,29440,0.0976448222535239,0.0794613922242688,0.1270082051989243,0.1654239024438293,0.1872518986219599,0.2015149574964785,0.289989263305129,0.6172811536529388,0.5010490440401494,2022
8회지방선거_기초의원비례,경상북도,영천시,20220601,9,90932,51697,49737,1960,11084,38653.0,0.0,0.0,0.0,0.0,0.0,영천시,영천시,0.22285220258560026,0.7771477974143998,0.0,0.0,0.0,0.0,0.0,2022,37070,영천시,99741,51094,48647,5823,6145,9174,10049,12050,17223,19154,12430,7387,895,8192,62024,29525,0.0919782235991217,0.1007509449474138,0.1208129054250508,0.1726772340361536,0.1920373768059273,0.2076578337895148,0.2960166832095126,0.6218505930359631,0.4877332290632739,2022
8회지방선거_기초의원비례,경상북도,의성군,20220601,9,47168,34921,32799,2122,5865,26934.0,0.0,0.0,0.0,0.0,0.0,의성군,의성군,0.17881642733010153,0.8211835726698985,0.0,0.0,0.0,0.0,0.0,2022,37520,의성군,47775,23322,24453,1890,1875,2401,2964,3941,7407,11879,8433,6321,844,2650,23748,21377,0.0502564102564102,0.0620408163265306,0.0824908424908424,0.1550392464678179,0.2486446886446886,0.3264887493458922,0.4474515960230246,0.4970800627943485,0.5118367346938776,2022
8회지방선거_기초의원비례,경상북도,포항시남구,20220601,9,196727,90442,87738,2704,18686,65283.0,0.0,0.0,0.0,0.0,3769.0,포항시남구,포항시,0.2129749937313365,0.7440675647951857,0.0,0.0,0.0,0.0,0.04295744147347785,2022,37011,포항시 남구,227243,118920,108323,17325,20498,24887,26096,35034,39769,38484,18885,7626,894,25801,156658,44784,0.109517124839929,0.114837420734632,0.154169765405315,0.175006490849003,0.1693517512090581,0.1205977741888639,0.1970753774593716,0.6893853716066062,0.4766835502083673,2022
8회지방선거_기초의원비례,경상북도,포항시북구,20220601,9,230960,105680,103652,2028,21387,77462.0,0.0,0.0,0.0,0.0,4803.0,포항시북구,포항시,0.206334658279628,0.7473275961872419,0.0,0.0,0.0,0.0,0.04633774553313009,2022,37012,포항시 북구,269365,133717,135648,22143,23910,28752,30753,40151,47188,45525,21698,10267,1553,32096,183671,53598,0.1067399253800605,0.1141685074155885,0.1490579696694076,0.1751823733595678,0.1690085942865628,0.1244333896385944,0.1989790804298999,0.6818666122176229,0.5035843557997512,2022
8회지방선거_기초의원비례,광주광역시,광산구,20220601,9,326410,108819,104562,4257,74879,0.0,0.0,0.0,0.0,0.0,29683.0,광산구,광산구,0.7161205791779041,0.0,0.0,0.0,0.0,0.0,0.283879420822096,2022,24050,광산구,421755,213534,208221,41007,51274,63422,56123,76874,70609,39041,17744,9442,1412,61257,317133,43365,0.1503764033621415,0.1330701473604343,0.1822716980237341,0.1674171023461488,0.0925679600716055,0.0678071392158954,0.1028203577906604,0.7519365508411281,0.4937013194864317,2022
8회지방선거_기초의원비례,광주광역시,남구,20220601,9,180158,71495,68654,2841,55246,0.0,0.0,0.0,0.0,0.0,13408.0,남구,남구,0.8047018382031637,0.0,0.0,0.0,0.0,0.0,0.19529816179683632,2022,24030,남구,214531,102898,111633,18123,22125,27057,24366,33660,33395,30060,18181,8747,1177,27040,146179,41312,0.1261216327710214,0.1135779910595671,0.1569004013405988,0.1556651486265388,0.1401196097533689,0.1310067076553039,0.192568906125455,0.6813887037304632,0.5203583631270073,2022
8회지방선거_기초의원비례,광주광역시,북구,20220601,9,363222,137849,133816,4033,93657,18510.0,0.0,0.0,0.0,0.0,21649.0,북구,북구,0.6998938841394153,0.13832426615651341,0.0,0.0,0.0,0.0,0.16178184970407125,2022,24040,북구,434712,216165,218547,34555,41362,64844,54659,65443,72147,58524,30949,14325,1885,50180,313258,71274,0.1491654244649331,0.1257361195458142,0.1505433482397541,0.1659650527245624,0.1346270634351018,0.1084833176907929,0.163956826588638,0.7206104271333664,0.5027397449345774,2022
8회지방선거_기초의원비례,광주광역시,서구,20220601,9,246841,97914,93264,4650,66899,0.0,0.0,0.0,0.0,0.0,26365.0,서구,서구,0.7173078572653971,0.0,0.0,0.0,0.0,0.0,0.28269214273460286,2022,24020,서구,286793,141113,145680,21489,27647,40793,34601,45938,50684,37745,20089,9281,1219,32456,208011,46326,0.1422384786239552,0.1206479935005387,0.1601782470283445,0.1767267680870872,0.1316106041639789,0.1066588096641131,0.1615311391840107,0.7253001293615953,0.5079621887563504,2022
8회지방선거_기초의원비례,대구광역시,달서구,20220601,9,464339,192174,188862,3312,40995,147867.0,0.0,0.0,0.0,0.0,0.0,달서구,달서구,0.21706325253359596,0.7829367474664041,0.0,0.0,0.0,0.0,0.0,2022,22070,달서구,545073,269226,275847,39218,51813,76394,63756,82910,100210,80462,36928,16548,1889,58846,397418,88809,0.1401537041827425,0.116967818989383,0.1521080662590148,0.1838469342638509,0.1476169247054981,0.1015735506987137,0.1629304698636696,0.7291096788870481,0.5060734984121393,2022
8회지방선거_기초의원비례,대구광역시,동구,20220601,9,297073,130979,128411,2568,28518,99893.0,0.0,0.0,0.0,0.0,0.0,동구,동구,0.22208377786949715,0.7779162221305028,0.0,0.0,0.0,0.0,0.0,2022,22020,동구,332954,162916,170038,25483,25288,37278,42218,49263,54763,53497,31357,14924,1692,35654,225064,72236,0.1119614120869549,0.126798296461373,0.1479573754933114,0.1644761738858821,0.1606738468377013,0.1440829664157811,0.2169548946701346,0.6759612438955531,0.5106951711047172,2022
8회지방선거_기초의원비례,대구광역시,북구,20220601,9,373423,160393,157100,3293,35825,121275.0,0.0,0.0,0.0,0.0,0.0,북구,북구,0.22803946530872057,0.7719605346912795,0.0,0.0,0.0,0.0,0.0,2022,22050,북구,439303,218472,220831,33407,41659,65899,51937,67518,77575,59425,29806,14411,1619,48770,320060,70473,0.1500080809828296,0.1182259169639178,0.153693464419774,0.1765865473261052,0.1352710999014347,0.1043380081629308,0.1604200290004848,0.7285632012528938,0.5026849349993057,2022
8회지방선거_기초의원비례,대구광역시,수성구,20220601,9,349048,157500,155671,1829,35328,120343.0,0.0,0.0,0.0,0.0,0.0,수성구,수성구,0.22694014941768217,0.7730598505823179,0.0,0.0,0.0,0.0,0.0,2022,22060,수성구,402458,194837,207621,31039,46327,46145,39880,66657,74186,55496,29992,15219,1965,49777,281246,71435,0.1146579270383493,0.0990910852809485,0.1656247359972966,0.1843322781507635,0.1378926496677914,0.1172196850354571,0.1774967822729328,0.6988207465126796,0.515882402635803,2022
8회지방선거_기초의원비례,대전광역시,대덕구,20220601,9,152766,76122,74383,1739,33890,40493.0,0.0,0.0,0.0,0.0,0.0,대덕구,대덕구,0.4556148582337362,0.5443851417662638,0.0,0.0,0.0,0.0,0.0,2022,25050,대덕구,174695,88590,86105,11271,15368,24674,20240,25130,32575,27286,12590,6120,768,16913,127023,30759,0.1412404476373107,0.1158590686625261,0.143850711239589,0.1864678439566101,0.1561922207275537,0.1114971808008243,0.1760725836457826,0.7271129683162082,0.4928876041100203,2022
8회지방선거_기초의원비례,대전광역시,동구,20220601,9,191882,94037,91841,2196,40836,51005.0,0.0,0.0,0.0,0.0,0.0,동구,동구,0.44463801570104855,0.5553619842989514,0.0,0.0,0.0,0.0,0.0,2022,25010,동구,231324,116188,115136,15102,22012,37785,25299,32456,35316,34315,19480,9884,1432,22331,162917,46076,0.1633423250505784,0.1093660839342221,0.1403053725510539,0.1526689837630336,0.1483417198388407,0.1331292905189258,0.19918382874237,0.7042805761615742,0.4977261330428317,2022
8회지방선거_기초의원비례,대전광역시,서구,20220601,9,399035,192502,189129,3373,86519,102610.0,0.0,0.0,0.0,0.0,0.0,서구,서구,0.457460251997314,0.542539748002686,0.0,0.0,0.0,0.0,0.0,2022,25030,서구,474248,232872,241376,38567,48455,75110,63815,74166,76085,60256,27481,12916,1887,56871,349665,67712,0.1583770516691688,0.134560398778698,0.1563865319410941,0.1604329380408562,0.1270558863716873,0.0891601018876199,0.142777618461227,0.7373041109293028,0.5089657731819639,2022
8회지방선거_기초의원비례,대전광역시,중구,20220601,9,199894,100323,97800,2523,42286,55514.0,0.0,0.0,0.0,0.0,0.0,중구,중구,0.4323721881390593,0.5676278118609407,0.0,0.0,0.0,0.0,0.0,2022,25020,중구,224114,109817,114297,14852,20004,27879,24524,33375,37545,34764,20889,10730,1399,22524,152774,48816,0.1243965124891796,0.10942645260894,0.1489197462005943,0.1675263481977922,0.1551174848514595,0.1473268068929205,0.2178177177686356,0.6816798593572914,0.5099949133030511,2022
8회지방선거_기초의원비례,부산광역시,강서구,20220601,9,112859,51484,50313,1171,19894,30419.0,0.0,0.0,0.0,0.0,0.0,강서구,강서구,0.39540476616381454,0.6045952338361855,0.0,0.0,0.0,0.0,0.0,2022,21120,강서구,143734,75952,67782,20887,13271,12977,27424,27734,16815,16604,7130,2704,330,27435,98787,17512,0.0902848317030069,0.1907968886971767,0.1929536504932723,0.1169869341978933,0.115518944717325,0.0707139577274688,0.1218361695910501,0.6872904114544923,0.4715794453643536,2022
8회지방선거_기초의원비례,부산광역시,금정구,20220601,9,200445,102855,100458,2397,34100,66358.0,0.0,0.0,0.0,0.0,0.0,금정구,금정구,0.33944534034123713,0.6605546596587629,0.0,0.0,0.0,0.0,0.0,2022,21110,금정구,227484,110587,116897,12246,17809,36515,23215,29108,36750,39135,22567,10251,1402,18344,157008,52132,0.1605167835979673,0.1020511332665154,0.1279562518682632,0.1615498232842749,0.1720340771219074,0.1504281619806228,0.2291677656450563,0.6901935960331276,0.5138691072778745,2022
8회지방선거_기초의원비례,부산광역시,기장군,20220601,9,143871,64252,62470,1782,22873,39597.0,0.0,0.0,0.0,0.0,0.0,기장군,기장군,0.3661437489995198,0.6338562510004803,0.0,0.0,0.0,0.0,0.0,2022,21510,기장군,174501,86365,88136,19343,17801,15808,23631,32859,25135,22327,13087,5918,844,27173,117121,30207,0.0905897387407522,0.1354204273901009,0.1883026458301098,0.1440392891731279,0.1279476908441785,0.1137471991564518,0.173105025186102,0.6711766694746735,0.5050744694872809,2022
8회지방선거_기초의원비례,부산광역시,남구,20220601,9,227019,118479,115792,2687,42457,73335.0,0.0,0.0,0.0,0.0,0.0,남구,남구,0.36666609092165264,0.6333339090783474,0.0,0.0,0.0,0.0,0.0,2022,21070,남구,258062,126131,131931,17033,22023,37732,26982,38319,40685,40709,25169,10491,1114,25540,176688,55834,0.1462129255760243,0.1045562694236268,0.1484875727538343,0.1576559121451434,0.1577489130519022,0.1425006393812339,0.2163588594988801,0.6846726755585867,0.5112376095666933,2022
8회지방선거_기초의원비례,부산광역시,동구,20220601,9,80869,40823,39700,1123,13611,26089.0,0.0,0.0,0.0,0.0,0.0,동구,동구,0.3428463476070529,0.6571536523929471,0.0,0.0,0.0,0.0,0.0,2022,21030,동구,85918,41697,44221,4319,4563,9773,10777,11212,13584,15575,10694,5274,609,5991,55886,24041,0.1137479922717009,0.125433552922554,0.1304965199376149,0.158104238925487,0.1812774971484438,0.1929397797900323,0.2798133103656975,0.6504574128820503,0.5146884238459927,2022
8회지방선거_기초의원비례,부산광역시,부산진구,20220601,9,313025,149089,145998,3091,52828,93170.0,0.0,0.0,0.0,0.0,0.0,부산진구,부산진구,0.3618405731585364,0.6381594268414635,0.0,0.0,0.0,0.0,0.0,2022,21050,부산진구,350426,167405,183021,21418,24727,52174,47097,47988,54368,56780,32155,14524,1561,30409,245847,74170,0.1488873542488285,0.1343992740264706,0.1369418935809557,0.1551483052056639,0.1620313561208357,0.1376610183034363,0.2116566693110671,0.701566093840069,0.5222814517187652,2022
