election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_통일한국당,party_우리공화당,party_한국복지당,party_충청의미래당,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_국민의힘,ratio_통일한국당,ratio_우리공화당,ratio_한국복지당,ratio_충청의미래당,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
8회지방선거_기초의원비례,강원도,정선군,20220601,9,32001,22083,20991,1092,9349,11642.0,0.0,0.0,0.0,0.0,0.0,정선군,정선군,0.445381353913582,0.554618646086418,0.0,0.0,0.0,0.0,0.0,2022,32550,정선군,33354,17386,15968,1690,2164,2036,2564,4324,6268,7627,4261,2357,288,2635,20396,10323,0.0610421538646039,0.0768723391497271,0.1296396234334712,0.1879234874377885,0.2286682257000659,0.2070516279906458,0.3094981111710739,0.6115008694609342,0.4787431792288781,2022
8회지방선거_기초의원비례,강원도,철원군,20220601,9,37099,22453,21162,1291,8498,12664.0,0.0,0.0,0.0,0.0,0.0,철원군,철원군,0.4015688498251583,0.5984311501748417,0.0,0.0,0.0,0.0,0.0,2022,32560,철원군,41145,21372,19773,3285,3161,4559,4690,5139,6485,7110,4263,2434,323,4588,26348,10209,0.1108032567748207,0.1139871187264552,0.124899744804958,0.1576133187507595,0.1728034998177178,0.1706161137440758,0.2481224936201239,0.6403694252035484,0.4805687203791469,2022
8회지방선거_기초의원비례,강원도,춘천시,20220601,9,244406,137707,133208,4499,58041,71608.0,0.0,0.0,0.0,0.0,3559.0,춘천시,춘천시,0.43571707404960663,0.5375653113927091,0.0,0.0,0.0,0.0,0.026717614557684222,2022,32010,춘천시,293124,144265,148859,22681,28368,43522,35008,41053,46234,42287,21174,13380,2030,32978,204990,55156,0.1484764127127086,0.1194306846249368,0.1400533562587846,0.1577284698625837,0.1442631787229977,0.1248072488093776,0.188166100353434,0.6993286117820444,0.5078362740683123,2022
8회지방선거_기초의원비례,강원도,태백시,20220601,9,35236,22536,21703,833,8738,12965.0,0.0,0.0,0.0,0.0,0.0,태백시,태백시,0.40261714970280604,0.597382850297194,0.0,0.0,0.0,0.0,0.0,2022,32050,태백시,39113,19680,19433,2388,3289,2867,3058,5866,6969,7759,4819,2251,205,3774,24426,10913,0.0733004371947945,0.0781837240815074,0.1499757114003017,0.1781760539973921,0.1983739421675657,0.1859995397949531,0.279012093165955,0.6244982486641271,0.4968424820392197,2022
8회지방선거_기초의원비례,강원도,평창군,20220601,9,37372,25363,24579,784,9791,14788.0,0.0,0.0,0.0,0.0,0.0,평창군,평창군,0.39834818340860084,0.6016518165913992,0.0,0.0,0.0,0.0,0.0,2022,32540,평창군,38699,19891,18808,1805,2347,2628,2806,4631,7306,9288,4981,2781,360,2777,23663,12259,0.0679087314917698,0.0725083335486705,0.1196671748623995,0.1887904080208791,0.2400062017106385,0.2098762241918395,0.31677821132329,0.6114628284968604,0.4860073903718442,2022
8회지방선거_기초의원비례,강원도,홍천군,20220601,9,60743,36932,35950,982,13928,22022.0,0.0,0.0,0.0,0.0,0.0,홍천군,홍천군,0.3874269819193324,0.6125730180806676,0.0,0.0,0.0,0.0,0.0,2022,32510,홍천군,65215,33446,31769,3762,4442,5543,5705,7459,11245,14752,7346,4725,671,5529,40287,19399,0.0849957831787165,0.0874798742620562,0.1143755271026604,0.1724296557540443,0.2262056275396764,0.1953844974315725,0.2974622402821437,0.6177566510772061,0.4871425285593805,2022
8회지방선거_기초의원비례,강원도,화천군,20220601,9,21055,13832,13289,543,5428,7861.0,0.0,0.0,0.0,0.0,0.0,화천군,화천군,0.408458123259839,0.591541876740161,0.0,0.0,0.0,0.0,0.0,2022,32570,화천군,22545,12130,10415,1760,1503,2935,2674,2479,3465,4073,2128,1499,195,2396,14502,5647,0.1301840762918607,0.1186072299844755,0.1099578620536704,0.1536926147704591,0.1806609004213794,0.1695276114437791,0.2504768241295187,0.6432468396540253,0.4619649589709469,2022
8회지방선거_기초의원비례,강원도,횡성군,20220601,9,41777,27739,26624,1115,10402,16222.0,0.0,0.0,0.0,0.0,0.0,횡성군,횡성군,0.3907001201923077,0.6092998798076923,0.0,0.0,0.0,0.0,0.0,2022,32520,횡성군,44864,22926,21938,2198,3253,3510,3459,4617,7807,10748,5617,3396,515,3302,27225,14337,0.0782364479315263,0.0770996790299572,0.1029110199714693,0.1740148002853067,0.2395684736091298,0.2123751783166904,0.3195657988587732,0.6068339871611983,0.4889889443651926,2022
8회지방선거_기초의원비례,경기도,가평군,20220601,9,55791,33164,31841,1323,11375,20466.0,0.0,0.0,0.0,0.0,0.0,가평군,가평군,0.3572438051568732,0.6427561948431267,0.0,0.0,0.0,0.0,0.0,2022,31570,가평군,59755,30570,29185,3300,4626,5542,5313,7236,10550,12676,6681,3730,506,4923,38100,16732,0.0927453769559032,0.0889130616684796,0.1210944690820851,0.1765542632415697,0.2121328759099656,0.1826960087022006,0.280010041000753,0.6376035478202661,0.4884110116308259,2022
8회지방선거_기초의원비례,경기도,고양시덕양구,20220601,9,461775,241007,236456,4551,106322,111507.0,0.0,0.0,0.0,0.0,18627.0,고양시덕양구,고양시,0.44964813749703963,0.4715761071827317,0.0,0.0,0.0,0.0,0.07877575532022871,2022,31101,고양시 덕양구,473370,232645,240725,39853,38763,56982,69048,76091,82714,63936,30802,17141,2335,55882,340752,76736,0.1203751822041954,0.1458647569554471,0.1607431818661934,0.1747343515643154,0.1350655935103618,0.1062128990007816,0.1621057523712951,0.7198428290766208,0.5085345501404821,2022
8회지방선거_기초의원비례,경기도,고양시일산동구,20220601,9,229024,117242,115379,1863,49567,60430.0,0.0,0.0,0.0,0.0,5382.0,고양시일산동구,고양시,0.42960157394326526,0.5237521559382556,0.0,0.0,0.0,0.0,0.0466462701184791,2022,31103,고양시 일산동구,290321,140807,149514,21113,26672,37824,37603,47121,56018,38098,16044,10613,1817,31642,215318,43361,0.1302833759872692,0.1295221496205923,0.1623065503356629,0.1929519394050034,0.1312271589034207,0.098077645089401,0.149355368712563,0.7416549267879348,0.5149954705308951,2022
8회지방선거_기초의원비례,경기도,고양시일산서구,20220601,9,233891,125015,123084,1931,55324,62219.0,0.0,0.0,0.0,0.0,5541.0,고양시일산서구,고양시,0.4494816548048487,0.5055003087322479,0.0,0.0,0.0,0.0,0.04501803646290338,2022,31104,고양시 일산서구,280551,135901,144650,21650,29113,34538,33381,45803,55238,36243,15721,10215,1483,33392,205596,41563,0.1231077415514469,0.1189837141910027,0.1632608687903447,0.1968911178359728,0.1291850679555588,0.0977326760553339,0.1481477521021133,0.7328293251494381,0.5155925304133652,2022
8회지방선거_기초의원비례,경기도,과천시,20220601,9,65220,42658,41940,718,17252,24688.0,0.0,0.0,0.0,0.0,0.0,과천시,과천시,0.41134954697186454,0.5886504530281355,0.0,0.0,0.0,0.0,0.0,2022,31110,과천시,73406,36168,37238,7681,6839,8597,10898,11212,12643,9672,4142,2141,365,10568,52191,10647,0.1171157671035065,0.1484619785848568,0.1527395580742718,0.172233877339727,0.1317603465656758,0.0905648039669781,0.145042639566248,0.7109909271721657,0.5072882325695447,2022
8회지방선거_기초의원비례,경기도,광명시,20220601,9,247233,139566,136412,3154,70550,65862.0,0.0,0.0,0.0,0.0,0.0,광명시,광명시,0.5171832390112306,0.4828167609887693,0.0,0.0,0.0,0.0,0.0,2022,31060,광명시,284031,139684,144347,23082,27819,32959,38239,48121,48851,40156,18230,8247,1113,34184,205013,44834,0.1160401505469473,0.1346296707049582,0.1694216476370537,0.1719917896285968,0.1413789339895997,0.0971372843105154,0.157848967190201,0.7217979727564949,0.5082086110318944,2022
8회지방선거_기초의원비례,경기도,구리시,20220601,9,164045,88172,85996,2176,41213,44783.0,0.0,0.0,0.0,0.0,0.0,구리시,구리시,0.4792432206149123,0.5207567793850877,0.0,0.0,0.0,0.0,0.0,2022,31120,구리시,184114,90974,93140,14401,16038,23160,23997,29944,33701,26278,11896,5674,706,20839,134398,28877,0.1257916290993623,0.1303377255396113,0.1626383653605918,0.1830442008755445,0.1427267888373507,0.0992645860716729,0.1568430428973353,0.7299716480006953,0.5058822251431179,2022
8회지방선거_기초의원비례,경기도,군포시,20220601,9,231192,128222,125165,3057,63192,61973.0,0.0,0.0,0.0,0.0,0.0,군포시,군포시,0.5048695721647425,0.49513042783525746,0.0,0.0,0.0,0.0,0.0,2022,31160,군포시,267750,132765,134985,19749,23806,34240,38030,41780,47901,38619,15830,8656,1408,29210,197360,41180,0.1278804855275443,0.1420354808590102,0.1560410830999066,0.1789019607843137,0.144235294117647,0.0967096171802054,0.1538001867413632,0.7371055088702148,0.5041456582633054,2022
8회지방선거_기초의원비례,경기도,김포시,20220601,9,392604,195779,191534,4245,90973,100561.0,0.0,0.0,0.0,0.0,0.0,김포시,김포시,0.4749705013209143,0.5250294986790857,0.0,0.0,0.0,0.0,0.0,2022,31230,김포시,491249,251461,239788,56161,49043,51365,78562,94252,70940,55646,27730,12288,1676,78148,347415,65686,0.1045600092824616,0.1599229718533778,0.1918619681668563,0.1444074186410557,0.1132745308387396,0.0848734552131403,0.1337122314752803,0.7072075464784661,0.4881190597843456,2022
8회지방선거_기초의원비례,경기도,남양주시,20220601,9,610260,299214,291405,7809,143773,146236.0,0.0,1396.0,0.0,0.0,0.0,남양주시,남양주시,0.49337863111477154,0.5018307853331274,0.0,0.004790583552101027,0.0,0.0,0.0,2022,31130,남양주시,719886,357413,362473,67543,75295,80080,88703,128812,121640,92056,47893,22808,3343,99268,506832,113786,0.1112398351961282,0.1232181206468802,0.1789338867542916,0.1689711982174955,0.1278758025576271,0.102855174291485,0.1580611374578752,0.7040448070944566,0.5035144453427348,2022
8회지방선거_기초의원비례,경기도,동두천시,20220601,9,81074,39738,38487,1251,17318,21169.0,0.0,0.0,0.0,0.0,0.0,동두천시,동두천시,0.44997011978070517,0.5500298802192948,0.0,0.0,0.0,0.0,0.0,2022,31080,동두천시,94142,47054,47088,6313,8441,10904,10518,13563,16247,14401,8527,5276,722,9557,63817,20768,0.1158250302734167,0.1117248411973401,0.1440695969917783,0.1725797199974506,0.1529710437424316,0.1542882029274925,0.2206029189947101,0.6778802234921714,0.5001805782753712,2022
8회지방선거_기초의원비례,경기도,부천시,20220601,9,702974,347411,340458,6953,168109,156068.0,0.0,0.0,0.0,0.0,16281.0,부천시,부천시,0.49377309389117013,0.45840602952493403,0.0,0.0,0.0,0.0,0.04782087658389581,6066.0,93156.0,부천시,810142.0,400250.0,409892.0,57519.0,65128.0,104664.0,115219.0,124281.0,145590.0,126840.0,50845.0,22983.0,3554.0,82943.0,598167.0,129032.0,0.1291921663115849,0.14222074648641844,0.15340643985869143,0.17970923615859935,0.1565651453695772,0.09551658844992607,0.15927084387675247,0.7383483389331746,0.5059508086236734,2022
8회지방선거_기초의원비례,경기도,성남시분당구,20220601,9,404133,250551,246798,3753,93353,143236.0,0.0,0.0,0.0,0.0,10209.0,성남시분당구,성남시,0.3782567119668717,0.5803774746959052,0.0,0.0,0.0,0.0,0.04136581333722315,2022,31023,성남시 분당구,459088,222850,236238,40454,48574,54208,65386,80560,77687,54582,26339,13907,2342,60502,332914,65672,0.1180775798975359,0.1424258529955041,0.1754783396647266,0.1692202802077161,0.1188922385250758,0.0927665284215662,0.1430488272400934,0.7251638030181577,0.514581082493988,2022
8회지방선거_기초의원비례,경기도,성남시수정구,20220601,9,208907,106894,104582,2312,50172,50425.0,0.0,0.0,0.0,0.0,3985.0,성남시수정구,성남시,0.47973838710294314,0.48215754145072764,0.0,0.0,0.0,0.0,0.0381040714463292,2022,31021,성남시 수정구,242193,122391,119802,15751,17069,35261,35172,35845,41776,36897,17846,7268,877,21983,178290,41920,0.1455905001383194,0.1452230246126023,0.1480018002171821,0.1724905344085089,0.152345443509928,0.1073152403248648,0.1730851015512421,0.7361484435966358,0.4946550891231373,2022
8회지방선거_기초의원비례,경기도,성남시중원구,20220601,9,185468,94462,92305,2157,46309,42447.0,0.0,0.0,0.0,0.0,3549.0,성남시중원구,성남시,0.5016954661177617,0.45985591246411356,0.0,0.0,0.0,0.0,0.0384486214181247,2022,31022,성남시 중원구,203409,102340,101069,12819,14547,27437,30140,29986,35261,32044,15418,6364,783,18358,149053,35998,0.1348858703400537,0.1481743678991588,0.1474172725887251,0.1733502450727352,0.1575348190099749,0.1109341277917889,0.1769734869155249,0.7327748526368056,0.4968757527936325,2022
8회지방선거_기초의원비례,경기도,수원시권선구,20220601,9,352407,173770,169935,3835,79769,81260.0,0.0,0.0,0.0,0.0,8906.0,수원시권선구,수원시,0.4694088916350369,0.47818283461323446,0.0,0.0,0.0,0.0,0.0524082737517286,2022,31012,수원시 권선구,371343,187584,183759,32301,31760,50132,58765,61838,64315,47343,19113,8269,1115,45251,279052,47040,0.1350018715850305,0.1582499198853889,0.1665252879413372,0.173195670848784,0.1274912951099118,0.076740372108805,0.1266753378951535,0.751466972583299,0.4948497750058571,2022
8회지방선거_기초의원비례,경기도,수원시영통구,20220601,9,296856,160482,158204,2278,71563,77331.0,0.0,0.0,0.0,0.0,9310.0,수원시영통구,수원시,0.4523463376400091,0.48880559277894364,0.0,0.0,0.0,0.0,0.058848069581047255,2022,31014,수원시 영통구,363819,182734,181085,35579,41002,58900,60471,65535,55927,31802,12189,5795,811,51812,281436,30571,0.1618936888947526,0.1662117701384479,0.1801307793160885,0.1537220431038511,0.0874115975251429,0.0516603036125106,0.0840280469134377,0.773560479249297,0.4977337632174241,2022
8회지방선거_기초의원비례,경기도,수원시장안구,20220601,9,199204,106066,103673,2393,47978,50388.0,0.0,0.0,0.0,0.0,5307.0,수원시장안구,수원시,0.462782016532752,0.4860281847732775,0.0,0.0,0.0,0.0,0.051189798693970466,2022,31011,수원시 장안구,276081,139587,136494,18683,27473,43962,33981,42927,49752,35370,16495,8496,1294,28822,206828,40431,0.1592358764275701,0.1230834429026264,0.1554869766481576,0.1802079824399361,0.1281145750703597,0.0952075658955161,0.1464461516728786,0.749156950315306,0.4943983830832256,2022
8회지방선거_기초의원비례,경기도,수원시팔달구,20220601,9,164086,79242,77169,2073,33856,39459.0,0.0,0.0,0.0,0.0,3854.0,수원시팔달구,수원시,0.43872539491246487,0.5113322707304747,0.0,0.0,0.0,0.0,0.049942334357060476,2022,31013,수원시 팔달구,205106,103974,101132,13436,13580,30585,33343,30836,36177,28494,13236,5952,726,18584,154777,31745,0.149118017025343,0.1625647226312248,0.1503417744970893,0.1763819683480736,0.1389232884459742,0.0970912601289089,0.1547736292453658,0.754619562567648,0.493071875030472,2022
8회지방선거_기초의원비례,경기도,시흥시,20220601,9,431352,195091,190512,4579,102103,88409.0,0.0,0.0,0.0,0.0,0.0,시흥시,시흥시,0.5359399932812631,0.4640600067187369,0.0,0.0,0.0,0.0,0.0,2022,31150,시흥시,557663,294555,263108,53768,51268,71380,90807,101731,98259,61420,22240,10904,1616,74747,425094,57822,0.1279984506772011,0.1628349020824404,0.1824237935814282,0.176197811222907,0.1101382017454986,0.062331551492568,0.1036862764788053,0.7622775762422825,0.471804656217106,2022
8회지방선거_기초의원비례,경기도,안산시단원구,20220601,9,266229,121588,118918,2670,60715,58203.0,0.0,0.0,0.0,0.0,0.0,안산시단원구,안산시,0.5105618997964985,0.4894381002035016,0.0,0.0,0.0,0.0,0.0,2022,31092,안산시 단원구,352941,185123,167818,24977,29036,50368,55071,57901,69012,45184,15341,7538,1171,36063,276117,40761,0.1427094046880356,0.156034578017289,0.164052915359791,0.1955340977670489,0.128021397344032,0.068141700737517,0.1154895577447788,0.7823318911659456,0.4754845710756188,2022
8회지방선거_기초의원비례,경기도,안산시상록구,20220601,9,305390,138911,135597,3314,70984,64613.0,0.0,0.0,0.0,0.0,0.0,안산시상록구,안산시,0.5234924076491367,0.4765075923508632,0.0,0.0,0.0,0.0,0.0,2022,31091,안산시 상록구,362147,184512,177635,24916,32449,58127,47897,55745,70751,46496,17801,9469,1395,36942,279302,45903,0.160506645091634,0.1322584475364976,0.1539292055436052,0.1953654179104065,0.1283898527393572,0.0791529406566946,0.1267523961264348,0.7712393033768056,0.4905052368237207,2022
8회지방선거_기초의원비례,경기도,안성시,20220601,9,163518,81737,79071,2666,36993,42078.0,0.0,0.0,0.0,0.0,0.0,안성시,안성시,0.4678453541753614,0.5321546458246386,0.0,0.0,0.0,0.0,0.0,2022,31220,안성시,208619,109080,99539,14878,19558,29558,27616,32581,33432,28631,14503,8356,1281,22113,150182,36324,0.1416841227309113,0.1323752870064567,0.1561746533153739,0.1602538599072951,0.1372406156677963,0.1157133338765884,0.1741164515216735,0.7198864916426596,0.477132955291704,2022
8회지방선거_기초의원비례,경기도,안양시동안구,20220601,9,265101,155813,152708,3105,74830,77878.0,0.0,0.0,0.0,0.0,0.0,안양시동안구,안양시,0.4900201692118291,0.5099798307881709,0.0,0.0,0.0,0.0,0.0,2022,31042,안양시 동안구,304493,149215,155278,25558,30639,37694,44792,50090,52974,40703,16194,7672,1167,38048,225050,41395,0.1237926651844213,0.1471035458943227,0.1645029606591941,0.1739744427622309,0.133674665755863,0.0822120705566302,0.1359472959969523,0.7390974505161039,0.5099558938957546,2022
8회지방선거_기초의원비례,경기도,안양시만안구,20220601,9,208936,111004,108319,2685,53476,54843.0,0.0,0.0,0.0,0.0,0.0,안양시만안구,안양시,0.49368993436054615,0.5063100656394538,0.0,0.0,0.0,0.0,0.0,2022,31041,안양시 만안구,236296,117602,118694,15767,16965,31628,33427,33340,42097,38051,17395,8036,1167,22038,171798,42460,0.1338490706571418,0.1414624030876528,0.1410942208078003,0.1781536716660459,0.1610310796627958,0.1125622101093543,0.1796898804888783,0.7270457392423063,0.5023106612045909,2022
8회지방선거_기초의원비례,경기도,양주시,20220601,9,197751,95151,92170,2981,43872,48298.0,0.0,0.0,0.0,0.0,0.0,양주시,양주시,0.4759900184441792,0.5240099815558208,0.0,0.0,0.0,0.0,0.0,2022,31260,양주시,242995,124291,118704,21544,23952,28130,30734,40173,40217,32457,17261,9566,1593,31326,169060,42609,0.1157636988415399,0.1264799687236363,0.1653243893907282,0.1655054630753719,0.1335706496018436,0.1169571390357826,0.1753492870223667,0.695734480133336,0.4885038786806313,2022
8회지방선거_기초의원비례,경기도,양평군,20220601,9,107165,63419,61429,1990,24698,36731.0,0.0,0.0,0.0,0.0,0.0,양평군,양평군,0.4020576600628368,0.5979423399371633,0.0,0.0,0.0,0.0,0.0,2022,31580,양평군,116950,58451,58499,7348,9514,9596,10221,15275,20082,24263,13456,7065,1064,11101,73193,32656,0.0820521590423257,0.0873963232150491,0.1306113723813595,0.1717144078666096,0.20746472851646,0.1845660538691748,0.2792304403591278,0.6258486532706284,0.5002052159042326,2022
8회지방선거_기초의원비례,경기도,여주시,20220601,9,98333,50658,49111,1547,18061,31050.0,0.0,0.0,0.0,0.0,0.0,여주시,여주시,0.3677587505854086,0.6322412494145915,0.0,0.0,0.0,0.0,0.0,2022,31280,여주시,113831,58240,55591,7380,9354,12674,12366,15763,19545,20038,10546,6071,966,10983,76327,26521,0.1113404959984538,0.1086347304337131,0.1384772162240514,0.1717019089703156,0.1760328908645272,0.154465830924792,0.2329857420210663,0.670529117727157,0.4883643295763017,2022
8회지방선거_기초의원비례,경기도,연천군,20220601,9,37898,22792,21862,930,8564,13298.0,0.0,0.0,0.0,0.0,0.0,연천군,연천군,0.39172994236574876,0.6082700576342512,0.0,0.0,0.0,0.0,0.0,2022,31550,연천군,41288,21840,19448,2573,2710,4772,4290,4577,6589,7940,4719,2987,385,3704,25787,11797,0.1155783762836659,0.103904282115869,0.1108554543693082,0.159586320480527,0.1923076923076923,0.1959649292772718,0.2857246657624491,0.6245640379771362,0.4710327455919395,2022
8회지방선거_기초의원비례,경기도,오산시,20220601,9,190375,83165,81131,2034,40970,40161.0,0.0,0.0,0.0,0.0,0.0,오산시,오산시,0.5049857637647754,0.4950142362352245,0.0,0.0,0.0,0.0,0.0,2022,31140,오산시,242596,126049,116547,23845,25241,30437,39849,46917,37552,25031,10917,5072,677,34411,181548,26637,0.1254637339445003,0.1642607462612738,0.1933956042144141,0.154792329634454,0.1031797721314448,0.0686985770581543,0.1097998318191561,0.7483552902768389,0.4804160002638131,2022
8회지방선거_기초의원비례,경기도,용인시기흥구,20220601,9,434819,241179,237035,4144,107722,120435.0,0.0,0.0,0.0,0.0,8878.0,용인시기흥구,용인시,0.4544560929820491,0.5080895226443353,0.0,0.0,0.0,0.0,0.03745438437361571,2022,31192,용인시 기흥구,431163,212735,218428,40915,47526,55290,53906,78382,71002,45675,27541,13976,2111,60507,307204,63452,0.128234565581926,0.1250246426525467,0.1817920368862819,0.1646755403408919,0.1059344145949443,0.1011867901466498,0.1471647613547544,0.7125008407493222,0.5066019115740451,2022
8회지방선거_기초의원비례,경기도,용인시수지구,20220601,9,231983,135860,134338,1522,55581,74037.0,0.0,0.0,0.0,0.0,4720.0,용인시수지구,용인시,0.41373996933109025,0.5511247748217184,0.0,0.0,0.0,0.0,0.03513525584719141,2022,31193,용인시 수지구,364474,177700,186774,37041,42387,43361,47955,67771,58073,36167,23583,11144,1421,54798,257450,52226,0.118968705586681,0.1315731712001404,0.1859419327578922,0.1593337247650038,0.09923067214671,0.0991785422279778,0.1432914281951524,0.7063603988213151,0.5124480758572628,2022
