election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_기본소득당,party_통일한국당,party_녹색당,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_국민의힘,ratio_기본소득당,ratio_통일한국당,ratio_녹색당,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
8회지방선거_시도지사,강원도,홍천군,20220601,3,60743,36940,36202,738,15698,20504,0.0,0.0,0.0,0.0,홍천군,강원도,0.4336224517982432,0.5663775482017568,0.0,0.0,0.0,0.0,2022,32510,홍천군,65215,33446,31769,3762,4442,5543,5705,7459,11245,14752,7346,4725,671,5529,40287,19399,0.0849957831787165,0.0874798742620562,0.1143755271026604,0.1724296557540443,0.2262056275396764,0.1953844974315725,0.2974622402821437,0.6177566510772061,0.4871425285593805,2022
8회지방선거_시도지사,강원도,화천군,20220601,3,21055,13837,13407,430,5926,7481,0.0,0.0,0.0,0.0,화천군,강원도,0.4420079063175953,0.5579920936824048,0.0,0.0,0.0,0.0,2022,32570,화천군,22545,12130,10415,1760,1503,2935,2674,2479,3465,4073,2128,1499,195,2396,14502,5647,0.1301840762918607,0.1186072299844755,0.1099578620536704,0.1536926147704591,0.1806609004213794,0.1695276114437791,0.2504768241295187,0.6432468396540253,0.4619649589709469,2022
8회지방선거_시도지사,강원도,횡성군,20220601,3,41777,27750,27162,588,11750,15412,0.0,0.0,0.0,0.0,횡성군,강원도,0.43258964730137694,0.567410352698623,0.0,0.0,0.0,0.0,2022,32520,횡성군,44864,22926,21938,2198,3253,3510,3459,4617,7807,10748,5617,3396,515,3302,27225,14337,0.0782364479315263,0.0770996790299572,0.1029110199714693,0.1740148002853067,0.2395684736091298,0.2123751783166904,0.3195657988587732,0.6068339871611983,0.4889889443651926,2022
8회지방선거_시도지사,경기도,가평군,20220601,3,55791,33165,32245,920,11222,19910,258.0,0.0,0.0,855.0,가평군,경기도,0.34802294929446426,0.6174600713288882,0.008001240502403473,0.0,0.0,0.02651573887424407,2022,31570,가평군,59755,30570,29185,3300,4626,5542,5313,7236,10550,12676,6681,3730,506,4923,38100,16732,0.0927453769559032,0.0889130616684796,0.1210944690820851,0.1765542632415697,0.2121328759099656,0.1826960087022006,0.280010041000753,0.6376035478202661,0.4884110116308259,2022
8회지방선거_시도지사,경기도,고양시덕양구,20220601,3,461775,241090,238957,2133,121343,111350,347.0,0.0,0.0,5917.0,고양시덕양구,경기도,0.5078026590558133,0.4659834196110597,0.0014521441096096788,0.0,0.0,0.024761777223517203,2022,31101,고양시 덕양구,473370,232645,240725,39853,38763,56982,69048,76091,82714,63936,30802,17141,2335,55882,340752,76736,0.1203751822041954,0.1458647569554471,0.1607431818661934,0.1747343515643154,0.1350655935103618,0.1062128990007816,0.1621057523712951,0.7198428290766208,0.5085345501404821,2022
8회지방선거_시도지사,경기도,고양시일산동구,20220601,3,229024,117269,116394,875,55015,58884,148.0,0.0,0.0,2347.0,고양시일산동구,경기도,0.4726618210560682,0.5059023661013454,0.001271543206694503,0.0,0.0,0.020164269635891883,2022,31103,고양시 일산동구,290321,140807,149514,21113,26672,37824,37603,47121,56018,38098,16044,10613,1817,31642,215318,43361,0.1302833759872692,0.1295221496205923,0.1623065503356629,0.1929519394050034,0.1312271589034207,0.098077645089401,0.149355368712563,0.7416549267879348,0.5149954705308951,2022
8회지방선거_시도지사,경기도,고양시일산서구,20220601,3,233891,125052,124040,1012,61038,60788,139.0,0.0,0.0,2075.0,고양시일산서구,경기도,0.49208319896807484,0.4900677200902935,0.0011206062560464366,0.0,0.0,0.016728474685585294,2022,31104,고양시 일산서구,280551,135901,144650,21650,29113,34538,33381,45803,55238,36243,15721,10215,1483,33392,205596,41563,0.1231077415514469,0.1189837141910027,0.1632608687903447,0.1968911178359728,0.1291850679555588,0.0977326760553339,0.1481477521021133,0.7328293251494381,0.5155925304133652,2022
8회지방선거_시도지사,경기도,과천시,20220601,3,65220,42668,42333,335,18126,23042,47.0,0.0,0.0,1118.0,과천시,경기도,0.4281765998157466,0.5443034984527437,0.0011102449625587604,0.0,0.0,0.026409656768950938,2022,31110,과천시,73406,36168,37238,7681,6839,8597,10898,11212,12643,9672,4142,2141,365,10568,52191,10647,0.1171157671035065,0.1484619785848568,0.1527395580742718,0.172233877339727,0.1317603465656758,0.0905648039669781,0.145042639566248,0.7109909271721657,0.5072882325695447,2022
8회지방선거_시도지사,경기도,광명시,20220601,3,247233,139612,138213,1399,72415,63270,249.0,0.0,0.0,2279.0,광명시,경기도,0.523937690376448,0.45777170020186236,0.0018015671463610513,0.0,0.0,0.016489042275328658,2022,31060,광명시,284031,139684,144347,23082,27819,32959,38239,48121,48851,40156,18230,8247,1113,34184,205013,44834,0.1160401505469473,0.1346296707049582,0.1694216476370537,0.1719917896285968,0.1413789339895997,0.0971372843105154,0.157848967190201,0.7217979727564949,0.5082086110318944,2022
8회지방선거_시도지사,경기도,광주시,20220601,3,329651,152145,150797,1348,72344,75812,168.0,0.0,0.0,2473.0,광주시,경기도,0.47974429199519886,0.5027420969913194,0.0011140805188432131,0.0,0.0,0.01639953049463849,2022,31250,광주시,392926,202013,190913,35808,33513,44813,57867,68734,66002,54298,24302,10079,1363,49540,284712,58674,0.1140494647847177,0.147272005415778,0.1749286125122796,0.1679756493589123,0.1381888701689376,0.0909687829260471,0.1493258272550047,0.7245944528995282,0.4858752029644259,2022
8회지방선거_시도지사,경기도,구리시,20220601,3,164045,88191,87252,939,42564,43098,118.0,0.0,0.0,1472.0,구리시,경기도,0.48782835923531837,0.4939485627836611,0.001352404529409068,0.0,0.0,0.016870673451611425,2022,31120,구리시,184114,90974,93140,14401,16038,23160,23997,29944,33701,26278,11896,5674,706,20839,134398,28877,0.1257916290993623,0.1303377255396113,0.1626383653605918,0.1830442008755445,0.1427267888373507,0.0992645860716729,0.1568430428973353,0.7299716480006953,0.5058822251431179,2022
8회지방선거_시도지사,경기도,군포시,20220601,3,231192,128263,127098,1165,65647,58979,187.0,0.0,0.0,2285.0,군포시,경기도,0.5165069473949236,0.4640434939967584,0.0014713056066971942,0.0,0.0,0.017978253001620797,2022,31160,군포시,267750,132765,134985,19749,23806,34240,38030,41780,47901,38619,15830,8656,1408,29210,197360,41180,0.1278804855275443,0.1420354808590102,0.1560410830999066,0.1789019607843137,0.144235294117647,0.0967096171802054,0.1538001867413632,0.7371055088702148,0.5041456582633054,2022
8회지방선거_시도지사,경기도,김포시,20220601,3,392604,195865,194236,1629,92596,98054,265.0,0.0,0.0,3321.0,김포시,경기도,0.4767190428138965,0.5048188801252085,0.0013643196935686484,0.0,0.0,0.017097757367326345,2022,31230,김포시,491249,251461,239788,56161,49043,51365,78562,94252,70940,55646,27730,12288,1676,78148,347415,65686,0.1045600092824616,0.1599229718533778,0.1918619681668563,0.1444074186410557,0.1132745308387396,0.0848734552131403,0.1337122314752803,0.7072075464784661,0.4881190597843456,2022
8회지방선거_시도지사,경기도,남양주시,20220601,3,610260,299336,296216,3120,147630,143096,418.0,0.0,0.0,5072.0,남양주시,경기도,0.4983863126907392,0.483079914656872,0.0014111324168849758,0.0,0.0,0.017122640235503823,2022,31130,남양주시,719886,357413,362473,67543,75295,80080,88703,128812,121640,92056,47893,22808,3343,99268,506832,113786,0.1112398351961282,0.1232181206468802,0.1789338867542916,0.1689711982174955,0.1278758025576271,0.102855174291485,0.1580611374578752,0.7040448070944566,0.5035144453427348,2022
8회지방선거_시도지사,경기도,동두천시,20220601,3,81074,39750,39100,650,17338,20853,98.0,0.0,0.0,811.0,동두천시,경기도,0.4434271099744245,0.5333248081841432,0.0025063938618925833,0.0,0.0,0.020741687979539642,2022,31080,동두천시,94142,47054,47088,6313,8441,10904,10518,13563,16247,14401,8527,5276,722,9557,63817,20768,0.1158250302734167,0.1117248411973401,0.1440695969917783,0.1725797199974506,0.1529710437424316,0.1542882029274925,0.2206029189947101,0.6778802234921714,0.5001805782753712,2022
8회지방선거_시도지사,경기도,부천시,20220601,3,702974,347502,344003,3499,182163,154942,626.0,0.0,0.0,6272.0,부천시,경기도,0.5295389865786054,0.4504088627134066,0.0018197515719339658,0.0,0.0,0.018232399136054046,6066.0,93156.0,부천시,810142.0,400250.0,409892.0,57519.0,65128.0,104664.0,115219.0,124281.0,145590.0,126840.0,50845.0,22983.0,3554.0,82943.0,598167.0,129032.0,0.1291921663115849,0.14222074648641844,0.15340643985869143,0.17970923615859935,0.1565651453695772,0.09551658844992607,0.15927084387675247,0.7383483389331746,0.5059508086236734,2022
8회지방선거_시도지사,경기도,성남시분당구,20220601,3,404133,250683,249281,1402,104254,140622,197.0,0.0,0.0,4208.0,성남시분당구,경기도,0.4182187972609224,0.5641103814570705,0.0007902728246436752,0.0,0.0,0.01688054845736338,2022,31023,성남시 분당구,459088,222850,236238,40454,48574,54208,65386,80560,77687,54582,26339,13907,2342,60502,332914,65672,0.1180775798975359,0.1424258529955041,0.1754783396647266,0.1692202802077161,0.1188922385250758,0.0927665284215662,0.1430488272400934,0.7251638030181577,0.514581082493988,2022
8회지방선거_시도지사,경기도,성남시수정구,20220601,3,208907,106922,105690,1232,53684,49669,250.0,0.0,0.0,2087.0,성남시수정구,경기도,0.5079383101523323,0.4699498533446873,0.00236540826946731,0.0,0.0,0.019746428233513105,2022,31021,성남시 수정구,242193,122391,119802,15751,17069,35261,35172,35845,41776,36897,17846,7268,877,21983,178290,41920,0.1455905001383194,0.1452230246126023,0.1480018002171821,0.1724905344085089,0.152345443509928,0.1073152403248648,0.1730851015512421,0.7361484435966358,0.4946550891231373,2022
8회지방선거_시도지사,경기도,성남시중원구,20220601,3,185468,94477,93359,1118,49268,41860,212.0,0.0,0.0,2019.0,성남시중원구,경기도,0.5277263038378731,0.44837669640848765,0.002270804100300989,0.0,0.0,0.02162619565333819,2022,31022,성남시 중원구,203409,102340,101069,12819,14547,27437,30140,29986,35261,32044,15418,6364,783,18358,149053,35998,0.1348858703400537,0.1481743678991588,0.1474172725887251,0.1733502450727352,0.1575348190099749,0.1109341277917889,0.1769734869155249,0.7327748526368056,0.4968757527936325,2022
8회지방선거_시도지사,경기도,수원시권선구,20220601,3,352407,173856,172254,1602,88562,80304,312.0,0.0,0.0,3076.0,수원시권선구,경기도,0.5141361013387207,0.46619526977602843,0.0018112786930927585,0.0,0.0,0.017857350192158093,2022,31012,수원시 권선구,371343,187584,183759,32301,31760,50132,58765,61838,64315,47343,19113,8269,1115,45251,279052,47040,0.1350018715850305,0.1582499198853889,0.1665252879413372,0.173195670848784,0.1274912951099118,0.076740372108805,0.1266753378951535,0.751466972583299,0.4948497750058571,2022
8회지방선거_시도지사,경기도,수원시영통구,20220601,3,296856,160556,159517,1039,81109,75184,212.0,0.0,0.0,3012.0,수원시영통구,경기도,0.5084661822877813,0.47132280571976654,0.0013290119548386692,0.0,0.0,0.018882000037613547,2022,31014,수원시 영통구,363819,182734,181085,35579,41002,58900,60471,65535,55927,31802,12189,5795,811,51812,281436,30571,0.1618936888947526,0.1662117701384479,0.1801307793160885,0.1537220431038511,0.0874115975251429,0.0516603036125106,0.0840280469134377,0.773560479249297,0.4977337632174241,2022
8회지방선거_시도지사,경기도,수원시장안구,20220601,3,199204,106092,105058,1034,53333,49817,153.0,0.0,0.0,1755.0,수원시장안구,경기도,0.5076529155323726,0.47418568790572824,0.0014563384035485162,0.0,0.0,0.016705058158350626,2022,31011,수원시 장안구,276081,139587,136494,18683,27473,43962,33981,42927,49752,35370,16495,8496,1294,28822,206828,40431,0.1592358764275701,0.1230834429026264,0.1554869766481576,0.1802079824399361,0.1281145750703597,0.0952075658955161,0.1464461516728786,0.749156950315306,0.4943983830832256,2022
8회지방선거_시도지사,경기도,수원시팔달구,20220601,3,164086,79283,78425,858,37937,38931,169.0,0.0,0.0,1388.0,수원시팔달구,경기도,0.4837360535543513,0.496410583359898,0.0021549250876633725,0.0,0.0,0.017698437998087346,2022,31013,수원시 팔달구,205106,103974,101132,13436,13580,30585,33343,30836,36177,28494,13236,5952,726,18584,154777,31745,0.149118017025343,0.1625647226312248,0.1503417744970893,0.1763819683480736,0.1389232884459742,0.0970912601289089,0.1547736292453658,0.754619562567648,0.493071875030472,2022
8회지방선거_시도지사,경기도,시흥시,20220601,3,431352,195139,193320,1819,104762,84897,301.0,0.0,0.0,3360.0,시흥시,경기도,0.5419097868818539,0.4391527001862197,0.0015570039313056072,0.0,0.0,0.01738050900062073,2022,31150,시흥시,557663,294555,263108,53768,51268,71380,90807,101731,98259,61420,22240,10904,1616,74747,425094,57822,0.1279984506772011,0.1628349020824404,0.1824237935814282,0.176197811222907,0.1101382017454986,0.062331551492568,0.1036862764788053,0.7622775762422825,0.471804656217106,2022
8회지방선거_시도지사,경기도,안산시단원구,20220601,3,266229,121621,120283,1338,61954,55679,261.0,0.0,0.0,2389.0,안산시단원구,경기도,0.515068629814687,0.46289999418039124,0.002169882693314932,0.0,0.0,0.019861493311606793,2022,31092,안산시 단원구,352941,185123,167818,24977,29036,50368,55071,57901,69012,45184,15341,7538,1171,36063,276117,40761,0.1427094046880356,0.156034578017289,0.164052915359791,0.1955340977670489,0.128021397344032,0.068141700737517,0.1154895577447788,0.7823318911659456,0.4754845710756188,2022
8회지방선거_시도지사,경기도,안산시상록구,20220601,3,305390,138968,137499,1469,72030,62496,296.0,0.0,0.0,2677.0,안산시상록구,경기도,0.5238583553334933,0.4545196692339581,0.002152742929039484,0.0,0.0,0.019469232503509116,2022,31091,안산시 상록구,362147,184512,177635,24916,32449,58127,47897,55745,70751,46496,17801,9469,1395,36942,279302,45903,0.160506645091634,0.1322584475364976,0.1539292055436052,0.1953654179104065,0.1283898527393572,0.0791529406566946,0.1267523961264348,0.7712393033768056,0.4905052368237207,2022
8회지방선거_시도지사,경기도,안성시,20220601,3,163518,81764,80568,1196,36515,42168,131.0,0.0,0.0,1754.0,안성시,경기도,0.45321964055208025,0.5233839737861186,0.0016259557144275643,0.0,0.0,0.021770429947373646,2022,31220,안성시,208619,109080,99539,14878,19558,29558,27616,32581,33432,28631,14503,8356,1281,22113,150182,36324,0.1416841227309113,0.1323752870064567,0.1561746533153739,0.1602538599072951,0.1372406156677963,0.1157133338765884,0.1741164515216735,0.7198864916426596,0.477132955291704,2022
8회지방선거_시도지사,경기도,안양시동안구,20220601,3,265101,155858,154681,1177,77230,74669,163.0,0.0,0.0,2619.0,안양시동안구,경기도,0.4992856265475398,0.4827289712375793,0.001053781653855354,0.0,0.0,0.016931620561025595,2022,31042,안양시 동안구,304493,149215,155278,25558,30639,37694,44792,50090,52974,40703,16194,7672,1167,38048,225050,41395,0.1237926651844213,0.1471035458943227,0.1645029606591941,0.1739744427622309,0.133674665755863,0.0822120705566302,0.1359472959969523,0.7390974505161039,0.5099558938957546,2022
8회지방선거_시도지사,경기도,안양시만안구,20220601,3,208936,111050,109873,1177,54630,53271,157.0,0.0,0.0,1815.0,안양시만안구,경기도,0.49721041566171853,0.4848415898355374,0.001428922483230639,0.0,0.0,0.01651907201951344,2022,31041,안양시 만안구,236296,117602,118694,15767,16965,31628,33427,33340,42097,38051,17395,8036,1167,22038,171798,42460,0.1338490706571418,0.1414624030876528,0.1410942208078003,0.1781536716660459,0.1610310796627958,0.1125622101093543,0.1796898804888783,0.7270457392423063,0.5023106612045909,2022
8회지방선거_시도지사,경기도,양주시,20220601,3,197751,95175,94023,1152,45206,46797,158.0,0.0,0.0,1862.0,양주시,경기도,0.4807972517362773,0.4977186433106793,0.0016804398923667614,0.0,0.0,0.019803665060676642,2022,31260,양주시,242995,124291,118704,21544,23952,28130,30734,40173,40217,32457,17261,9566,1593,31326,169060,42609,0.1157636988415399,0.1264799687236363,0.1653243893907282,0.1655054630753719,0.1335706496018436,0.1169571390357826,0.1753492870223667,0.695734480133336,0.4885038786806313,2022
8회지방선거_시도지사,경기도,양평군,20220601,3,107165,63429,62401,1028,24692,36357,108.0,0.0,0.0,1244.0,양평군,경기도,0.3956987868784154,0.5826348936715757,0.0017307414945273312,0.0,0.0,0.01993557795548148,2022,31580,양평군,116950,58451,58499,7348,9514,9596,10221,15275,20082,24263,13456,7065,1064,11101,73193,32656,0.0820521590423257,0.0873963232150491,0.1306113723813595,0.1717144078666096,0.20746472851646,0.1845660538691748,0.2792304403591278,0.6258486532706284,0.5002052159042326,2022
8회지방선거_시도지사,경기도,여주시,20220601,3,98333,50666,49746,920,18598,30015,111.0,0.0,0.0,1022.0,여주시,경기도,0.3738592047601817,0.6033650946809794,0.0022313351827282597,0.0,0.0,0.02054436537611064,2022,31280,여주시,113831,58240,55591,7380,9354,12674,12366,15763,19545,20038,10546,6071,966,10983,76327,26521,0.1113404959984538,0.1086347304337131,0.1384772162240514,0.1717019089703156,0.1760328908645272,0.154465830924792,0.2329857420210663,0.670529117727157,0.4883643295763017,2022
8회지방선거_시도지사,경기도,연천군,20220601,3,37898,22800,22189,611,8541,12886,148.0,0.0,0.0,614.0,연천군,경기도,0.38492045608184233,0.5807382036144035,0.006669971607553292,0.0,0.0,0.02767136869620082,2022,31550,연천군,41288,21840,19448,2573,2710,4772,4290,4577,6589,7940,4719,2987,385,3704,25787,11797,0.1155783762836659,0.103904282115869,0.1108554543693082,0.159586320480527,0.1923076923076923,0.1959649292772718,0.2857246657624491,0.6245640379771362,0.4710327455919395,2022
8회지방선거_시도지사,경기도,오산시,20220601,3,190375,83231,82300,931,42038,38577,138.0,0.0,0.0,1547.0,오산시,경기도,0.5107897934386392,0.4687363304981774,0.0016767922235722964,0.0,0.0,0.01879708383961118,2022,31140,오산시,242596,126049,116547,23845,25241,30437,39849,46917,37552,25031,10917,5072,677,34411,181548,26637,0.1254637339445003,0.1642607462612738,0.1933956042144141,0.154792329634454,0.1031797721314448,0.0686985770581543,0.1097998318191561,0.7483552902768389,0.4804160002638131,2022
8회지방선거_시도지사,경기도,용인시기흥구,20220601,3,434819,241266,239642,1624,118199,117246,238.0,0.0,0.0,3959.0,용인시기흥구,경기도,0.4932315704258853,0.4892548050842507,0.000993148112601297,0.0,0.0,0.01652047637726275,2022,31192,용인시 기흥구,431163,212735,218428,40915,47526,55290,53906,78382,71002,45675,27541,13976,2111,60507,307204,63452,0.128234565581926,0.1250246426525467,0.1817920368862819,0.1646755403408919,0.1059344145949443,0.1011867901466498,0.1471647613547544,0.7125008407493222,0.5066019115740451,2022
8회지방선거_시도지사,경기도,용인시수지구,20220601,3,231983,135909,135158,751,61235,71578,100.0,0.0,0.0,2245.0,용인시수지구,경기도,0.4530623418517587,0.5295875937791326,0.0007398748131816097,0.0,0.0,0.01661018955592714,2022,31193,용인시 수지구,364474,177700,186774,37041,42387,43361,47955,67771,58073,36167,23583,11144,1421,54798,257450,52226,0.118968705586681,0.1315731712001404,0.1859419327578922,0.1593337247650038,0.09923067214671,0.0991785422279778,0.1432914281951524,0.7063603988213151,0.5124480758572628,2022
8회지방선거_시도지사,경기도,용인시처인구,20220601,3,222743,105135,103859,1276,47234,54483,188.0,0.0,0.0,1954.0,용인시처인구,경기도,0.4547896667597416,0.5245862178530508,0.0018101464485504387,0.0,0.0,0.01881396893865722,2022,31191,용인시 처인구,268863,139323,129540,21216,25418,39358,35580,43435,44511,35188,16926,8463,1304,30943,196550,41370,0.1463868215410822,0.132335055399962,0.1615506782264573,0.1655527164392274,0.1308770637834138,0.0992810464809215,0.153870186674998,0.7310414597769124,0.4818067194072817,2022
