election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_대한애국당,party_한국국민당,party_민중당,party_녹색당,party_국민의힘,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_대한애국당,ratio_한국국민당,ratio_민중당,ratio_녹색당,ratio_국민의힘,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
7회지방선거_기초의원비례,강원도,정선군,20180613,9,33293,23088,22056,1032,12937,0.0,0.0,0.0,0.0,9119.0,0.0,정선군,정선군,0.5865524120420748,0.0,0.0,0.0,0.0,0.4134475879579253,0.0,2017,32550,정선군,36002,18776,17226,2438,2637,2841,4042,5243,7041,5869,4271,1620,250,3410,23938,8654,0.0789122826509638,0.1122715404699739,0.1456307982889839,0.1955724681962113,0.1630187211821565,0.170573857007944,0.240375534692517,0.6649075051386034,0.4784734181434364,2017
7회지방선거_기초의원비례,강원도,철원군,20180613,9,39354,26230,24692,1538,14644,0.0,0.0,0.0,0.0,10048.0,0.0,철원군,철원군,0.593066580268913,0.0,0.0,0.0,0.0,0.406933419731087,0.0,2017,32560,철원군,44770,23792,20978,3999,4057,6445,5192,6128,7236,5452,4701,1676,252,5551,30374,8845,0.1439580075943712,0.1159705159705159,0.1368773732410096,0.1616260888988161,0.1217779763234308,0.1480679026133571,0.1975653339289703,0.6784453875362966,0.4685727049363413,2017
7회지방선거_기초의원비례,강원도,춘천시,20180613,9,231430,144450,139925,4525,81804,0.0,0.0,0.0,0.0,42781.0,15340.0,춘천시,춘천시,0.5846274790066107,0.0,0.0,0.0,0.0,0.30574236197963195,0.10963015901375738,2017,32010,춘천시,283742,139217,144525,25622,32168,41216,35807,44063,45575,29936,21220,9254,1389,35828,204680,43234,0.1452587209507228,0.126195628423004,0.1552924840171705,0.1606212686172649,0.1055042961563674,0.1122956770587364,0.1523708157410605,0.7213595449387119,0.509353567677679,2017
7회지방선거_기초의원비례,강원도,태백시,20180613,9,38386,25314,24304,1010,11869,0.0,0.0,0.0,0.0,9089.0,3346.0,태백시,태백시,0.4883558262014483,0.0,0.0,0.0,0.0,0.37397136273864384,0.13767281105990783,2017,32050,태백시,44733,22638,22095,3800,4199,3676,5086,7186,8026,6922,4607,1509,150,5260,30182,9291,0.0821764692732434,0.1136968233742427,0.1606420316097735,0.1794201149039858,0.1547403482887354,0.1400755594303981,0.207699014150627,0.6747144166499005,0.4939306552209778,2017
7회지방선거_기초의원비례,강원도,평창군,20180613,9,37506,25477,24412,1065,13858,0.0,0.0,0.0,0.0,10554.0,0.0,평창군,평창군,0.5676716368998853,0.0,0.0,0.0,0.0,0.4323283631001147,0.0,2017,32540,평창군,40264,20670,19594,2639,3055,3338,3860,5890,8045,6660,4840,1919,304,3820,26639,9805,0.0829028412477647,0.0958672759785416,0.146284522153785,0.1998062785614941,0.1654083051857739,0.1754172461752434,0.2435177826346115,0.6616083846612358,0.4866381879594675,2017
7회지방선거_기초의원비례,강원도,홍천군,20180613,9,60386,39953,38231,1722,22620,0.0,0.0,0.0,0.0,15611.0,0.0,홍천군,홍천군,0.5916664486934686,0.0,0.0,0.0,0.0,0.4083335513065314,0.0,2017,32510,홍천군,67168,34331,32837,4970,5851,6660,6852,9041,12818,10290,7310,3413,473,7022,44892,15254,0.0991543592186755,0.1020128632682229,0.1346027870414483,0.1908349213911386,0.1531979514054311,0.1666865173892329,0.2271021915197713,0.6683539780848022,0.4888786326822296,2017
7회지방선거_기초의원비례,강원도,횡성군,20180613,9,40565,27940,26527,1413,14668,0.0,0.0,0.0,0.0,11859.0,0.0,횡성군,횡성군,0.552946054962868,0.0,0.0,0.0,0.0,0.447053945037132,0.0,2017,32520,횡성군,43211,21839,21372,2701,3679,3924,3779,5308,8482,7247,5431,2573,376,3840,27985,11386,0.0908102103631019,0.0874545833236907,0.1228390918978963,0.1962926106778366,0.1677119252042304,0.1939321006225266,0.2634977204878387,0.6476360186063734,0.4945962833537756,2017
7회지방선거_기초의원비례,경기도,가평군,20180613,9,54583,35314,33892,1422,18066,0.0,0.0,0.0,0.0,15826.0,0.0,가평군,가평군,0.5330461465832644,0.0,0.0,0.0,0.0,0.4669538534167355,0.0,2017,31570,가평군,59548,30169,29379,4382,5234,5952,6206,8233,11153,9156,6359,2932,372,6114,40172,13262,0.0999529791092899,0.1042184456236985,0.138258211862699,0.1872942836031436,0.1537583126217505,0.162272452475314,0.2227110902129374,0.6746154362866931,0.4933666957748371,2017
7회지방선거_기초의원비례,경기도,고양시덕양구,20180613,9,398866,232048,225685,6363,106499,0.0,0.0,1423.0,0.0,51799.0,65964.0,고양시덕양구,고양시,0.47189223918293194,0.0,0.0,0.006305248465781952,0.0,0.2295190198728316,0.2922834924784545,2017,31101,고양시 덕양구,433606,214769,218837,43270,42481,56597,62650,77023,74378,41930,26880,10915,1366,58513,319224,55869,0.1305263303552072,0.1444860080349441,0.1776336120810136,0.1715336042397937,0.0967006914110967,0.0903147096673016,0.1288473867981531,0.7362075248036236,0.5046908944986923,2017
7회지방선거_기초의원비례,경기도,고양시일산동구,20180613,9,234054,132686,130156,2530,65040,0.0,0.0,759.0,0.0,31305.0,33052.0,고양시일산동구,고양시,0.4997080426565045,0.0,0.0,0.00583146378192323,0.0,0.24051906942438306,0.25394142413718923,2017,31103,고양시 일산동구,284692,138851,145841,25191,31241,39668,39308,54794,50589,24020,14275,7191,1009,36294,217137,31261,0.1393365461621682,0.1380720216936197,0.1924676492490129,0.1776973009427732,0.0843718825959282,0.0789449650850744,0.1098063872535933,0.7627084709089121,0.5122764250488246,2017
7회지방선거_기초의원비례,경기도,고양시일산서구,20180613,9,222085,132804,130790,2014,68429,0.0,0.0,595.0,0.0,30147.0,31619.0,고양시일산서구,고양시,0.5231974921630094,0.0,0.0,0.004549277467696307,0.0,0.23049927364477407,0.2417539567245202,2017,31104,고양시 일산서구,286804,139184,147620,28765,35715,36676,36160,56775,50007,22851,14894,7253,825,41808,213452,31544,0.1278782722695639,0.126079134182229,0.1979574901326341,0.1743594928941019,0.079674620995523,0.0800965119035996,0.1099845190443647,0.7442434554608722,0.514706907853447,2017
7회지방선거_기초의원비례,경기도,과천시,20180613,9,46715,32758,32005,753,16723,0.0,0.0,0.0,4567.0,10715.0,0.0,과천시,과천시,0.5225121074832058,0.0,0.0,0.0,0.14269645367911263,0.3347914388376816,0.0,2017,31110,과천시,53583,26267,27316,4806,6450,6959,6379,9518,9621,5476,3167,1540,210,7157,39384,7042,0.1298732807047011,0.1190489520930145,0.1776309650448836,0.1795532165052348,0.1021965922027508,0.0917641789373495,0.1314222794543045,0.7350092380045911,0.5097885523393614,2017
7회지방선거_기초의원비례,경기도,광명시,20180613,9,270792,166832,162544,4288,107727,0.0,0.0,0.0,0.0,35717.0,19100.0,광명시,광명시,0.6627559307018407,0.0,0.0,0.0,0.0,0.21973742494339993,0.11750664435475933,2017,31060,광명시,328253,162480,165773,34078,34919,40448,51185,59359,53460,34096,16954,6454,711,46975,243806,37472,0.1232220269121683,0.1559315527961663,0.1808330769254203,0.1628621825238459,0.1038710994263571,0.0734768608360015,0.1141558492991686,0.7427380709391841,0.5050159480644503,2017
7회지방선거_기초의원비례,경기도,광주시,20180613,9,287993,156057,150379,5678,100362,0.0,0.0,4111.0,0.0,45906.0,0.0,광주시,광주시,0.6673937185378278,0.0,0.0,0.027337593679968613,0.0,0.3052686877822036,0.0,2017,31250,광주시,341046,176877,164169,37633,32101,42104,60224,59094,54170,34804,17171,6052,883,49263,253928,37855,0.1234554869431103,0.1765861496689596,0.1732728136380429,0.1588348785794291,0.1020507497522328,0.0706825472223688,0.1109967570357078,0.7445564527952241,0.4813690821765978,2017
7회지방선거_기초의원비례,경기도,구리시,20180613,9,165295,97685,95263,2422,65104,1523.0,0.0,0.0,0.0,28636.0,0.0,구리시,구리시,0.6834132874253382,0.015987319315998866,0.0,0.0,0.0,0.30059939325866286,0.0,2017,31120,구리시,189745,93904,95841,18441,19947,25370,27546,34099,33424,18441,10197,3570,454,25579,142714,21452,0.1337057629977074,0.1451737858705104,0.1797096102664102,0.1761522042741574,0.0971883317083454,0.0749479564678911,0.1130569975493425,0.7521357611531265,0.5051042188199952,2017
7회지방선거_기초의원비례,경기도,군포시,20180613,9,228999,144479,141350,3129,91001,0.0,0.0,0.0,0.0,34025.0,16324.0,군포시,군포시,0.6437990802971347,0.0,0.0,0.0,0.0,0.24071453837990803,0.1154863813229572,2017,31160,군포시,280913,139468,141445,29105,29190,37303,44118,49353,48074,25736,13498,6347,866,39663,210847,30403,0.1327920032180782,0.1570521834162178,0.1756878464150822,0.171134835340479,0.0916155535699665,0.0737274529836639,0.1082292382339016,0.7505775809592293,0.5035188830705593,2017
7회지방선거_기초의원비례,경기도,남양주시,20180613,9,537349,294703,286265,8438,159097,1980.0,0.0,0.0,0.0,72633.0,52555.0,남양주시,남양주시,0.5557682566852392,0.00691666812219447,0.0,0.0,0.0,0.25372644228250046,0.18358863291006586,2017,31130,남양주시,644936,322289,322647,74789,72682,73290,91954,120569,101297,63905,37967,14210,1866,102283,462109,80544,0.1136391828026346,0.1425784884081521,0.1869472319734051,0.1570651971668506,0.099087351303075,0.083795911532307,0.1248868104742176,0.7165191584901448,0.5002775469193842,2017
7회지방선거_기초의원비례,경기도,동두천시,20180613,9,80603,43672,42054,1618,25895,0.0,0.0,0.0,0.0,16159.0,0.0,동두천시,동두천시,0.6157559328482427,0.0,0.0,0.0,0.0,0.38424406715175724,0.0,2017,31080,동두천시,97373,48666,48707,9122,10154,11266,12706,16195,15849,10736,8301,3503,498,12579,67923,16871,0.1156994238649317,0.1304879175952266,0.1663192055292535,0.1627658591190576,0.1102564365891982,0.1263389235208938,0.1732615817526419,0.697554763640845,0.5002105306399105,2017
7회지방선거_기초의원비례,경기도,부천시,20180613,9,715281,396072,384242,11830,223582,0.0,0.0,0.0,0.0,84705.0,75955.0,부천시,부천시,0.5818780872470994,0.0,0.0,0.0,0.0,0.22044700995726652,0.197674902795634,6051.0,93156.0,부천시,845514.0,420656.0,424858.0,76194.0,80043.0,121987.0,131770.0,140887.0,154031.0,88671.0,40117.0,16811.0,2292.0,103761.0,649082.0,92671.0,0.1442755530955135,0.15584602975231635,0.1666288198657858,0.182174393327609,0.10487230252840284,0.07004023588018649,0.10960315263851338,0.7676774127926917,0.5024848790203356,2017
7회지방선거_기초의원비례,경기도,성남시분당구,20180613,9,401672,266839,237081,29758,130999,0.0,0.0,1508.0,0.0,74696.0,29878.0,성남시분당구,성남시,0.5525495505755417,0.0,0.0,0.006360695289795471,0.0,0.31506531522981596,0.12602443890484688,2017,31023,성남시 분당구,475778,230620,245158,49291,54497,60889,74979,90215,73331,41583,23671,10740,1596,69452,354066,52260,0.1279777543308013,0.1575924065425471,0.1896157451584562,0.1541286061986893,0.0874000058850976,0.0756802542362194,0.1098411443992786,0.7441832114977994,0.5152781339196012,2017
7회지방선거_기초의원비례,경기도,성남시수정구,20180613,9,204053,115682,104570,11112,66538,0.0,0.0,1685.0,0.0,27010.0,9337.0,성남시수정구,성남시,0.6363010423639667,0.0,0.0,0.0161136081094004,0.0,0.258295878358994,0.0892894711676389,2017,31021,성남시 수정구,241862,122336,119526,19287,19686,35361,38351,39706,42474,28747,14757,4653,563,25734,184475,31653,0.1462032067873415,0.1585656283335125,0.1641679966261752,0.1756125393819616,0.1188570341765138,0.0825801490105928,0.1308721502344312,0.762728332685581,0.4941909022500434,2017
7회지방선거_기초의원비례,경기도,성남시중원구,20180613,9,195192,112160,102383,9777,65774,0.0,0.0,1949.0,0.0,26426.0,8234.0,성남시중원구,성남시,0.6424308723127863,0.0,0.0,0.019036363458777336,0.0,0.25810925641952276,0.0804235078089136,2017,31022,성남시 중원구,226657,114220,112437,18817,19918,31818,35230,37515,40631,25965,13383,4530,652,25509,172028,29120,0.140379516185249,0.1554330993527665,0.165514411644026,0.1792620567641855,0.1145563560798916,0.081907904895944,0.1284760673616963,0.7589794270638013,0.4960667440229068,2017
7회지방선거_기초의원비례,경기도,수원시권선구,20180613,9,342897,197276,193088,4188,104795,0.0,0.0,1946.0,0.0,45376.0,40971.0,수원시권선구,수원시,0.5427318114020551,0.0,0.0,0.01007830626450116,0.0,0.23500165727543917,0.21218822505800464,2017,31012,수원시 권선구,364662,183919,180743,39808,35126,52795,64597,62934,60417,31029,14923,5729,722,52291,279116,33255,0.144777903921988,0.1771421206487103,0.1725817332214489,0.1656794511081494,0.0850897543478618,0.0586131815215185,0.0911940372180265,0.7654101606419095,0.495645282480763,2017
7회지방선거_기초의원비례,경기도,수원시영통구,20180613,9,273531,174615,171623,2992,93263,0.0,0.0,621.0,0.0,34721.0,43018.0,수원시영통구,수원시,0.5434178402661648,0.0,0.0,0.0036183961357160754,0.0,0.20230971373300782,0.2506540498651113,2017,31014,수원시 영통구,352487,178617,173870,44349,43829,57465,64748,66477,47215,19172,9202,3771,471,60041,271724,20722,0.1630272889496634,0.1836890438512626,0.1885941892892504,0.133948202345051,0.0543906583788905,0.0381404136890154,0.0587879836703197,0.7708766564440674,0.4932664183359954,2017
7회지방선거_기초의원비례,경기도,수원시장안구,20180613,9,202140,121887,119996,1891,61644,0.0,0.0,711.0,0.0,30463.0,27178.0,수원시장안구,수원시,0.5137171239041302,0.0,0.0,0.005925197506583553,0.0,0.253866795559852,0.22649088302943432,2017,31011,수원시 장안구,295436,149660,145776,27797,34275,46694,40648,52722,49228,25344,14516,6245,891,39240,224390,31806,0.1580511515184337,0.1375864823515076,0.1784548937841021,0.1666283052843932,0.0857850769709852,0.0732882925574405,0.1076578345225361,0.7595215207354554,0.4934266643198527,2017
7회지방선거_기초의원비례,경기도,수원시팔달구,20180613,9,161673,88349,86723,1626,43909,0.0,0.0,526.0,0.0,24895.0,17393.0,수원시팔달구,수원시,0.5063132041096364,0.0,0.0,0.00606528833181509,0.0,0.2870634087842902,0.20055809877425826,2017,31013,수원시 팔달구,206080,104333,101747,15744,17223,30428,32896,35009,36841,22781,11779,4279,556,21597,158769,25714,0.1476513975155279,0.1596273291925465,0.1698806288819875,0.1787703804347826,0.1105444487577639,0.0806191770186335,0.1247767857142857,0.7704241071428571,0.4937257375776397,2017
7회지방선거_기초의원비례,경기도,시흥시,20180613,9,350586,185249,181440,3809,109269,0.0,0.0,0.0,0.0,40351.0,31820.0,시흥시,시흥시,0.6022321428571429,0.0,0.0,0.0,0.0,0.22239307760141094,0.1753747795414462,2017,31150,시흥시,446369,237042,209327,45860,48035,64215,73792,87263,75633,32363,15997,6690,958,62962,347874,35533,0.1438607967847229,0.165316139785693,0.1954952068804061,0.1694405301443424,0.0725027947729345,0.0529718685661414,0.0796045424301418,0.7793417553638358,0.4689550573628545,2017
7회지방선거_기초의원비례,경기도,안산시단원구,20180613,9,252537,134590,131582,3008,69585,546.0,0.0,0.0,0.0,33864.0,27587.0,안산시단원구,안산시,0.5288337310574395,0.0041495037315134285,0.0,0.0,0.0,0.2573604292380417,0.20965633597300543,2017,31092,안산시 단원구,354452,186649,167803,30461,36659,54472,56779,68329,64804,28332,11734,5347,711,42740,283782,27930,0.1536794826944127,0.1601881213817385,0.1927736336654892,0.182828704591877,0.0799318384435692,0.0501957951993499,0.0787976933407062,0.8006218049270423,0.473415300238114,2017
7회지방선거_기초의원비례,경기도,안산시상록구,20180613,9,301162,159973,156275,3698,88940,763.0,0.0,0.0,0.0,36496.0,30076.0,안산시상록구,안산시,0.5691249400095985,0.004882418812989921,0.0,0.0,0.0,0.23353703407454807,0.19245560710286355,2017,31091,안산시 상록구,379209,193021,186188,34021,42180,61802,54759,69614,66954,29473,15921,7001,975,47643,296550,35016,0.1629760897025123,0.1444032182780472,0.1835768665828079,0.1765622651361122,0.0777223114430301,0.0630180190870997,0.09233958054793,0.78202257857804,0.490990456450137,2017
7회지방선거_기초의원비례,경기도,안성시,20180613,9,149626,82010,79353,2657,50973,0.0,0.0,0.0,0.0,28380.0,0.0,안성시,안성시,0.6423575668216702,0.0,0.0,0.0,0.0,0.3576424331783297,0.0,2017,31220,안성시,198832,103648,95184,18853,21105,28219,30228,32240,30218,19819,12708,6404,869,25598,145045,28189,0.1419238351975537,0.1520278426007886,0.1621469381186127,0.1519775488854912,0.0996771143477911,0.1004918725356079,0.1417729540516617,0.7294851935302165,0.4787156996861672,2017
7회지방선거_기초의원비례,경기도,안양시동안구,20180613,9,268004,174836,170783,4053,87329,720.0,0.0,0.0,0.0,42182.0,40552.0,안양시동안구,안양시,0.51134480598186,0.004215876287452498,0.0,0.0,0.0,0.24699179660739068,0.2374475211232968,2017,31042,안양시 동안구,322590,158660,163930,31732,37238,44131,47451,59481,55867,29417,13775,6018,769,45229,245932,31429,0.1368021327381506,0.1470938342788059,0.1843857528131684,0.1731826777023466,0.0911900554883908,0.0637403515298056,0.0974270746148361,0.7623670913543508,0.5081682631203696,2017
7회지방선거_기초의원비례,경기도,안양시만안구,20180613,9,216498,129784,127141,2643,68047,730.0,0.0,0.0,0.0,34698.0,23666.0,안양시만안구,안양시,0.535208941254198,0.005741656900606414,0.0,0.0,0.0,0.27290960429759087,0.18613979754760462,2017,31041,안양시 만안구,254107,127061,127046,20891,22715,37806,37813,39904,46702,29087,14675,5604,727,28361,193340,32406,0.1487798447110862,0.1488073921615697,0.1570362091559854,0.183788718925492,0.1144675274589051,0.0826659635507876,0.1275289543381331,0.7608605823531032,0.499970484874482,2017
7회지방선거_기초의원비례,경기도,양주시,20180613,9,171243,94161,90672,3489,61079,0.0,0.0,0.0,0.0,29593.0,0.0,양주시,양주시,0.6736258161284631,0.0,0.0,0.0,0.0,0.326374183871537,0.0,2017,31260,양주시,212631,109115,103516,22521,23344,25489,29634,38395,33689,21959,13737,5437,762,31263,152570,28798,0.1198743362915097,0.1393682012500529,0.1805710362082669,0.1584387977293997,0.1032728059408082,0.0937586711250946,0.135436507376629,0.717534131899864,0.4868339988054423,2017
7회지방선거_기초의원비례,경기도,양평군,20180613,9,98582,60982,59061,1921,24942,0.0,0.0,0.0,0.0,25475.0,8644.0,양평군,양평군,0.4223091380098542,0.0,0.0,0.0,0.0,0.43133370582956604,0.14635715616057973,2017,31580,양평군,109359,54876,54483,8873,10260,10459,11433,15588,19740,16877,11293,5048,709,12348,72761,24250,0.0956391334961,0.1045455792390201,0.1425397086659534,0.1805064055084629,0.1543265757733702,0.1559085214751415,0.22174672409221,0.6653407584195173,0.4982031657202425,2017
7회지방선거_기초의원비례,경기도,여주시,20180613,9,94136,55390,53632,1758,29768,0.0,0.0,0.0,0.0,23864.0,0.0,여주시,여주시,0.5550417661097852,0.0,0.0,0.0,0.0,0.44495823389021477,0.0,2017,31280,여주시,111476,56779,54697,9503,11135,13368,13798,16800,19239,14159,9409,4438,594,13229,77958,20289,0.1199181886684129,0.1237755211884172,0.1507050845024938,0.172584233377588,0.127013886397072,0.1295435788869353,0.1820033011589938,0.6993254153360364,0.4906616670852919,2017
7회지방선거_기초의원비례,경기도,연천군,20180613,9,38497,24783,23668,1115,13348,0.0,0.0,0.0,0.0,10320.0,0.0,연천군,연천군,0.5639682271421328,0.0,0.0,0.0,0.0,0.43603177285786715,0.0,2017,31550,연천군,43990,23259,20731,3655,3484,5645,4924,5490,7441,6223,4941,2175,302,4856,29094,10040,0.1283246192316435,0.1119345305751307,0.1248010911570811,0.1691520800181859,0.1414639690838827,0.1686292339167992,0.2282336894748806,0.661377585814958,0.4712661968629233,2017
7회지방선거_기초의원비례,경기도,오산시,20180613,9,169638,90015,88401,1614,59652,0.0,0.0,0.0,0.0,20686.0,8063.0,오산시,오산시,0.6747887467336342,0.0,0.0,0.0,0.0,0.23400187780681214,0.09120937545955363,2017,31140,오산시,219877,112936,106941,29741,24132,28127,42758,41179,29577,15501,8252,2964,371,38917,163266,17694,0.1279215197587742,0.1944632680998922,0.1872819803799397,0.1345161158283949,0.0704985059828904,0.0526976445922038,0.0804722640385306,0.7425333254501381,0.4863673781250426,2017
7회지방선거_기초의원비례,경기도,용인시기흥구,20180613,9,387109,245367,241971,3396,151738,0.0,0.0,0.0,0.0,64699.0,25534.0,용인시기흥구,용인시,0.6270916762752561,0.0,0.0,0.0,0.0,0.26738328146761386,0.10552504225712998,2017,31192,용인시 기흥구,415720,205754,209966,54105,50023,51764,63773,82146,54169,33625,22290,8081,1293,73323,296014,46383,0.1245165014913884,0.1534037332820167,0.197599345713461,0.1303016453382084,0.0808837679207158,0.0761666506302318,0.1115726931588569,0.7120513807370346,0.5050659097469451,2017
7회지방선거_기초의원비례,경기도,용인시수지구,20180613,9,215189,139068,136143,2925,80278,0.0,0.0,0.0,0.0,40335.0,15530.0,용인시수지구,용인시,0.5896594022461676,0.0,0.0,0.0,0.0,0.29626936383067803,0.11407123392315432,2017,31193,용인시 수지구,338993,165644,173349,41244,42469,39446,49070,68713,45567,28838,20119,6837,942,57727,240395,40871,0.116362284766942,0.1447522515214178,0.2026974008312856,0.1344187048110137,0.0850696032071458,0.0822966845923072,0.1205659113905006,0.7091444366107855,0.5113645414507084,2017
7회지방선거_기초의원비례,경기도,용인시처인구,20180613,9,192573,106648,104452,2196,61477,0.0,0.0,0.0,0.0,32594.0,10381.0,용인시처인구,용인시,0.5885669972810478,0.0,0.0,0.0,0.0,0.3120476391069582,0.09938536361199403,2017,31191,용인시 처인구,240521,125322,115199,22627,27948,37372,34610,40525,37241,22605,13246,5810,815,31137,180261,29123,0.1553793639640613,0.1438959591885947,0.1684884064177348,0.1548347129772452,0.0939834775341862,0.0826164867101001,0.1210829823591287,0.7494605460645848,0.4789560994674062,2017
