election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_민중당,party_대한애국당,party_국제녹색당,party_녹색당,party_우리미래,party_친박연대,party_노동당,party_국민의힘,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_민중당,ratio_대한애국당,ratio_국제녹색당,ratio_녹색당,ratio_우리미래,ratio_친박연대,ratio_노동당,ratio_국민의힘,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
7회지방선거_광역의원비례,강원도,강릉시,20180613,8,179767,108752,105710,3042,46931,694.0,653.0,0.0,482.0,0.0,0.0,847.0,41232.0,14871.0,강릉시,강원도,0.4439598902658216,0.006565131018825087,0.0061772774571942106,0.0,0.004559644309904455,0.0,0.0,0.00801248699271592,0.3900482451991297,0.14067732475640904,2017,32030,강릉시,215914,108572,107342,16650,23479,29629,23401,33518,36281,27096,18615,7785,1229,24035,152904,38975,0.1372259325472178,0.1083811147030762,0.1552377335420584,0.1680344952156877,0.1254944098113137,0.1279629852626508,0.1805116852079994,0.7081708457997166,0.4971516437099956,2017
7회지방선거_광역의원비례,강원도,고성군,20180613,8,25496,18360,17350,1010,8364,173.0,97.0,0.0,89.0,0.0,0.0,60.0,6851.0,1716.0,고성군,강원도,0.4820749279538905,0.009971181556195965,0.005590778097982709,0.0,0.005129682997118155,0.0,0.0,0.00345821325648415,0.39487031700288183,0.09890489913544669,2017,32600,고성군,28621,15422,13199,1547,2342,5140,2395,3272,4760,4122,3498,1431,269,2199,19516,6906,0.1795884141015338,0.0836798155200726,0.1143216519338947,0.1663114496348834,0.144020125082981,0.1816148981517067,0.2412913594912826,0.6818769435030223,0.4611648789350477,2017
7회지방선거_광역의원비례,강원도,동해시,20180613,8,75747,46919,44561,2358,21798,414.0,349.0,0.0,173.0,0.0,0.0,250.0,16253.0,5324.0,동해시,강원도,0.4891721460469918,0.009290635308902404,0.007831960683108548,0.0,0.0038823186194205696,0.0,0.0,0.00561028702228406,0.3647359798927313,0.11947667242656135,2017,32040,동해시,89151,45347,43804,8514,9156,8704,10841,15266,15392,11409,7448,2940,362,12003,61710,15438,0.0976321073235297,0.1216026741147042,0.1712375632354096,0.172650895671389,0.1279738870007066,0.1205819340220524,0.1731668741797624,0.6921963859070566,0.4913461430606499,2017
7회지방선거_광역의원비례,강원도,삼척시,20180613,8,59117,41025,39325,1700,18729,366.0,243.0,0.0,216.0,0.0,0.0,297.0,15519.0,3955.0,삼척시,강원도,0.47626191989828354,0.009307056579783852,0.006179275270184361,0.0,0.005492689129052765,0.0,0.0,0.0075524475524475524,0.3946344564526383,0.10057215511760967,2017,32070,삼척시,67860,35066,32794,4811,6569,9511,6707,9462,11475,9326,6851,3236,388,6728,46603,14529,0.1401562039493074,0.0988358384910109,0.1394341290893015,0.1690981432360742,0.1374300029472443,0.1543619216033009,0.2141025641025641,0.6867521367521368,0.4832596522251695,2017
7회지방선거_광역의원비례,강원도,속초시,20180613,8,68234,40488,39580,908,19950,218.0,114.0,0.0,133.0,0.0,0.0,147.0,13817.0,5201.0,속초시,강원도,0.5040424456796362,0.005507832238504295,0.002880242546740778,0.0,0.0033602829711975746,0.0,0.0,0.00371399696816574,0.34909044972208186,0.13140474987367357,2017,32060,속초시,78618,38962,39656,6875,7890,7663,9502,13395,14774,9840,6335,2609,419,9861,55588,13169,0.0974713170011956,0.1208629067134752,0.1703808288178279,0.1879213411686891,0.1251621766007784,0.1190948637716553,0.1675061690706962,0.7070645399272432,0.5044137474878526,2017
7회지방선거_광역의원비례,강원도,양구군,20180613,8,19596,14387,13725,662,7241,139.0,59.0,0.0,58.0,0.0,0.0,66.0,4744.0,1418.0,양구군,강원도,0.5275774134790528,0.010127504553734063,0.004298724954462659,0.0,0.004225865209471767,0.0,0.0,0.004808743169398907,0.34564663023679415,0.10331511839708561,2017,32580,양구군,22355,11971,10384,2133,2162,3409,2720,2789,3636,2557,2100,889,139,2860,15414,4081,0.1524938492507269,0.1216730038022813,0.1247595616193245,0.162648177141579,0.1143815701185417,0.1399239543726236,0.1825542384254082,0.6895101766942519,0.4645045851040035,2017
7회지방선거_광역의원비례,강원도,양양군,20180613,8,24088,17863,17108,755,8047,99.0,128.0,0.0,73.0,0.0,0.0,62.0,7280.0,1419.0,양양군,강원도,0.4703647416413374,0.005786766425064298,0.007481879822305354,0.0,0.004267009586158522,0.0,0.0,0.003624035538929156,0.425531914893617,0.08294365209258826,2017,32610,양양군,25556,12939,12617,1576,1823,2090,2394,3468,4806,4322,3593,1391,266,2264,16203,7089,0.0817811864141493,0.0936766317107528,0.1357019877915166,0.1880575989982782,0.1691187979339489,0.2054312098920018,0.2773908279856003,0.6340194083581155,0.4937001095633119,2017
7회지방선거_광역의원비례,강원도,영월군,20180613,8,35214,23982,23196,786,10569,159.0,73.0,0.0,95.0,0.0,0.0,114.0,9448.0,2738.0,영월군,강원도,0.4556389032591826,0.006854630108639421,0.0031470943266080358,0.0,0.004095533712709088,0.0,0.0,0.004914640455250905,0.4073116054492154,0.11803759268839455,2017,32530,영월군,36934,19006,17928,2159,3081,3124,3084,5078,7224,6346,4837,1974,249,3211,23904,9819,0.0845833107705637,0.083500297828559,0.1374884929874912,0.195592137326041,0.1718200032490388,0.1911517842638219,0.2658526019385931,0.647208534141983,0.4854064006064872,2017
7회지방선거_광역의원비례,강원도,원주시,20180613,8,278991,159187,156567,2620,80189,980.0,508.0,0.0,756.0,0.0,0.0,864.0,46479.0,26791.0,원주시,강원도,0.5121705084724112,0.006259301129867724,0.0032446173203804123,0.0,0.004828603728755101,0.0,0.0,0.005518404261434402,0.29686332368889995,0.17111524139825124,2017,32020,원주시,341338,170450,170888,33238,39472,46585,45510,57887,57114,33211,21158,9458,1235,46678,250009,44651,0.1364776262824531,0.1333282552777598,0.169588501719703,0.1673238842437701,0.0972965213366223,0.0933122008097545,0.1308116881214514,0.7324382283835963,0.5006415927907235,2017
7회지방선거_광역의원비례,강원도,인제군,20180613,8,27243,19633,18877,756,10019,126.0,91.0,0.0,94.0,0.0,0.0,57.0,6645.0,1845.0,인제군,강원도,0.530751708428246,0.006674789426285957,0.004820681252317635,0.0,0.004979604810086348,0.0,0.0,0.003019547597605552,0.3520156804576998,0.09773798802775865,2017,32590,인제군,30524,16456,14068,3098,2265,3863,4176,4046,5308,3842,2835,1152,181,4075,20815,5634,0.1265561525357096,0.1368103787183855,0.1325514349364434,0.1738959507272965,0.1258681693093958,0.136548289870266,0.1845760712881667,0.6819224217009566,0.4608832394181628,2017
7회지방선거_광역의원비례,강원도,정선군,20180613,8,33293,23088,22114,974,11380,253.0,147.0,0.0,90.0,0.0,0.0,89.0,8230.0,1925.0,정선군,강원도,0.5146061318621687,0.011440716288324139,0.006647372705073709,0.0,0.004069820023514516,0.0,0.0,0.004024599801031021,0.3721624310391607,0.08704892828072715,2017,32550,정선군,36002,18776,17226,2438,2637,2841,4042,5243,7041,5869,4271,1620,250,3410,23938,8654,0.0789122826509638,0.1122715404699739,0.1456307982889839,0.1955724681962113,0.1630187211821565,0.170573857007944,0.240375534692517,0.6649075051386034,0.4784734181434364,2017
7회지방선거_광역의원비례,강원도,철원군,20180613,8,39354,26230,25103,1127,12891,198.0,88.0,0.0,104.0,0.0,0.0,99.0,9238.0,2485.0,철원군,강원도,0.5135242799665378,0.007887503485639167,0.0035055571047285187,0.0,0.004142931123770067,0.0,0.0,0.003943751742819583,0.36800382424411426,0.09899215233239055,2017,32560,철원군,44770,23792,20978,3999,4057,6445,5192,6128,7236,5452,4701,1676,252,5551,30374,8845,0.1439580075943712,0.1159705159705159,0.1368773732410096,0.1616260888988161,0.1217779763234308,0.1480679026133571,0.1975653339289703,0.6784453875362966,0.4685727049363413,2017
7회지방선거_광역의원비례,강원도,춘천시,20180613,8,231430,144447,141637,2810,70007,562.0,462.0,0.0,838.0,0.0,0.0,453.0,42111.0,27204.0,춘천시,강원도,0.4942705648947662,0.003967889746323347,0.003261859542351222,0.0,0.005916533109286415,0.0,0.0,0.0031983168239937305,0.29731637919470194,0.19206845668857714,2017,32010,춘천시,283742,139217,144525,25622,32168,41216,35807,44063,45575,29936,21220,9254,1389,35828,204680,43234,0.1452587209507228,0.126195628423004,0.1552924840171705,0.1606212686172649,0.1055042961563674,0.1122956770587364,0.1523708157410605,0.7213595449387119,0.509353567677679,2017
7회지방선거_광역의원비례,강원도,태백시,20180613,8,38386,25316,24434,882,10906,368.0,206.0,0.0,104.0,0.0,0.0,145.0,8825.0,3880.0,태백시,강원도,0.4463452566096423,0.015060980600802161,0.008430875010231645,0.0,0.004256364082835393,0.0,0.0,0.005934353769337808,0.36117704837521486,0.15879512155193581,2017,32050,태백시,44733,22638,22095,3800,4199,3676,5086,7186,8026,6922,4607,1509,150,5260,30182,9291,0.0821764692732434,0.1136968233742427,0.1606420316097735,0.1794201149039858,0.1547403482887354,0.1400755594303981,0.207699014150627,0.6747144166499005,0.4939306552209778,2017
7회지방선거_광역의원비례,강원도,평창군,20180613,8,37506,25480,24675,805,12012,200.0,165.0,0.0,84.0,0.0,0.0,85.0,9588.0,2541.0,평창군,강원도,0.4868085106382979,0.008105369807497468,0.006686930091185411,0.0,0.003404255319148936,0.0,0.0,0.0034447821681864235,0.38857142857142857,0.10297872340425532,2017,32540,평창군,40264,20670,19594,2639,3055,3338,3860,5890,8045,6660,4840,1919,304,3820,26639,9805,0.0829028412477647,0.0958672759785416,0.146284522153785,0.1998062785614941,0.1654083051857739,0.1754172461752434,0.2435177826346115,0.6616083846612358,0.4866381879594675,2017
7회지방선거_광역의원비례,강원도,홍천군,20180613,8,60386,39955,38371,1584,19153,511.0,258.0,0.0,213.0,0.0,0.0,262.0,13790.0,4184.0,홍천군,강원도,0.49915300617653957,0.01331734903963931,0.006723827890855073,0.0,0.00555106721221756,0.0,0.0,0.006828073284511741,0.3593859946313622,0.10904068176487451,2017,32510,홍천군,67168,34331,32837,4970,5851,6660,6852,9041,12818,10290,7310,3413,473,7022,44892,15254,0.0991543592186755,0.1020128632682229,0.1346027870414483,0.1908349213911386,0.1531979514054311,0.1666865173892329,0.2271021915197713,0.6683539780848022,0.4888786326822296,2017
7회지방선거_광역의원비례,강원도,화천군,20180613,8,21783,16228,15602,626,7832,87.0,44.0,0.0,93.0,0.0,0.0,77.0,5781.0,1688.0,화천군,강원도,0.5019869247532368,0.0055762081784386614,0.0028201512626586335,0.0,0.0059607742597102935,0.0,0.0,0.004935264709652608,0.37052941930521727,0.10819125753108576,2017,32570,화천군,24625,13589,11036,2308,1877,4321,3020,2980,3828,2845,2514,985,142,3011,16881,4733,0.1754720812182741,0.1226395939086294,0.1210152284263959,0.1554517766497462,0.1155329949238578,0.1478578680203045,0.1922030456852791,0.685522842639594,0.4481624365482233,2017
7회지방선거_광역의원비례,강원도,횡성군,20180613,8,40565,27940,26700,1240,12447,408.0,164.0,0.0,166.0,0.0,0.0,135.0,10261.0,3119.0,횡성군,강원도,0.4661797752808989,0.015280898876404495,0.006142322097378277,0.0,0.006217228464419476,0.0,0.0,0.0050561797752808986,0.3843071161048689,0.11681647940074906,2017,32520,횡성군,43211,21839,21372,2701,3679,3924,3779,5308,8482,7247,5431,2573,376,3840,27985,11386,0.0908102103631019,0.0874545833236907,0.1228390918978963,0.1962926106778366,0.1677119252042304,0.1939321006225266,0.2634977204878387,0.6476360186063734,0.4945962833537756,2017
