election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_민중당,party_대한애국당,party_국제녹색당,party_녹색당,party_우리미래,party_친박연대,party_노동당,party_국민의힘,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_민중당,ratio_대한애국당,ratio_국제녹색당,ratio_녹색당,ratio_우리미래,ratio_친박연대,ratio_노동당,ratio_국민의힘,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
7회지방선거_광역의원비례,경기도,가평군,20180613,8,54583,35318,33993,1325,14806,290.0,327.0,0.0,188.0,169.0,0.0,161.0,13808.0,4244.0,가평군,경기도,0.43556026240696616,0.008531168181684465,0.009619627570382138,0.0,0.005530550407436825,0.004971611802429912,0.0,0.004736269231900686,0.40620127673344514,0.12484923366575472,2017,31570,가평군,59548,30169,29379,4382,5234,5952,6206,8233,11153,9156,6359,2932,372,6114,40172,13262,0.0999529791092899,0.1042184456236985,0.138258211862699,0.1872942836031436,0.1537583126217505,0.162272452475314,0.2227110902129374,0.6746154362866931,0.4933666957748371,2017
7회지방선거_광역의원비례,경기도,고양시덕양구,20180613,8,398866,232026,229361,2665,109713,926.0,556.0,0.0,1181.0,469.0,0.0,878.0,52297.0,63341.0,고양시덕양구,경기도,0.4783420023456473,0.004037303639241196,0.0024241261591988177,0.0,0.005149088118729862,0.0020448114544320962,0.0,0.003828026560749212,0.2280117369561521,0.2761629047658495,2017,31101,고양시 덕양구,433606,214769,218837,43270,42481,56597,62650,77023,74378,41930,26880,10915,1366,58513,319224,55869,0.1305263303552072,0.1444860080349441,0.1776336120810136,0.1715336042397937,0.0967006914110967,0.0903147096673016,0.1288473867981531,0.7362075248036236,0.5046908944986923,2017
7회지방선거_광역의원비례,경기도,고양시일산동구,20180613,8,234054,132687,131225,1462,65381,442.0,385.0,0.0,788.0,255.0,0.0,470.0,31070.0,32434.0,고양시일산동구,경기도,0.49823585444846635,0.0033682606210706802,0.002933892169937131,0.0,0.006004953324442751,0.0019432272813869307,0.0,0.0035816345970661077,0.23676890836349782,0.24716326919413223,2017,31103,고양시 일산동구,284692,138851,145841,25191,31241,39668,39308,54794,50589,24020,14275,7191,1009,36294,217137,31261,0.1393365461621682,0.1380720216936197,0.1924676492490129,0.1776973009427732,0.0843718825959282,0.0789449650850744,0.1098063872535933,0.7627084709089121,0.5122764250488246,2017
7회지방선거_광역의원비례,경기도,고양시일산서구,20180613,8,222085,132793,131485,1308,67662,360.0,294.0,0.0,679.0,222.0,0.0,469.0,29983.0,31816.0,고양시일산서구,경기도,0.5145986234171198,0.002737954899798456,0.0022359965015020726,0.0,0.005164087158230977,0.0016884055215423814,0.0,0.003566946800015211,0.2280336160018253,0.24197436969996577,2017,31104,고양시 일산서구,286804,139184,147620,28765,35715,36676,36160,56775,50007,22851,14894,7253,825,41808,213452,31544,0.1278782722695639,0.126079134182229,0.1979574901326341,0.1743594928941019,0.079674620995523,0.0800965119035996,0.1099845190443647,0.7442434554608722,0.514706907853447,2017
7회지방선거_광역의원비례,경기도,과천시,20180613,8,46715,32760,32352,408,13759,92.0,99.0,0.0,1294.0,84.0,0.0,116.0,9360.0,7548.0,과천시,경기도,0.42529055390702275,0.0028437190900098912,0.003060089020771513,0.0,0.0399975272007913,0.0025964391691394658,0.0,0.0035855588526211672,0.2893175074183976,0.23330860534124628,2017,31110,과천시,53583,26267,27316,4806,6450,6959,6379,9518,9621,5476,3167,1540,210,7157,39384,7042,0.1298732807047011,0.1190489520930145,0.1776309650448836,0.1795532165052348,0.1021965922027508,0.0917641789373495,0.1314222794543045,0.7350092380045911,0.5097885523393614,2017
7회지방선거_광역의원비례,경기도,광명시,20180613,8,270792,166815,164863,1952,90200,464.0,435.0,0.0,737.0,402.0,0.0,478.0,35121.0,37026.0,광명시,경기도,0.5471209428434518,0.002814458065181393,0.002638554436107556,0.0,0.0044703784354282045,0.002438388237506293,0.0,0.0028993770585273833,0.2130314260931804,0.22458647483061694,2017,31060,광명시,328253,162480,165773,34078,34919,40448,51185,59359,53460,34096,16954,6454,711,46975,243806,37472,0.1232220269121683,0.1559315527961663,0.1808330769254203,0.1628621825238459,0.1038710994263571,0.0734768608360015,0.1141558492991686,0.7427380709391841,0.5050159480644503,2017
7회지방선거_광역의원비례,경기도,광주시,20180613,8,287993,156066,154031,2035,84553,735.0,418.0,0.0,506.0,435.0,0.0,724.0,41836.0,24824.0,광주시,경기도,0.5489349546519856,0.004771766722283177,0.0027137394420603646,0.0,0.003285053008809915,0.002824106835636982,0.0,0.004700352526439483,0.271607663392434,0.16116236342035045,2017,31250,광주시,341046,176877,164169,37633,32101,42104,60224,59094,54170,34804,17171,6052,883,49263,253928,37855,0.1234554869431103,0.1765861496689596,0.1732728136380429,0.1588348785794291,0.1020507497522328,0.0706825472223688,0.1109967570357078,0.7445564527952241,0.4813690821765978,2017
7회지방선거_광역의원비례,경기도,구리시,20180613,8,165295,97692,96288,1404,51983,272.0,523.0,0.0,378.0,234.0,0.0,249.0,25615.0,17034.0,구리시,경기도,0.5398699734130941,0.002824858757062147,0.005431621801262878,0.0,0.003925722831505484,0.002430209371884347,0.0,0.0025859920239282154,0.2660248421402459,0.17690677966101695,2017,31120,구리시,189745,93904,95841,18441,19947,25370,27546,34099,33424,18441,10197,3570,454,25579,142714,21452,0.1337057629977074,0.1451737858705104,0.1797096102664102,0.1761522042741574,0.0971883317083454,0.0749479564678911,0.1130569975493425,0.7521357611531265,0.5051042188199952,2017
7회지방선거_광역의원비례,경기도,군포시,20180613,8,228999,144502,142865,1637,75375,374.0,313.0,0.0,951.0,330.0,0.0,402.0,33331.0,31789.0,군포시,경기도,0.5275959822209778,0.0026178560179190144,0.0021908795016274104,0.0,0.006656633885136318,0.002309872956987366,0.0,0.002813845238511882,0.2333041682707451,0.22251076190809504,2017,31160,군포시,280913,139468,141445,29105,29190,37303,44118,49353,48074,25736,13498,6347,866,39663,210847,30403,0.1327920032180782,0.1570521834162178,0.1756878464150822,0.171134835340479,0.0916155535699665,0.0737274529836639,0.1082292382339016,0.7505775809592293,0.5035188830705593,2017
7회지방선거_광역의원비례,경기도,김포시,20180613,8,316246,180031,177413,2618,94955,546.0,457.0,0.0,649.0,441.0,0.0,430.0,45367.0,34568.0,김포시,경기도,0.5352200797010366,0.003077564778229329,0.002575910446246893,0.0,0.0036581310276022614,0.002485725397800612,0.0,0.002423723176993794,0.2557140683039011,0.19484479716818948,2017,31230,김포시,392436,202237,190199,51876,39270,43913,70583,70892,56089,35737,19923,7529,1014,67416,281794,43226,0.1118985006472393,0.1798586266295651,0.1806460161656932,0.1429252158313712,0.0910645302673557,0.0725366683994332,0.1101478967271096,0.7180635823420889,0.4846624672558073,2017
7회지방선거_광역의원비례,경기도,남양주시,20180613,8,537349,294696,290937,3759,157685,1044.0,1438.0,0.0,1112.0,695.0,0.0,711.0,73709.0,54543.0,남양주시,경기도,0.5419901903161165,0.0035884057373245753,0.0049426508144374895,0.0,0.00382213331408518,0.0023888333213032374,0.0,0.002443828045246909,0.25335038169775587,0.1874735767537302,2017,31130,남양주시,644936,322289,322647,74789,72682,73290,91954,120569,101297,63905,37967,14210,1866,102283,462109,80544,0.1136391828026346,0.1425784884081521,0.1869472319734051,0.1570651971668506,0.099087351303075,0.083795911532307,0.1248868104742176,0.7165191584901448,0.5002775469193842,2017
7회지방선거_광역의원비례,경기도,동두천시,20180613,8,80603,43672,42619,1053,21868,197.0,310.0,0.0,125.0,147.0,0.0,151.0,14174.0,5647.0,동두천시,경기도,0.5131044839156245,0.004622351533353669,0.007273751143856026,0.0,0.002932964170909688,0.0034491658649897935,0.0,0.0035430207184589035,0.3325746732677914,0.13249958938501608,2017,31080,동두천시,97373,48666,48707,9122,10154,11266,12706,16195,15849,10736,8301,3503,498,12579,67923,16871,0.1156994238649317,0.1304879175952266,0.1663192055292535,0.1627658591190576,0.1102564365891982,0.1263389235208938,0.1732615817526419,0.697554763640845,0.5002105306399105,2017
7회지방선거_광역의원비례,경기도,부천시,20180613,8,715281,396062,391015,5047,221517,1459.0,1178.0,0.0,1980.0,1041.0,0.0,1046.0,85186.0,77608.0,부천시,경기도,0.5665179085201335,0.003731314655448001,0.0030126721481273096,0.0,0.005063744357633339,0.002662301957725407,0.0,0.002675089190951754,0.21785864992391596,0.19847831924606474,6051.0,93156.0,부천시,845514.0,420656.0,424858.0,76194.0,80043.0,121987.0,131770.0,140887.0,154031.0,88671.0,40117.0,16811.0,2292.0,103761.0,649082.0,92671.0,0.1442755530955135,0.15584602975231635,0.1666288198657858,0.182174393327609,0.10487230252840284,0.07004023588018649,0.10960315263851338,0.7676774127926917,0.5024848790203356,2017
7회지방선거_광역의원비례,경기도,성남시분당구,20180613,8,401672,266861,264150,2711,125870,872.0,587.0,0.0,2090.0,373.0,0.0,343.0,74111.0,59904.0,성남시분당구,경기도,0.4765095589627106,0.0033011546469808822,0.0022222222222222222,0.0,0.00791217111489684,0.0014120764717016846,0.0,0.0012985046375165626,0.28056407344311945,0.2267802385008518,2017,31023,성남시 분당구,475778,230620,245158,49291,54497,60889,74979,90215,73331,41583,23671,10740,1596,69452,354066,52260,0.1279777543308013,0.1575924065425471,0.1896157451584562,0.1541286061986893,0.0874000058850976,0.0756802542362194,0.1098411443992786,0.7441832114977994,0.5152781339196012,2017
7회지방선거_광역의원비례,경기도,성남시수정구,20180613,8,204053,115682,113934,1748,65319,1157.0,285.0,0.0,610.0,294.0,0.0,341.0,26809.0,19119.0,성남시수정구,경기도,0.5733055979777766,0.010155002018712589,0.002501448206856601,0.0,0.005353976863798339,0.002580441308125757,0.0,0.002992960836975793,0.23530289465831095,0.16780767812944336,2017,31021,성남시 수정구,241862,122336,119526,19287,19686,35361,38351,39706,42474,28747,14757,4653,563,25734,184475,31653,0.1462032067873415,0.1585656283335125,0.1641679966261752,0.1756125393819616,0.1188570341765138,0.0825801490105928,0.1308721502344312,0.762728332685581,0.4941909022500434,2017
7회지방선거_광역의원비례,경기도,성남시중원구,20180613,8,195192,112172,110508,1664,64887,1420.0,259.0,0.0,525.0,275.0,0.0,295.0,26041.0,16806.0,성남시중원구,경기도,0.5871701596264524,0.01284974843450248,0.0023437217215043255,0.0,0.004750787273319579,0.0024885076193578745,0.0,0.002669489991674811,0.23564809787526694,0.1520794874579216,2017,31022,성남시 중원구,226657,114220,112437,18817,19918,31818,35230,37515,40631,25965,13383,4530,652,25509,172028,29120,0.140379516185249,0.1554330993527665,0.165514411644026,0.1792620567641855,0.1145563560798916,0.081907904895944,0.1284760673616963,0.7589794270638013,0.4960667440229068,2017
7회지방선거_광역의원비례,경기도,수원시권선구,20180613,8,342897,197286,194740,2546,105292,1331.0,480.0,0.0,902.0,541.0,0.0,659.0,45360.0,40175.0,수원시권선구,경기도,0.5406798808667967,0.006834754031015714,0.002464824894731437,0.0,0.004631816781349492,0.00277806305843689,0.0,0.003383999178391702,0.23292595255212079,0.20630070863715724,2017,31012,수원시 권선구,364662,183919,180743,39808,35126,52795,64597,62934,60417,31029,14923,5729,722,52291,279116,33255,0.144777903921988,0.1771421206487103,0.1725817332214489,0.1656794511081494,0.0850897543478618,0.0586131815215185,0.0911940372180265,0.7654101606419095,0.495645282480763,2017
7회지방선거_광역의원비례,경기도,수원시영통구,20180613,8,273531,174615,172810,1805,93195,405.0,284.0,0.0,921.0,583.0,0.0,399.0,34651.0,42372.0,수원시영통구,경기도,0.5392917076558069,0.0023436143741681617,0.001643423412996933,0.0,0.005329552687923153,0.003373647358370465,0.0,0.002308894161217522,0.20051501649210116,0.24519414385741567,2017,31014,수원시 영통구,352487,178617,173870,44349,43829,57465,64748,66477,47215,19172,9202,3771,471,60041,271724,20722,0.1630272889496634,0.1836890438512626,0.1885941892892504,0.133948202345051,0.0543906583788905,0.0381404136890154,0.0587879836703197,0.7708766564440674,0.4932664183359954,2017
7회지방선거_광역의원비례,경기도,수원시장안구,20180613,8,202140,121910,120298,1612,61433,514.0,335.0,0.0,563.0,299.0,0.0,362.0,30174.0,26618.0,수원시장안구,경기도,0.5106734941561788,0.0042727227385326435,0.002784751201183727,0.0,0.004680044556019219,0.0024854943556833864,0.0,0.003009193835308983,0.25082711267020236,0.2212671864868909,2017,31011,수원시 장안구,295436,149660,145776,27797,34275,46694,40648,52722,49228,25344,14516,6245,891,39240,224390,31806,0.1580511515184337,0.1375864823515076,0.1784548937841021,0.1666283052843932,0.0857850769709852,0.0732882925574405,0.1076578345225361,0.7595215207354554,0.4934266643198527,2017
7회지방선거_광역의원비례,경기도,수원시팔달구,20180613,8,161673,88361,87060,1301,43300,310.0,245.0,0.0,906.0,216.0,0.0,545.0,24637.0,16901.0,수원시팔달구,경기도,0.49735814380886745,0.003560762692396049,0.002814151160119458,0.0,0.010406616126809097,0.0024810475534114405,0.0,0.00626005053985757,0.2829887433953595,0.19413048472317943,2017,31013,수원시 팔달구,206080,104333,101747,15744,17223,30428,32896,35009,36841,22781,11779,4279,556,21597,158769,25714,0.1476513975155279,0.1596273291925465,0.1698806288819875,0.1787703804347826,0.1105444487577639,0.0806191770186335,0.1247767857142857,0.7704241071428571,0.4937257375776397,2017
7회지방선거_광역의원비례,경기도,시흥시,20180613,8,350586,185250,182902,2348,107899,927.0,397.0,0.0,1284.0,499.0,0.0,540.0,39746.0,31610.0,시흥시,경기도,0.5899279395523286,0.005068287935615794,0.0021705612841849734,0.0,0.007020152868749385,0.002728236979365999,0.0,0.0029524007391936668,0.21730762922220642,0.1728247914183552,2017,31150,시흥시,446369,237042,209327,45860,48035,64215,73792,87263,75633,32363,15997,6690,958,62962,347874,35533,0.1438607967847229,0.165316139785693,0.1954952068804061,0.1694405301443424,0.0725027947729345,0.0529718685661414,0.0796045424301418,0.7793417553638358,0.4689550573628545,2017
7회지방선거_광역의원비례,경기도,안산시단원구,20180613,8,252537,134580,132713,1867,69555,715.0,335.0,0.0,446.0,352.0,0.0,461.0,33558.0,27291.0,안산시단원구,경기도,0.5241008793411346,0.005387565649182823,0.0025242440454213227,0.0,0.003360635355993761,0.00265234001190539,0.0,0.00347366120877382,0.2528614378395485,0.20563923654803976,2017,31092,안산시 단원구,354452,186649,167803,30461,36659,54472,56779,68329,64804,28332,11734,5347,711,42740,283782,27930,0.1536794826944127,0.1601881213817385,0.1927736336654892,0.182828704591877,0.0799318384435692,0.0501957951993499,0.0787976933407062,0.8006218049270423,0.473415300238114,2017
7회지방선거_광역의원비례,경기도,안산시상록구,20180613,8,301162,159969,157633,2336,88461,859.0,450.0,0.0,657.0,453.0,0.0,521.0,36424.0,29808.0,안산시상록구,경기도,0.5611832547753326,0.005449366566645309,0.0028547321944009186,0.0,0.004167909003825341,0.0028737637423635913,0.0,0.0033051454961841747,0.23106836766413125,0.18909746055711685,2017,31091,안산시 상록구,379209,193021,186188,34021,42180,61802,54759,69614,66954,29473,15921,7001,975,47643,296550,35016,0.1629760897025123,0.1444032182780472,0.1835768665828079,0.1765622651361122,0.0777223114430301,0.0630180190870997,0.09233958054793,0.78202257857804,0.490990456450137,2017
7회지방선거_광역의원비례,경기도,안성시,20180613,8,149626,82013,80415,1598,41466,456.0,263.0,0.0,247.0,294.0,0.0,403.0,25127.0,12159.0,안성시,경기도,0.5156500652863272,0.0056705838462973324,0.0032705341043337685,0.0,0.003071566250077722,0.0036560343219548593,0.0,0.0050115028290741775,0.31246657961823043,0.15120313374370453,2017,31220,안성시,198832,103648,95184,18853,21105,28219,30228,32240,30218,19819,12708,6404,869,25598,145045,28189,0.1419238351975537,0.1520278426007886,0.1621469381186127,0.1519775488854912,0.0996771143477911,0.1004918725356079,0.1417729540516617,0.7294851935302165,0.4787156996861672,2017
