election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_국민의힘,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
21대대통령선거,경기도,수원시팔달구,20250603,1,172558,133880,132846,1034,64971,52733,15142,수원시팔달구,대한민국,0.48907005103653856,0.39694834620538066,0.11398160275808078,2024,31013,수원시 팔달구,208817,105434,103383,12890,13405,29428,34853,30224,36302,30939,14516,6577,849,17971,155422,35424,0.1409272233582514,0.1669069089202507,0.1447391735347218,0.1738459991284234,0.1481632242585613,0.1050776517237581,0.1696413606171911,0.7442976386022211,0.4950890013744092,2024
21대대통령선거,경기도,시흥시,20250603,1,433899,340271,337984,2287,193157,112317,32510,시흥시,대한민국,0.5714974673357319,0.3323145474341981,0.09618798523007006,2024,31150,시흥시,571982,302144,269838,49424,52558,66790,91138,103061,102014,71799,26082,12308,2101,71234,431090,69658,0.1167694088275505,0.1593371819392918,0.180182243497173,0.1783517663143246,0.1255266774129255,0.0707906892174928,0.1217835526292785,0.7536775632799634,0.4717596008265994,2024
21대대통령선거,경기도,안산시단원구,20250603,1,255796,197056,195617,1439,107188,68865,19564,안산시단원구,대한민국,0.5479482867030984,0.3520399556275784,0.10001175766932321,2024,31092,안산시 단원구,353223,185720,167503,22542,27499,46683,56362,55173,68625,51525,17697,8095,1409,33145,272083,47995,0.1321629678701557,0.1595649207441191,0.1561987752779405,0.1942823655311234,0.1458710219889418,0.0770080091047298,0.1358773352811113,0.7702867593559876,0.4742131741138035,2024
21대대통령선거,경기도,안산시상록구,20250603,1,287897,219638,218033,1605,120273,76645,21115,안산시상록구,대한민국,0.5516275059280017,0.35152935564799825,0.09684313842400004,2024,31091,안산시 상록구,348328,177856,170472,20222,30047,51754,45659,50432,69222,52236,19502,10155,1645,31505,264351,52472,0.1485783514388737,0.1310804758733148,0.1447830780184194,0.1987264876782802,0.1499621046829425,0.089863576858593,0.1506396270182127,0.7589140120805677,0.4894007946533152,2024
21대대통령선거,경기도,안성시,20250603,1,170398,128072,127133,939,64519,51929,10685,안성시,대한민국,0.5074921538860878,0.4084620043576412,0.08404584175627099,2024,31220,안성시,215739,113407,102332,13392,19205,29759,29282,32553,35293,31334,16122,8723,1627,20583,154382,40774,0.1379398254372181,0.1357288204728862,0.1508906595469525,0.1635911912078947,0.1452403135269932,0.1227038226746207,0.1889968897603122,0.7155961601750263,0.4743324109224572,2024
21대대통령선거,경기도,안양시동안구,20250603,1,279415,235876,234235,1641,118064,90041,26130,안양시동안구,대한민국,0.5040408137127244,0.3844045509851218,0.11155463530215382,2024,31042,안양시 동안구,315820,154552,161268,25321,30897,35945,48105,50241,54652,44962,18906,8324,1413,38074,229131,48615,0.1138148312329808,0.152317775948325,0.1590811221581913,0.173047938699259,0.1423659046292191,0.0906940662402634,0.1539326198467481,0.7255113672345007,0.5106326388449116,2024
21대대통령선거,경기도,안양시만안구,20250603,1,208500,168381,167151,1230,86561,64294,16296,안양시만안구,대한민국,0.5178610956560236,0.3846462180902298,0.09749268625374662,2024,31041,안양시 만안구,229980,114139,115841,13652,15868,28443,32942,31111,40205,39849,19225,8707,1337,19526,163144,47310,0.1236759718236368,0.1432385424819549,0.1352769806070093,0.1748195495260457,0.1732715888338116,0.1272675884859553,0.2057135403078528,0.7093834246456213,0.5037003217671102,2024
21대대통령선거,경기도,양주시,20250603,1,245241,188275,186964,1311,101884,68936,16144,양주시,대한민국,0.5449391326672515,0.368712693352731,0.08634817398001754,2024,31260,양주시,293000,149367,143633,25803,27760,32506,41814,46882,48203,39083,20418,11182,1987,37455,203978,51567,0.1109419795221843,0.1427098976109215,0.1600068259385665,0.1645153583617747,0.1333890784982935,0.1146313993174061,0.1759965870307167,0.6961706484641639,0.4902150170648464,2024
21대대통령선거,경기도,양평군,20250603,1,112680,88712,88141,571,38679,43611,5851,양평군,대한민국,0.43883096402355315,0.49478676211978534,0.06638227385666148,2024,31580,양평군,121622,60847,60775,6661,9405,9012,10646,15118,20758,26425,15368,7686,1358,10436,73698,37488,0.0740984361381986,0.0875335054513163,0.1243031688345858,0.1706763578957754,0.2172715462663005,0.200720264425844,0.3082337077173537,0.6059594481261614,0.499704000920886,2024
21대대통령선거,경기도,여주시,20250603,1,101401,77007,76475,532,34563,36480,5432,여주시,대한민국,0.4519516181758745,0.47701863354037266,0.07102974828375286,2024,31280,여주시,117477,60416,57061,6578,9009,12414,13369,15494,20165,21857,11865,6376,1113,10157,77565,29755,0.1056717485124747,0.1138009993445525,0.1318896464839926,0.1716506209726159,0.1860534402478783,0.1647471419937519,0.2532836214748419,0.6602569013509028,0.4857206091405126,2024
21대대통령선거,경기도,연천군,20250603,1,36974,28660,28410,250,12152,13973,2285,연천군,대한민국,0.4277367124252024,0.49183386131643786,0.08042942625835973,2024,31550,연천군,40386,21430,18956,2160,2518,4216,4308,4189,6214,8458,5009,3107,441,3225,24315,12846,0.1043926113009458,0.1066706284355964,0.1037240627940375,0.1538652008121626,0.2094290100529886,0.2118803545783192,0.3180805229534987,0.6020650720546724,0.4693705739612737,2024
21대대통령선거,경기도,오산시,20250603,1,205448,155805,154682,1123,84959,53092,16631,오산시,대한민국,0.5492494278584451,0.34323321394861717,0.10751735819293777,2024,31140,오산시,254071,132356,121715,21684,26252,29610,41355,48373,41575,28610,12381,5967,854,32883,189735,31453,0.1165422263855379,0.1627694620794974,0.190391662173172,0.1636353617689543,0.1126063187061884,0.0755772992588685,0.1237961042385789,0.7467794435413723,0.4790590031920211,2024
21대대통령선거,경기도,용인시기흥구,20250603,1,366811,300822,298997,1825,151811,117427,29759,용인시기흥구,대한민국,0.5077341913129563,0.3927363819703877,0.09952942671665602,2024,31192,용인시 기흥구,429488,211645,217843,33623,47339,53878,51249,72575,76788,49993,29615,16058,2651,52825,306047,70616,0.1254470439220653,0.1193258018850352,0.1689802741869388,0.178789628581008,0.1164013895615244,0.1125153671348209,0.1644190291696159,0.7125856834183959,0.5072155683045859,2024
21대대통령선거,경기도,용인시수지구,20250603,1,309712,259590,258065,1525,123133,107662,27270,용인시수지구,대한민국,0.4771394803634743,0.4171894677697479,0.10567105186677775,2024,31193,용인시 수지구,361720,176256,185464,32499,42656,41190,46289,64710,60918,38557,24749,12771,1646,50120,255221,56379,0.1138726086475727,0.127969147406834,0.1788952781156695,0.168412031405507,0.1065934977330532,0.1082771204246378,0.1558636514431051,0.7055761362379741,0.5127280769656087,2024
21대대통령선거,경기도,용인시처인구,20250603,1,241014,185635,184378,1257,94272,72736,17370,용인시처인구,대한민국,0.5112974432958379,0.3944939200989272,0.0942086366052349,2024,31191,용인시 처인구,286273,148694,137579,20048,27217,40022,38963,44467,47938,39656,19355,9359,1554,30079,208297,47897,0.1398036140327589,0.1361043479475885,0.1553307507169729,0.1674555406901803,0.1385251141393006,0.1057312425551833,0.1673123207567601,0.7276166456494325,0.4805867126833477,2024
21대대통령선거,경기도,의왕시,20250603,1,133116,111014,110320,694,55305,43930,11085,의왕시,대한민국,0.5013143582306019,0.3982052211747643,0.10048042059463379,2024,31170,의왕시,151306,74874,76432,11895,12469,17449,22003,21028,26432,24748,10626,4948,928,16774,106858,27674,0.1153225913050374,0.145420538511361,0.138976643358492,0.1746923453134707,0.1635625817879,0.1090637516027123,0.1829008763697407,0.7062376905079772,0.5051485069990616,2024
21대대통령선거,경기도,의정부시,20250603,1,402095,310907,308729,2178,167551,113085,28093,의정부시,대한민국,0.5427122168633333,0.3662921202737676,0.09099566286289917,2024,31030,의정부시,456516,223735,232781,31834,39083,55851,59728,68162,81289,68622,34938,18042,2579,47489,322604,86423,0.1223418237257839,0.1308344066801601,0.1493091151241139,0.1780638575646855,0.1503167468391031,0.1217021966371386,0.1893099037054561,0.7066652647442806,0.5099076483628175,2024
21대대통령선거,경기도,이천시,20250603,1,191335,145722,144617,1105,69247,61729,13641,이천시,대한민국,0.478830289661658,0.4268447001389878,0.09432501019935416,2024,31210,이천시,230189,121327,108862,16530,22112,30345,34901,34907,37089,32229,15087,7722,1230,25147,166648,38394,0.1318264556516601,0.151618887088436,0.1516449526258856,0.161124119745079,0.1400110344108537,0.1044315757920665,0.1667933741403802,0.7239616141518491,0.4729244229741647,2024
21대대통령선거,경기도,파주시,20250603,1,433087,336478,334245,2233,184505,120301,29439,파주시,대한민국,0.5520052655985879,0.35991862256727847,0.08807611183413365,2024,31200,파주시,510689,262068,248621,44547,50937,55628,76631,85644,84599,64253,32234,18541,2925,66327,362032,82330,0.1089273510884315,0.1500541425407635,0.1677028485046672,0.1656565933474189,0.1258162991566295,0.1051520592767809,0.1612135761686662,0.7089089445827108,0.4868344530624313,2024
21대대통령선거,경기도,평택시,20250603,1,506849,381944,379276,2668,193007,147716,38553,평택시,대한민국,0.5088827133802297,0.38946835549837056,0.10164893112139972,2024,31070,평택시,615755,325497,290258,54131,55787,77693,103362,104397,101656,72677,32449,16821,2503,77960,455146,82649,0.1261751833115443,0.1678622179275848,0.1695430812579678,0.1650916354719003,0.118029086243717,0.0840805190376042,0.1342238390268857,0.7391673636430074,0.4713855348312235,2024
21대대통령선거,경기도,포천시,20250603,1,127307,95668,94900,768,45328,42497,7075,포천시,대한민국,0.4776396206533193,0.44780821917808217,0.07455216016859853,2024,31270,포천시,157166,86341,70825,7093,10120,21493,20801,18769,27590,29102,13532,8004,1428,10935,109688,36543,0.1367534963032717,0.132350508379675,0.1194215033785933,0.1755468740058282,0.1851672753649008,0.1461130269905704,0.2325121209421885,0.6979117620859473,0.4506381787409491,2024
21대대통령선거,경기도,하남시,20250603,1,272865,221808,220382,1426,111702,87145,21535,하남시,대한민국,0.5068562768284162,0.395427031245746,0.09771669192583786,2024,31180,하남시,320872,159390,161482,32031,30685,32145,49931,59121,48181,41883,21347,7898,1273,45839,224929,50104,0.1001801341344835,0.1556103368321324,0.1842510409135107,0.1501564486773542,0.1305286843351866,0.0951095764042982,0.1561494926325762,0.7009929192949214,0.5032598668627989,2024
21대대통령선거,경기도,화성시,40501206,2,790604,633695,629578,4117,334912,216366,78300,화성시갑,대한민국,0.53196267976327,0.3436682984475315,0.12436902178919848,2024,31240,화성시,1004079,532995,471084,105034,109692,121822,179937,191432,147508,97200,41407,18795,3080,153364,746232,104483,0.1213271067316416,0.1792060186499269,0.1906543210245408,0.1469087591713401,0.096805131867114,0.0630249213458303,0.104058545194153,0.7432004852207844,0.4691702545317649,2024
21대대통령선거,경상남도,거제시,20250603,1,192259,146586,145322,1264,69037,63490,12795,거제시,대한민국,0.47506227549854807,0.4368918677144548,0.08804585678699715,2024,38090,거제시,241284,131524,109760,20072,27017,20709,31140,47556,44647,32463,13901,5745,924,32416,173460,35408,0.0858283184960461,0.1290595315064405,0.1970955388670612,0.1850392069096997,0.1345426965733326,0.0852522338820643,0.1467482303012218,0.7189038643258566,0.4548996203643838,2024
21대대통령선거,경상남도,거창군,20250603,1,52316,41373,40919,454,12623,25259,3037,거창군,대한민국,0.30848749969451844,0.6172927002126152,0.0742198000928664,2024,38590,거창군,58393,28895,29498,3241,5360,4594,4786,6687,9935,11152,7155,5018,908,5212,34685,18496,0.0786738136420461,0.0819618789923449,0.1145171510283766,0.1701402565375986,0.1909817957631908,0.2240165773294744,0.3167502954121213,0.5939924305995582,0.5051632901203912,2024
21대대통령선거,경상남도,고성군,20250603,1,43287,33580,33260,320,10744,20573,1943,고성군,대한민국,0.32303066746843057,0.6185508117859291,0.05841852074564041,2024,38540,고성군,47664,24528,23136,1792,3631,3136,3525,5481,8197,10234,7001,4217,749,3240,27475,16949,0.0657938905673044,0.0739551863041289,0.1149924471299093,0.1719746559248069,0.2147113125209802,0.2510699899295065,0.3555933199060087,0.5764308492782813,0.48539778449144,2024
21대대통령선거,경상남도,김해시,20250603,1,448630,347546,344833,2713,164796,147543,32494,김해시,대한민국,0.4779008969559178,0.42786798247267516,0.09423112057140703,2024,38070,김해시,549861,284047,265814,43504,57727,61301,73254,92807,104634,73630,31695,14757,2206,67573,402333,79955,0.1114845388198108,0.1332227599338742,0.1687826559803295,0.1902917282731454,0.1339065691147399,0.0884914551132013,0.1454094762130793,0.7316994658650096,0.4834203553261642,2024
21대대통령선거,경상남도,남해군,20250603,1,36504,28758,28424,334,9931,16808,1685,남해군,대한민국,0.3493878412609063,0.5913312693498453,0.059280889389248526,2024,38550,남해군,39011,19474,19537,1380,2391,2346,2521,3738,6326,8704,6476,4421,901,2322,20569,16120,0.0601368844684832,0.0646227986978031,0.0958191279382738,0.1621593909410166,0.2231165568685755,0.302427520442952,0.4132167850093563,0.5272615416164671,0.5008074645612776,2024
21대대통령선거,경상남도,밀양시,20250603,1,90650,69757,69179,578,23125,41676,4378,밀양시,대한민국,0.3342777432457827,0.6024371557842698,0.06328510096994752,2024,38080,밀양시,102535,50309,52226,4650,6761,9104,9723,11632,16826,22218,13664,7470,1079,7319,61819,33397,0.0887891939337787,0.0948261569220266,0.1134441897888525,0.1641000633929877,0.2166869849319744,0.2166382210952357,0.3257131711123031,0.602906324669625,0.509348027502804,2024
21대대통령선거,경상남도,사천시,20250603,1,94356,73114,72451,663,25242,41495,5714,사천시,대한민국,0.34840098825413035,0.572731915363487,0.07886709638238258,2024,38060,사천시,109218,56670,52548,6860,9522,9202,11969,16621,18981,17962,11379,6559,1134,10879,70646,27693,0.0842535113259719,0.1095881631232947,0.152181874782545,0.1737900346096797,0.1644600706843194,0.1746232306030141,0.2535571059715431,0.6468347708253218,0.4811294841509641,2024
21대대통령선거,경상남도,산청군,20250603,1,30968,24668,24411,257,7478,15548,1385,산청군,대한민국,0.306337306951784,0.6369259759944288,0.056736717053787224,2024,38570,산청군,32480,15918,16562,987,1644,1784,2071,2768,5667,7850,5276,3828,704,1640,17226,13614,0.0549261083743842,0.0637623152709359,0.0852216748768472,0.1744766009852216,0.2416871921182266,0.3019704433497537,0.4191502463054187,0.5303571428571429,0.5099137931034483,2024
21대대통령선거,경상남도,양산시,20250603,1,303506,236806,235025,1781,105053,109649,20323,양산시,대한민국,0.44698649079885117,0.4665418572492288,0.08647165195192001,2024,38100,양산시,359629,181164,178465,30861,35513,34585,47164,61648,62273,52158,25881,11743,1593,46202,250547,62880,0.0961685514794413,0.1311462646227084,0.1714211034149081,0.1731590055306996,0.1450327976887292,0.1090484916399956,0.1748468560655564,0.6966818582483615,0.4962475217515829,2024
21대대통령선거,경상남도,의령군,20250603,1,23294,18214,17986,228,5421,11559,1006,의령군,대한민국,0.3014010897364617,0.6426665184032024,0.055932391860335814,2024,38510,의령군,24609,12365,12244,879,1160,1516,1874,2308,4034,5813,3764,2822,520,1380,13218,10011,0.0616034784022105,0.0761510016660571,0.0937868259579828,0.1639237677272542,0.2362143931082124,0.2887561461254013,0.4068023893697428,0.5371205656467146,0.4975415498394896,2024
21대대통령선거,경상남도,진주시,20250603,1,289796,231564,229518,2046,80491,127358,21669,진주시,대한민국,0.3506958059934297,0.5548932981291228,0.09441089587744753,2024,38030,진주시,346145,172465,173680,25101,34072,44081,41399,49406,58013,51837,28691,14561,2236,38567,238073,69505,0.1273483655693423,0.1196001675598376,0.1427320920423521,0.1675973941556284,0.1497551604096549,0.1314131361134784,0.2007973537101503,0.687784021147207,0.5017550448511462,2024
21대대통령선거,경상남도,창녕군,20250603,1,50638,38724,38386,338,11013,25310,2063,창녕군,대한민국,0.28690147449590997,0.6593549731673006,0.05374355233678946,2024,38530,창녕군,57766,29687,28079,2401,3664,4098,5231,6289,9404,12925,8034,5162,864,3858,33400,20508,0.0709413842052418,0.0905549977495412,0.1088702697088252,0.1627947235397984,0.2237475331509884,0.2433957691375549,0.3550185230066129,0.5781947858601946,0.4860817782086348,2024
21대대통령선거,경상남도,창원시마산합포구,20250603,1,154518,121931,120976,955,40797,70653,9526,창원시마산합포구,대한민국,0.3372321782832959,0.5840249305647401,0.07874289115196402,2024,38113,창원시 마산합포구,178265,88847,89418,12194,14719,17079,19809,26218,28444,31615,19384,8972,1349,18513,114098,45654,0.0958068044764816,0.111121083779766,0.1470731775727148,0.1595602053123159,0.1773483297338232,0.1666339438476425,0.2561018708103105,0.6400471208593947,0.5016015482568087,2024
21대대통령선거,경상남도,창원시마산회원구,20250603,1,156251,125065,124096,969,43522,70165,10409,창원시마산회원구,대한민국,0.3507123517276947,0.565409038164002,0.08387861010830325,2024,38114,창원시 마산회원구,178865,89288,89577,10825,16234,17371,19060,26571,32336,31971,17930,7163,877,17438,120211,41216,0.0971179381097475,0.1065608140217482,0.1485533782461633,0.1807843904620803,0.1787437452827551,0.1451933022111648,0.2304307718111425,0.6720767058955078,0.5008078718586644,2024
21대대통령선거,경상남도,창원시성산구,20250603,1,208940,171376,170021,1355,69874,80619,19528,창원시성산구,대한민국,0.4109727621882003,0.47417083772004637,0.11485640009175337,2024,38112,창원시 성산구,244140,126093,118047,17802,22650,29281,36158,37298,48726,38138,11804,3899,559,27306,185680,31154,0.1199352830343245,0.1481035471450807,0.1527729990988777,0.1995822069304497,0.1562136479069386,0.0666093225198656,0.1276071106742033,0.7605472270009012,0.4835217498156795,2024
21대대통령선거,경상남도,창원시의창구,20250603,1,181085,144279,143152,1127,54737,74483,13932,창원시의창구,대한민국,0.3823697887560076,0.5203070861741366,0.09732312506985581,2024,38111,창원시 의창구,210801,107232,103569,15105,18657,23723,26603,31597,39171,35441,15110,6280,954,22990,149992,37819,0.1125374168054231,0.1261995910835337,0.1498901807866186,0.1858198016138443,0.1681253883994857,0.105995702107675,0.1794061697999535,0.7115336265008231,0.491311711045014,2024
21대대통령선거,경상남도,창원시진해구,20250603,1,157266,122023,121055,968,49732,60152,11171,창원시진해구,대한민국,0.4108215274048986,0.49689810416752717,0.09228036842757424,2024,38115,창원시 진해구,188972,98258,90714,15469,20420,18212,23090,34224,31636,26563,14132,6396,913,24410,130475,34087,0.0963740659991956,0.1221874140084245,0.1811061956268653,0.167411045022543,0.1405657981076561,0.1134612535190398,0.1803812204982748,0.690446203670385,0.4800393709120928,2024
21대대통령선거,경상남도,통영시,20250603,1,102203,79149,78491,658,27921,45078,5492,통영시,대한민국,0.35572231211221667,0.5743078824323807,0.06996980545540253,2024,38050,통영시,120204,62586,57618,6850,11695,9335,11885,19306,21456,21908,12517,5589,726,11967,78903,29334,0.0776596452697081,0.0988735815779841,0.1606102958304216,0.1784965558550464,0.1822568300555722,0.156666999434295,0.2440351402615553,0.656409104522312,0.4793351302785265,2024
21대대통령선거,경상남도,하동군,20250603,1,37540,30092,29739,353,10904,17035,1800,하동군,대한민국,0.36665657890312386,0.5728168398399408,0.06052658125693534,2024,38560,하동군,38704,19240,19464,1340,2038,2070,2395,3594,6910,9360,6129,4224,809,2180,20799,15725,0.0534828441504754,0.0618799090533278,0.0928586192641587,0.1785345183960314,0.2418354692021496,0.288393964448119,0.406288755684167,0.5373863166597768,0.5028937577511369,2024
21대대통령선거,경상남도,함안군,20250603,1,51990,40601,40263,338,13802,23755,2706,함안군,대한민국,0.34279611554032235,0.58999577776122,0.06720810669845764,2024,38520,함안군,61675,33224,28451,2948,5135,5343,6101,8287,10531,11724,6992,4283,758,5065,38776,17834,0.0866315362788812,0.0989217673287393,0.1343656262667207,0.1707498986623429,0.1900932306445075,0.1951033644102148,0.2891609241994325,0.6287150385083097,0.461305229023105,2024
21대대통령선거,경상남도,함양군,20250603,1,32702,25848,25568,280,8489,15503,1576,함양군,대한민국,0.3320165832290363,0.6063438673341677,0.061639549436796,2024,38580,함양군,35073,17180,17893,1404,2339,1978,2203,3503,6213,7877,5182,3908,645,2342,19104,13627,0.056396658398198,0.0628118495708949,0.0998773985686995,0.1771448122487383,0.2245887149659282,0.2775639380720212,0.3885324893792946,0.5446924985031221,0.5101645140136287,2024
21대대통령선거,경상남도,합천군,20250603,1,37329,28935,28567,368,7001,20132,1434,합천군,대한민국,0.2450729863128785,0.7047292330311198,0.05019778065600168,2024,38600,합천군,38950,19218,19732,1181,1868,2103,2411,3330,6268,9395,6629,5037,864,1963,19729,17258,0.053992297817715,0.0618998716302952,0.0854942233632862,0.1609242618741977,0.2412066752246469,0.3216944801026957,0.4430808729139923,0.5065211810012837,0.5065982028241335,2024
21대대통령선거,경상북도,경산시,20250603,1,232652,182130,180802,1328,44160,120563,16079,경산시,대한민국,0.24424508578444928,0.6668233758476123,0.0889315383679384,2024,37100,경산시,298529,151645,146884,18114,28546,53781,35348,39796,47599,41272,22657,11860,1722,27233,216287,55009,0.1801533519356578,0.1184072569164134,0.1333069819012558,0.1594451460327137,0.1382512251741036,0.1213918915750228,0.1842668551464011,0.7245091766629038,0.4920259003312911,2024
21대대통령선거,경상북도,경주시,20250603,1,217320,172873,171689,1184,45754,112844,13091,경주시,대한민국,0.26649348531356115,0.6572581819452615,0.07624833274117736,2024,37020,경주시,258733,132153,126580,14741,19867,27412,28367,33989,46155,46182,26910,14594,2273,22487,170788,65458,0.1059470573912102,0.109638121151921,0.1313670849872262,0.1783885318069206,0.1784928864891606,0.169197589793339,0.2529943996320531,0.6600936100149575,0.4892302102940096,2024
21대대통령선거,경상북도,고령군,20250603,1,27768,22163,21959,204,4130,16684,1145,고령군,대한민국,0.18807778131973224,0.7597795892344824,0.05214262944578533,2024,37570,고령군,30934,16357,14577,1116,1642,2617,2844,3396,5388,6685,4265,2694,422,1760,18610,10564,0.084599469839012,0.0919376737570311,0.1097821167647249,0.1741772806620547,0.2161052563522338,0.2386047714488912,0.3415012607486907,0.6016034137195319,0.4712290683390444,2024
21대대통령선거,경상북도,구미시,20250603,1,338629,259989,258015,1974,72584,160141,25290,구미시,대한민국,0.2813169776950952,0.6206654651861326,0.09801755711877216,2024,37050,구미시,407365,211605,195760,34770,42845,48772,60156,70758,71426,51606,19934,9834,1605,53032,302022,52311,0.1197255532507702,0.147671007573061,0.1736968075313294,0.1753366145839726,0.1266824592196187,0.0770144710517594,0.1284130939084113,0.7414039006787525,0.480551839259632,2024
21대대통령선거,경상북도,군위군,20250603,1,21402,17745,17624,121,2616,14246,762,군위군,대한민국,0.1484339536995007,0.8083295506128008,0.04323649568769859,2024,22520,군위군,21493,10840,10653,501,788,1011,1340,1620,3652,5773,3923,2578,367,822,10900,9771,0.0470385706974363,0.062345880053971,0.0753733773786814,0.169915786535151,0.268599078769832,0.3195458986646815,0.4546131298562322,0.5071418601405109,0.4956497464290699,2024
21대대통령선거,경상북도,김천시,20250603,1,117773,93605,92954,651,23343,62634,6977,김천시,대한민국,0.25112421197581597,0.6738171568732921,0.07505863115089184,2024,37030,김천시,136187,68702,67485,8927,11735,12824,14509,17789,22394,24161,14614,8752,1497,13555,86363,36269,0.094164641265319,0.1065373346942072,0.1306218655231409,0.1644356656655921,0.1774104723652037,0.1825651493901767,0.2663176367788408,0.6341501024326844,0.4955318789605469,2024
21대대통령선거,경상북도,문경시,20250603,1,59787,47655,47235,420,10266,34287,2682,문경시,대한민국,0.2173388377262623,0.7258812321371864,0.05677993013655128,2024,37090,문경시,65505,32346,33159,3297,4593,4521,5014,7471,10722,14026,9317,5963,952,5131,37179,23195,0.0690176322418136,0.0765437752843294,0.1140523624150828,0.1636821616670483,0.2141210594611098,0.2477978780245782,0.3540951072437218,0.5675749942752462,0.5062056331577742,2024
21대대통령선거,경상북도,봉화군,20250603,1,26412,21210,21019,191,5248,14719,1052,봉화군,대한민국,0.24967886198201628,0.7002711832151862,0.05004995480279747,2024,37610,봉화군,27972,14123,13849,935,1523,1276,1641,2557,4665,7049,4564,3299,572,1544,14510,11918,0.0456170456170456,0.0586658086658086,0.0914128414128414,0.1667739167739167,0.252002002002002,0.3015515515515515,0.426068926068926,0.5187330187330187,0.4951022451022451,2024
21대대통령선거,경상북도,상주시,20250603,1,81951,65682,65108,574,14270,46856,3982,상주시,대한민국,0.21917429501750937,0.7196657860785157,0.06115991890397494,2024,37080,상주시,92458,45885,46573,4374,7023,7262,7192,10048,14805,19367,12749,8632,1512,6905,53133,32420,0.0785437712258539,0.0777866707045361,0.1086763719743018,0.160126760258712,0.2094680828051656,0.2476043176361158,0.3506456985874667,0.5746717428454001,0.5037206082761903,2024
21대대통령선거,경상북도,성주군,20250603,1,38236,31647,31387,260,5989,23775,1623,성주군,대한민국,0.19081148246089144,0.7574792111383694,0.05170930640073916,2024,37580,성주군,41068,21846,19222,1553,1905,2797,3907,4074,6851,9769,6214,3501,645,2334,23738,14996,0.0681065549819811,0.0951348982175903,0.0992013246323171,0.1668208824388818,0.237873770332132,0.2522645368656862,0.3651504821272036,0.5780169475017045,0.4680529852926853,2024
21대대통령선거,경상북도,안동시,20250603,1,136331,108216,107288,928,33560,65739,7989,안동시,대한민국,0.31280292297367834,0.6127339497427485,0.07446312728357318,2024,37040,안동시,153692,76360,77332,8926,12908,16656,14600,19515,25209,27138,17342,10705,1751,13915,97054,42723,0.1083725893345131,0.0949951851755459,0.1269747286781355,0.1640228508965984,0.176573927074929,0.1938812690315696,0.277978033990058,0.6314837467142076,0.5031621684928298,2024
21대대통령선거,경상북도,영덕군,20250603,1,30579,24558,24336,222,4407,18780,1149,영덕군,대한민국,0.18108974358974358,0.7716962524654832,0.047214003944773174,2024,37550,영덕군,32655,16101,16554,1219,1598,1792,2473,3213,5272,7140,5449,4066,580,1922,17022,13711,0.0548767416934619,0.0757311284642474,0.0983922829581993,0.1614454141785331,0.2186495176848874,0.3091410197519522,0.4198744449548308,0.5212677997243914,0.5069361506660542,2024
21대대통령선거,경상북도,영양군,20250603,1,14161,11615,11518,97,2848,8104,566,영양군,대한민국,0.24726515019968745,0.703594374023268,0.049140475777044626,2024,37540,영양군,15059,7493,7566,520,768,673,1032,1451,2505,3614,2411,1871,272,835,7937,6287,0.0446908825287203,0.0685304469088252,0.0963543395975828,0.1663457068862474,0.2399893751245102,0.3024105186267348,0.417491201274985,0.5270602297629324,0.502423799721097,2024
21대대통령선거,경상북도,영주시,20250603,1,86901,68942,68356,586,18860,45015,4481,영주시,대한민국,0.2759084791386272,0.6585376558019779,0.06555386505939494,2024,37060,영주시,99151,49626,49525,5178,8430,8831,8086,11773,16841,18978,12659,7774,1271,8351,59879,30921,0.0890661717985698,0.0815523797036842,0.1187380863531381,0.169852043852306,0.1914050286936087,0.2188984478220088,0.311857671632157,0.6039172575163135,0.4994906758378634,2024
21대대통령선거,경상북도,영천시,20250603,1,87894,69766,69246,520,14223,51359,3664,영천시,대한민국,0.20539814574127024,0.7416890506310834,0.05291280362764636,2024,37070,영천시,99523,51803,47720,5186,5866,8681,9996,11428,16892,20104,13141,7631,1099,7498,60422,31603,0.0872260683460104,0.1004390944806728,0.1148277282638184,0.1697296102408488,0.2020035569667313,0.2197582468374144,0.3175446881625353,0.6071159430483406,0.4794871537232599,2024
21대대통령선거,경상북도,예천군,20250603,1,46657,38177,37759,418,10039,25065,2655,예천군,대한민국,0.265870388516645,0.6638152493445272,0.07031436213882783,2024,37600,예천군,53609,26414,27195,4230,4387,3279,5196,6990,7426,9777,6793,5102,868,6276,29634,17699,0.0611651028745173,0.0969240239512022,0.1303885541606819,0.1385215169094741,0.1823760935663787,0.2380756962450335,0.3301497882818183,0.5527803167378612,0.5072842246637691,2024
