election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_국민의힘,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
21대대통령선거,강원도,홍천군,20250603,1,59907,46624,46206,418,19301,23549,3356,홍천군,대한민국,0.4177163138986279,0.5096524260918496,0.07263126000952257,2024,32510,홍천군,65719,34252,31467,3338,4031,5172,6288,7075,10789,15737,8080,4735,814,5009,39197,21513,0.0786987020496355,0.0956800925151021,0.1076553203791901,0.1641686574658774,0.2394589083826595,0.2073829486145559,0.3273482554512393,0.596433299350264,0.4788113026674173,2024
21대대통령선거,강원도,화천군,20250603,1,20014,15736,15579,157,6260,7734,1585,화천군,대한민국,0.4018229668143013,0.4964375120354323,0.10173952115026638,2024,32570,화천군,22278,11914,10364,1538,1511,2589,2670,2324,3419,4317,2259,1596,209,2173,14006,6099,0.1162133046054403,0.1198491785618098,0.1043181614148487,0.1534697908250291,0.1937786156746566,0.1824221204776012,0.2737678427147859,0.6286919831223629,0.4652123170841188,2024
21대대통령선거,강원도,횡성군,20250603,1,41725,32863,32597,266,13347,17208,2042,횡성군,대한민국,0.4094548578090008,0.5279013406141669,0.06264380157683222,2024,32520,횡성군,45947,23881,22066,1953,3120,3356,3637,4567,7586,11530,6208,3608,595,2979,26810,16158,0.0730406773021089,0.0791564193527325,0.0993971314775719,0.1651032711602498,0.250941301934838,0.226587154765273,0.3516660500141467,0.5834983785666094,0.4802489825233421,2024
21대대통령선거,경기도,가평군,20250603,1,56266,43652,43316,336,17945,22378,2993,가평군,대한민국,0.4142810970542063,0.5166220334287561,0.06909686951703758,2024,31570,가평군,60384,30865,29519,2916,4066,5158,5571,6913,10503,13499,7539,3964,564,4468,37174,18742,0.0854199788023317,0.0922595389507154,0.114483969263381,0.1739368044515103,0.2235525967143614,0.1998377053524112,0.3103802331743508,0.6156266560678325,0.4888546634870164,2024
21대대통령선거,경기도,고양시덕양구,20250603,1,424683,341499,339193,2306,183659,122394,33140,고양시덕양구,대한민국,0.5414586975556689,0.3608388144802517,0.09770248796407945,2024,31101,고양시 덕양구,482446,236705,245741,37304,38989,52582,71842,75249,84204,70895,33638,18812,2911,53592,342252,86602,0.1089904362353507,0.148912002586818,0.1559739328339337,0.1745355956936113,0.1469490886026622,0.1147506663958246,0.179506100164578,0.7094099650530836,0.5093647786488021,2024
21대대통령선거,경기도,고양시일산동구,20250603,1,255448,201343,199942,1401,103306,77368,19268,고양시일산동구,대한민국,0.5166798371527743,0.3869522161426814,0.09636794670454432,2024,31103,고양시 일산동구,288578,139911,148667,18907,25140,34385,38816,43587,55408,42856,17671,11631,2411,29138,209519,49921,0.1191532272037369,0.1345078280395595,0.1510406198670723,0.1920035484340455,0.1485075092349382,0.1098940321161003,0.1729896249887378,0.7260394070234044,0.5151709416518238,2024
21대대통령선거,경기도,고양시일산서구,20250603,1,243541,196109,194873,1236,101911,74746,18216,고양시일산서구,대한민국,0.5229611080036742,0.3835626279679586,0.09347626402836719,2024,31104,고양시 일산서구,273944,132397,141547,17939,27284,31359,32241,41297,55256,41168,17109,10889,1683,29091,197763,47090,0.1144723009082148,0.1176919370382268,0.1507497882778962,0.2017054580498204,0.1502788891160237,0.1083469614227725,0.1718964459889612,0.7219103174371404,0.5167004935315247,2024
21대대통령선거,경기도,과천시,20250603,1,68790,58928,58532,396,24871,26993,6668,과천시,대한민국,0.42491286817467366,0.4611665413790747,0.11392059044625162,2024,31110,과천시,81213,39761,41452,9455,7639,8245,12645,12704,12966,10977,4732,2326,407,12758,56198,12257,0.1015231551598881,0.1557016733774149,0.1564281580535136,0.1596542425473754,0.1351630896531343,0.091918781475872,0.1509241131345966,0.6919828106337655,0.5104108948074816,2024
21대대통령선거,경기도,광명시,20250603,1,244138,203585,202266,1319,107527,74375,20364,광명시,대한민국,0.5316118378768552,0.36770885863170283,0.10067930349144197,2024,31060,광명시,272371,133393,138978,19493,26298,29901,36168,44012,48129,40831,19988,8633,1269,30080,193396,48895,0.10978040980868,0.1327894673074593,0.1615884216748479,0.1767038341086239,0.149909498441464,0.1097400237176498,0.1795161746294576,0.7100462237169155,0.5102525599274519,2024
21대대통령선거,경기도,광주시,20250603,1,339630,263384,261876,1508,144804,96824,20248,광주시,대한민국,0.552948723823489,0.36973223968595825,0.07731903649055279,2024,31250,광주시,402335,207712,194623,32662,35022,42841,56837,68890,69080,59246,27901,11772,1766,47237,286641,68457,0.1064809176432574,0.1412678489318602,0.1712254713112207,0.1716977145910746,0.1472553966222178,0.1029962593361253,0.1701492537313433,0.712443610424149,0.4837337044999814,2024
21대대통령선거,경기도,구리시,20250603,1,162776,130757,129876,881,66685,50865,12326,구리시,대한민국,0.5134512920016016,0.3916427977455419,0.09490591025285657,2024,31120,구리시,182102,89902,92200,12416,15683,21038,24033,28322,33473,28583,13071,6201,817,18869,130692,32541,0.1155286597621113,0.1319754862659388,0.1555282204478808,0.1838145654633117,0.1569614831248421,0.1103172947029686,0.1786965546781474,0.7176856926337987,0.5063096506353582,2024
21대대통령선거,경기도,군포시,20250603,1,222936,182598,181309,1289,95725,67312,18272,군포시,대한민국,0.5279660689761677,0.37125570159230925,0.10077822943152298,2024,31160,군포시,258110,127967,130143,15822,22216,30679,35739,37803,47492,41611,17713,9202,1788,24647,186457,47006,0.1188601758939986,0.1384642206811049,0.1464608112820115,0.1839990701638836,0.161214210995312,0.111204525202433,0.182116152028205,0.7223935531362597,0.5042152570609431,2024
21대대통령선거,경기도,김포시,20250603,1,398834,315636,313722,1914,167675,117969,28078,김포시,대한민국,0.5344700084788443,0.37603037083787555,0.0894996206832801,2024,31230,김포시,499536,257239,242297,48265,52072,51098,74769,95187,75553,60609,31598,14165,2149,71785,352017,75734,0.1022909259793088,0.1496769001633515,0.1905508311713269,0.1512463566189423,0.1213305947919669,0.0959130072707472,0.1516086928669805,0.7046879504179879,0.4850441209442362,2024
21대대통령선거,경기도,남양주시,20250603,1,617951,484777,481803,2974,261539,179144,41120,남양주시,대한민국,0.5428338968416552,0.3718200177250868,0.08534608543325799,2024,31130,남양주시,718385,355844,362541,57218,75394,76401,85015,122173,126781,99448,53109,25976,4057,88912,500852,128621,0.1063510513164946,0.1183418362020365,0.1700661901348163,0.1764805779630699,0.138432734536495,0.115734599135561,0.1790418786583795,0.6971916173082678,0.5046611496620893,2024
21대대통령선거,경기도,동두천시,20250603,1,76927,56479,56097,382,28433,23681,3983,동두천시,대한민국,0.5068541989767724,0.42214378665525787,0.07100201436796977,2024,31080,동두천시,89466,44744,44722,4694,7697,9744,9505,12002,15954,15027,8945,5656,863,7625,59290,22551,0.1089128831064314,0.1062414772092191,0.1341515212482954,0.1783247267118234,0.1679632486084099,0.1728477857510115,0.2520622359332036,0.6627098562582433,0.499877048264145,2024
21대대통령선거,경기도,부천시,60751809,3,675103,537830,534089,3741,291355,193772,48962,부천시원미구,대한민국,0.5455176946164403,0.3628084457833807,0.091673859600179,6072.0,93156.0,부천시,794082.0,391262.0,402820.0,49796.0,62950.0,92521.0,111648.0,117793.0,141651.0,136409.0,57997.0,25049.0,4128.0,74551.0,571393.0,148138.0,0.11651315607204293,0.14060008915955782,0.14833858468017158,0.17838334076329648,0.17178200739973956,0.10977959455068872,0.18655252228359287,0.7195642263645317,0.507277585942006,2024
21대대통령선거,경기도,성남시분당구,20250603,1,397014,332152,330073,2079,146248,147997,35828,성남시분당구,대한민국,0.4430777434082763,0.448376571243331,0.10854568534839262,2024,31023,성남시 분당구,447920,217422,230498,35391,47059,49741,63420,75635,77592,57518,28628,14884,2685,55162,320546,72212,0.1110488480085729,0.1415877835327737,0.1688582782639757,0.1732273620289337,0.1284113234506161,0.1031367208430076,0.1612162886229683,0.7156322557599571,0.5145963564922308,2024
21대대통령선거,경기도,성남시수정구,20250603,1,208154,166071,164931,1140,89700,59467,15764,성남시수정구,대한민국,0.5438637975880823,0.36055683892051826,0.09557936349139944,2024,31021,성남시 수정구,246990,124373,122617,15127,17070,34027,37393,35517,41132,39088,19893,8191,1056,21409,178562,47019,0.1377667112028827,0.1513947933114701,0.1437993441030001,0.1665330580185432,0.1582574193287177,0.1179804850398801,0.1903680310943762,0.722952346248836,0.4964452002105348,2024
21대대통령선거,경기도,성남시중원구,20250603,1,184068,146706,145677,1029,83821,49360,12496,성남시중원구,대한민국,0.5753893888534223,0.3388317991172251,0.08577881202935261,2024,31022,성남시 중원구,205957,103516,102441,12353,13871,25550,31713,29804,34830,33950,17020,7160,933,17746,147493,40718,0.1240550211937443,0.1539787431357031,0.1447098180688202,0.1691129701830964,0.1648402336410027,0.12193321907,0.1977014619556509,0.7161349213670815,0.4973902319416188,2024
21대대통령선거,경기도,수원시권선구,20250603,1,313951,246530,244683,1847,127809,91049,25825,수원시권선구,대한민국,0.5223452385331224,0.372110036250986,0.10554472521589159,2024,31012,수원시 권선구,370600,186916,183684,26831,31091,47460,59021,59265,64487,52914,21898,9411,1396,39763,275683,55154,0.1280626011872639,0.1592579600647598,0.1599163518618456,0.1740070156502968,0.142779276848354,0.0882487857528332,0.1488235294117647,0.7438828926065839,0.4956395035078251,2024
21대대통령선거,경기도,수원시영통구,20250603,1,301242,250748,248889,1859,122204,92635,34050,수원시영통구,대한민국,0.49099799509018077,0.3721940302705222,0.13680797463929703,2024,31014,수원시 영통구,364750,182691,182059,32014,40291,56691,61778,63666,57372,35860,13492,6375,984,48332,281271,35147,0.1554242631939684,0.1693708019191226,0.1745469499657299,0.1572912954078135,0.0983139136394791,0.0571651816312542,0.0963591501028101,0.7711336531871145,0.4991336531871144,2024
21대대통령선거,경기도,수원시장안구,20250603,1,238889,193748,192328,1420,98188,72781,21359,수원시장안구,대한민국,0.5105236886984734,0.37842123871719147,0.1110550725843351,2024,31011,수원시 장안구,280812,141278,139534,17284,26242,42491,36470,40662,50962,39618,18207,9498,1471,26986,207750,46076,0.1513147586285486,0.1298733672350184,0.1448015042092218,0.1814808483967921,0.1410837143711807,0.1038986937880147,0.1640813070666495,0.7398188111619162,0.4968947195988775,2024
