election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_녹색당,party_한국국민당,party_대한애국당,party_민중당,party_한반도미래연합,party_국민의힘,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_녹색당,ratio_한국국민당,ratio_대한애국당,ratio_민중당,ratio_한반도미래연합,ratio_국민의힘,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
7회지방선거_기초단체장,경기도,남양주시,20180613,4,537349,294808,289972,4836,186730.0,0.0,0.0,3120.0,0.0,0.0,77427.0,22695.0,남양주시,남양주시,0.6439587270495082,0.0,0.0,0.010759659553336184,0.0,0.0,0.26701543597312843,0.07826617742402715,2017,31130,남양주시,644936,322289,322647,74789,72682,73290,91954,120569,101297,63905,37967,14210,1866,102283,462109,80544,0.1136391828026346,0.1425784884081521,0.1869472319734051,0.1570651971668506,0.099087351303075,0.083795911532307,0.1248868104742176,0.7165191584901448,0.5002775469193842,2017
7회지방선거_기초단체장,경기도,동두천시,20180613,4,80603,43681,42771,910,21848.0,0.0,0.0,0.0,0.0,0.0,17153.0,3770.0,동두천시,동두천시,0.5108134016038904,0.0,0.0,0.0,0.0,0.0,0.4010427626195319,0.08814383577657758,2017,31080,동두천시,97373,48666,48707,9122,10154,11266,12706,16195,15849,10736,8301,3503,498,12579,67923,16871,0.1156994238649317,0.1304879175952266,0.1663192055292535,0.1627658591190576,0.1102564365891982,0.1263389235208938,0.1732615817526419,0.697554763640845,0.5002105306399105,2017
7회지방선거_기초단체장,경기도,부천시,20180613,4,715281,396271,389797,6474,258028.0,0.0,0.0,0.0,0.0,0.0,79726.0,52043.0,부천시,부천시,0.6619548123766986,0.0,0.0,0.0,0.0,0.0,0.20453210260725455,0.1335130850160468,6051.0,93156.0,부천시,845514.0,420656.0,424858.0,76194.0,80043.0,121987.0,131770.0,140887.0,154031.0,88671.0,40117.0,16811.0,2292.0,103761.0,649082.0,92671.0,0.1442755530955135,0.15584602975231635,0.1666288198657858,0.182174393327609,0.10487230252840284,0.07004023588018649,0.10960315263851338,0.7676774127926917,0.5024848790203356,2017
7회지방선거_기초단체장,경기도,성남시분당구,20180613,4,401672,266968,263032,3936,146497.0,0.0,0.0,0.0,2519.0,0.0,88788.0,25228.0,성남시분당구,성남시,0.5569550472946257,0.0,0.0,0.0,0.009576781532285045,0.0,0.3375558867362146,0.0959122844368746,2017,31023,성남시 분당구,475778,230620,245158,49291,54497,60889,74979,90215,73331,41583,23671,10740,1596,69452,354066,52260,0.1279777543308013,0.1575924065425471,0.1896157451584562,0.1541286061986893,0.0874000058850976,0.0756802542362194,0.1098411443992786,0.7441832114977994,0.5152781339196012,2017
7회지방선거_기초단체장,경기도,성남시수정구,20180613,4,204053,115712,113429,2283,67660.0,0.0,0.0,0.0,2076.0,0.0,31301.0,12392.0,성남시수정구,성남시,0.5964964867890927,0.0,0.0,0.0,0.018302197850637844,0.0,0.27595235786262773,0.1092489574976417,2017,31021,성남시 수정구,241862,122336,119526,19287,19686,35361,38351,39706,42474,28747,14757,4653,563,25734,184475,31653,0.1462032067873415,0.1585656283335125,0.1641679966261752,0.1756125393819616,0.1188570341765138,0.0825801490105928,0.1308721502344312,0.762728332685581,0.4941909022500434,2017
7회지방선거_기초단체장,경기도,성남시중원구,20180613,4,195192,112195,110108,2087,66344.0,0.0,0.0,0.0,2238.0,0.0,31609.0,9917.0,성남시중원구,성남시,0.6025356922294475,0.0,0.0,0.0,0.0203254986013732,0.0,0.2870726922657754,0.09006611690340394,2017,31022,성남시 중원구,226657,114220,112437,18817,19918,31818,35230,37515,40631,25965,13383,4530,652,25509,172028,29120,0.140379516185249,0.1554330993527665,0.165514411644026,0.1792620567641855,0.1145563560798916,0.081907904895944,0.1284760673616963,0.7589794270638013,0.4960667440229068,2017
7회지방선거_기초단체장,경기도,수원시권선구,20180613,4,342897,197362,194638,2724,127476.0,0.0,0.0,0.0,0.0,0.0,55448.0,11714.0,수원시권선구,수원시,0.654938912237076,0.0,0.0,0.0,0.0,0.0,0.28487756758700766,0.060183520175916314,2017,31012,수원시 권선구,364662,183919,180743,39808,35126,52795,64597,62934,60417,31029,14923,5729,722,52291,279116,33255,0.144777903921988,0.1771421206487103,0.1725817332214489,0.1656794511081494,0.0850897543478618,0.0586131815215185,0.0911940372180265,0.7654101606419095,0.495645282480763,2017
7회지방선거_기초단체장,경기도,수원시영통구,20180613,4,273531,174673,172609,2064,121351.0,0.0,0.0,0.0,0.0,0.0,39710.0,11548.0,수원시영통구,수원시,0.7030398183177007,0.0,0.0,0.0,0.0,0.0,0.23005752886581812,0.06690265281648118,2017,31014,수원시 영통구,352487,178617,173870,44349,43829,57465,64748,66477,47215,19172,9202,3771,471,60041,271724,20722,0.1630272889496634,0.1836890438512626,0.1885941892892504,0.133948202345051,0.0543906583788905,0.0381404136890154,0.0587879836703197,0.7708766564440674,0.4932664183359954,2017
7회지방선거_기초단체장,경기도,수원시장안구,20180613,4,202140,121942,120346,1596,80561.0,0.0,0.0,0.0,0.0,0.0,32260.0,7525.0,수원시장안구,수원시,0.6694115300882456,0.0,0.0,0.0,0.0,0.0,0.2680604257723564,0.06252804413939807,2017,31011,수원시 장안구,295436,149660,145776,27797,34275,46694,40648,52722,49228,25344,14516,6245,891,39240,224390,31806,0.1580511515184337,0.1375864823515076,0.1784548937841021,0.1666283052843932,0.0857850769709852,0.0732882925574405,0.1076578345225361,0.7595215207354554,0.4934266643198527,2017
7회지방선거_기초단체장,경기도,수원시팔달구,20180613,4,161673,88398,87158,1240,55683.0,0.0,0.0,0.0,0.0,0.0,26451.0,5024.0,수원시팔달구,수원시,0.6388742284127676,0.0,0.0,0.0,0.0,0.0,0.3034833291264141,0.05764244246081828,2017,31013,수원시 팔달구,206080,104333,101747,15744,17223,30428,32896,35009,36841,22781,11779,4279,556,21597,158769,25714,0.1476513975155279,0.1596273291925465,0.1698806288819875,0.1787703804347826,0.1105444487577639,0.0806191770186335,0.1247767857142857,0.7704241071428571,0.4937257375776397,2017
7회지방선거_기초단체장,경기도,시흥시,20180613,4,350586,185311,182412,2899,132261.0,0.0,0.0,0.0,0.0,0.0,50151.0,0.0,시흥시,시흥시,0.7250674297743569,0.0,0.0,0.0,0.0,0.0,0.27493257022564305,0.0,2017,31150,시흥시,446369,237042,209327,45860,48035,64215,73792,87263,75633,32363,15997,6690,958,62962,347874,35533,0.1438607967847229,0.165316139785693,0.1954952068804061,0.1694405301443424,0.0725027947729345,0.0529718685661414,0.0796045424301418,0.7793417553638358,0.4689550573628545,2017
7회지방선거_기초단체장,경기도,안산시단원구,20180613,4,252537,134641,132391,2250,70777.0,0.0,0.0,0.0,0.0,0.0,41744.0,19870.0,안산시단원구,안산시,0.5346058266800613,0.0,0.0,0.0,0.0,0.0,0.3153084424167806,0.15008573090315808,2017,31092,안산시 단원구,354452,186649,167803,30461,36659,54472,56779,68329,64804,28332,11734,5347,711,42740,283782,27930,0.1536794826944127,0.1601881213817385,0.1927736336654892,0.182828704591877,0.0799318384435692,0.0501957951993499,0.0787976933407062,0.8006218049270423,0.473415300238114,2017
7회지방선거_기초단체장,경기도,안산시상록구,20180613,4,301162,160037,157219,2818,91787.0,0.0,0.0,0.0,0.0,0.0,45105.0,20327.0,안산시상록구,안산시,0.5838162054204644,0.0,0.0,0.0,0.0,0.0,0.2868928055769341,0.12929098900260147,2017,31091,안산시 상록구,379209,193021,186188,34021,42180,61802,54759,69614,66954,29473,15921,7001,975,47643,296550,35016,0.1629760897025123,0.1444032182780472,0.1835768665828079,0.1765622651361122,0.0777223114430301,0.0630180190870997,0.09233958054793,0.78202257857804,0.490990456450137,2017
7회지방선거_기초단체장,경기도,안성시,20180613,4,149626,82036,80617,1419,41592.0,0.0,0.0,0.0,0.0,0.0,27392.0,11633.0,안성시,안성시,0.515920959599092,0.0,0.0,0.0,0.0,0.0,0.3397794509842837,0.1442995894166243,2017,31220,안성시,198832,103648,95184,18853,21105,28219,30228,32240,30218,19819,12708,6404,869,25598,145045,28189,0.1419238351975537,0.1520278426007886,0.1621469381186127,0.1519775488854912,0.0996771143477911,0.1004918725356079,0.1417729540516617,0.7294851935302165,0.4787156996861672,2017
7회지방선거_기초단체장,경기도,안양시동안구,20180613,4,268004,174900,172646,2254,98333.0,0.0,0.0,0.0,0.0,0.0,64044.0,10269.0,안양시동안구,안양시,0.5695643107862332,0.0,0.0,0.0,0.0,0.0,0.37095559700195774,0.05948009221180914,2017,31042,안양시 동안구,322590,158660,163930,31732,37238,44131,47451,59481,55867,29417,13775,6018,769,45229,245932,31429,0.1368021327381506,0.1470938342788059,0.1843857528131684,0.1731826777023466,0.0911900554883908,0.0637403515298056,0.0974270746148361,0.7623670913543508,0.5081682631203696,2017
7회지방선거_기초단체장,경기도,안양시만안구,20180613,4,216498,129858,127969,1889,70697.0,0.0,0.0,0.0,0.0,0.0,51084.0,6188.0,안양시만안구,안양시,0.5524541099797607,0.0,0.0,0.0,0.0,0.0,0.39919042893200696,0.048355461088232306,2017,31041,안양시 만안구,254107,127061,127046,20891,22715,37806,37813,39904,46702,29087,14675,5604,727,28361,193340,32406,0.1487798447110862,0.1488073921615697,0.1570362091559854,0.183788718925492,0.1144675274589051,0.0826659635507876,0.1275289543381331,0.7608605823531032,0.499970484874482,2017
7회지방선거_기초단체장,경기도,양주시,20180613,4,171243,94174,92655,1519,66623.0,0.0,0.0,0.0,0.0,0.0,26032.0,0.0,양주시,양주시,0.7190437645027251,0.0,0.0,0.0,0.0,0.0,0.28095623549727483,0.0,2017,31260,양주시,212631,109115,103516,22521,23344,25489,29634,38395,33689,21959,13737,5437,762,31263,152570,28798,0.1198743362915097,0.1393682012500529,0.1805710362082669,0.1584387977293997,0.1032728059408082,0.0937586711250946,0.135436507376629,0.717534131899864,0.4868339988054423,2017
7회지방선거_기초단체장,경기도,양평군,20180613,4,98582,61001,59760,1241,22222.0,0.0,0.0,0.0,0.0,0.0,21484.0,15199.0,양평군,양평군,0.3772515066632714,0.0,0.0,0.0,0.0,0.0,0.3647228588405059,0.25802563449622273,2017,31580,양평군,109359,54876,54483,8873,10260,10459,11433,15588,19740,16877,11293,5048,709,12348,72761,24250,0.0956391334961,0.1045455792390201,0.1425397086659534,0.1805064055084629,0.1543265757733702,0.1559085214751415,0.22174672409221,0.6653407584195173,0.4982031657202425,2017
7회지방선거_기초단체장,경기도,여주시,20180613,4,94136,55406,54309,1097,18399.0,0.0,0.0,0.0,0.0,0.0,18090.0,15946.0,여주시,여주시,0.35089158005149235,0.0,0.0,0.0,0.0,0.0,0.3449985696576714,0.30410985029083626,2017,31280,여주시,111476,56779,54697,9503,11135,13368,13798,16800,19239,14159,9409,4438,594,13229,77958,20289,0.1199181886684129,0.1237755211884172,0.1507050845024938,0.172584233377588,0.127013886397072,0.1295435788869353,0.1820033011589938,0.6993254153360364,0.4906616670852919,2017
