sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_진보당,party_정의당,party_통일한국당,party_우리공화당,party_한국복지당,party_충청의미래당
20220601,9,8회지방선거_기초의원비례,충청남도,천안시서북구,천안시,290313,122348,119989,2359,53692,60664.0,0.0,4805.0,0.0,0.0,0.0,828.0
20220601,9,8회지방선거_기초의원비례,충청남도,천안시동남구,천안시,257709,109089,106321,2768,42935,59087.0,0.0,3627.0,0.0,0.0,0.0,672.0
20220601,9,8회지방선거_기초의원비례,충청남도,공주시,공주시,91847,51458,49764,1694,20283,29481.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,보령시,보령시,86264,52535,50676,1859,19575,31101.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,아산시,아산시,268765,119313,116972,2341,54646,62326.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,서산시,서산시,148744,72232,69930,2302,29736,40194.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,태안군,태안군,55435,34710,32880,1830,13284,19596.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,금산군,금산군,44747,28674,27546,1128,11545,16001.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,논산시,논산시,99942,53813,52076,1737,22693,29383.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,계룡시,계룡시,34875,19308,18881,427,8170,10711.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,당진시,당진시,140008,64863,62746,2117,27014,35732.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,부여군,부여군,57322,36437,34404,2033,14439,19965.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,서천군,서천군,45864,29277,27492,1785,12085,15407.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,청양군,청양군,27932,19683,18566,1117,7722,10844.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,충청남도,예산군,예산군,69069,38763,37193,1570,11976,25217.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라북도,전주시완산구,전주시,311508,125287,122864,2423,85013,22974.0,1804.0,13073.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라북도,전주시덕진구,전주시,238934,96927,94888,2039,64397,18403.0,2146.0,9942.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라북도,군산시,군산시,224926,87123,84826,2297,62135,15130.0,0.0,7561.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라북도,익산시,익산시,239077,107230,103312,3918,74659,16897.0,2083.0,9673.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라북도,정읍시,정읍시,93307,54278,51921,2357,37518,7713.0,0.0,6690.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라북도,남원시,남원시,69007,44506,42564,1942,34394,8170.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라북도,김제시,김제시,72358,42666,40992,1674,33171,7821.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라북도,완주군,완주군,78284,41407,39933,1474,28719,6253.0,0.0,4961.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라남도,목포시,목포시,183412,96965,93387,3578,65559,10186.0,3891.0,13751.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라남도,여수시,여수시,236881,109125,106388,2737,85073,12728.0,8587.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라남도,순천시,순천시,235432,128144,124666,3478,89790,16387.0,9585.0,8904.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라남도,나주시,나주시,98951,53029,49697,3332,38307,0.0,11390.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라남도,광양시,광양시,126604,69095,66771,2324,48876,10902.0,6993.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라남도,고흥군,고흥군,57371,44652,41123,3529,34939,6184.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,전라남도,해남군,해남군,59423,35241,32662,2579,25366,0.0,7296.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상북도,포항시북구,포항시,230960,105680,103652,2028,21387,77462.0,0.0,4803.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상북도,포항시남구,포항시,196727,90442,87738,2704,18686,65283.0,0.0,3769.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상북도,김천시,김천시,120471,67271,64383,2888,14216,50167.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상북도,안동시,안동시,135862,74543,72339,2204,18326,54013.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상북도,구미시,구미시,337510,144565,142030,2535,35118,106912.0,0.0,0.0,0.0,0.0,0.0,0.0
