sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_정의당,party_기본소득당,party_녹색당,party_독도당,party_진보당,party_통일한국당,party_한류연합당
20220601,8,8회지방선거_광역의원비례,경상남도,함안군,경상남도,54125,32070,31052,1018,8666,20517,1251,249,110.0,0.0,259.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,경상남도,창녕군,경상남도,53616,34389,33197,1192,7021,23990,1177,578,187.0,0.0,244.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,경상남도,양산시,경상남도,294411,138376,136456,1920,48961,80860,4634,440,463.0,0.0,1098.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,경상남도,하동군,경상남도,39428,29111,27671,1440,8863,16596,1177,476,252.0,0.0,307.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,경상남도,남해군,경상남도,38538,27219,26049,1170,8765,15968,924,89,85.0,0.0,218.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,경상남도,함양군,경상남도,34399,26018,24316,1702,6515,15665,1073,489,246.0,0.0,328.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,경상남도,산청군,경상남도,31488,21928,21056,872,4878,14326,905,212,451.0,0.0,284.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,경상남도,거창군,경상남도,52803,34752,33233,1519,8100,22929,1253,416,156.0,0.0,379.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,경상남도,합천군,경상남도,39435,27363,25918,1445,5245,18769,922,367,344.0,0.0,271.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,제주특별자치도,제주시,제주특별자치도,409110,216395,213354,3041,98838,92593,12565,773,6061.0,0.0,2524.0,0.0,0.0
20220601,8,8회지방선거_광역의원비례,제주특별자치도,서귀포시,제주특별자치도,155974,83710,82062,1648,34839,38108,5488,387,2320.0,0.0,920.0,0.0,0.0
