sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_정의당,party_기본소득당,party_무소속,party_진보당,party_통일한국당,party_녹색당
20220601,3,8회지방선거_시도지사,충청북도,청주시청원구,충청북도,160395,72662,71664,998,32455,39209,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,충주시,충청북도,181044,89723,87926,1797,34286,53640,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,제천시,충청북도,115563,62806,61752,1054,23887,37865,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,단양군,충청북도,25692,17427,17014,413,6235,10779,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,영동군,충청북도,41123,27150,26321,829,10070,16251,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,보은군,충청북도,28963,19543,18891,652,7199,11692,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,옥천군,충청북도,44686,28846,27951,895,11716,16235,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,음성군,충청북도,81419,40618,39704,914,17249,22455,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,진천군,충청북도,71725,34552,33753,799,15709,18044,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,괴산군,충청북도,34674,23720,22944,776,8012,14932,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청북도,증평군,충청북도,31366,17040,16696,344,7373,9323,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,천안시서북구,충청남도,290313,122388,120102,2286,62212,57890,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,천안시동남구,충청남도,257709,109108,106995,2113,51262,55733,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,공주시,충청남도,91847,51461,49865,1596,21615,28250,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,보령시,충청남도,86264,52539,50705,1834,18976,31729,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,아산시,충청남도,268765,119352,116582,2770,57114,59468,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,서산시,충청남도,148744,72245,69714,2531,32258,37456,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,태안군,충청남도,55435,34715,32707,2008,14522,18185,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,금산군,충청남도,44747,28678,27365,1313,12853,14512,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,논산시,충청남도,99942,53814,51744,2070,24238,27506,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,계룡시,충청남도,34875,19307,18884,423,8666,10218,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,당진시,충청남도,140008,64876,63033,1843,29200,33833,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,부여군,충청남도,57322,36436,34336,2100,15223,19113,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,서천군,충청남도,45864,29281,27773,1508,12082,15691,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,홍성군,충청남도,84260,45721,44352,1369,19088,25264,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,청양군,충청남도,27932,19683,18484,1199,8203,10281,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,충청남도,예산군,충청남도,69069,38765,37325,1440,13796,23529,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,전라북도,전주시완산구,전라북도,311508,125313,122886,2427,99377,23509,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,전라북도,전주시덕진구,전라북도,238934,96938,95118,1820,75741,19377,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,전라북도,군산시,전라북도,224926,87125,85112,2013,73109,12003,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,전라북도,익산시,전라북도,239077,107245,103816,3429,83134,20682,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,전라북도,정읍시,전라북도,93307,54283,51986,2297,44026,7960,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,전라북도,남원시,전라북도,69007,44516,42523,1993,35477,7046,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,전라북도,김제시,전라북도,72358,42668,40879,1789,33765,7114,0.0,0.0,0.0,0.0,0.0,0.0
20220601,3,8회지방선거_시도지사,전라북도,완주군,전라북도,78284,41408,39717,1691,32573,7144,0.0,0.0,0.0,0.0,0.0,0.0
