sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_미래통합당,party_우리공화당,party_민중당,party_가자!평화인권당,party_공화당,party_국가혁명배당금당,party_국민새정당,party_민중민주당,party_한나라당,party_무소속,party_정의당,party_민생당,party_미래당,party_한국복지당,party_기본소득당,party_통일민주당,party_친박신당,party_새누리당,party_기독자유통일당,party_노동당,party_충청의미래당
20200415,2,21대국회의원선거_지역구,서울특별시,관악구,관악구을,209866,136344,134563,1781,72531,56130.0,589.0,1483.0,0.0,0.0,621.0,0.0,0.0,0.0,1066.0,0.0,2143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,서초구,서초구갑,162807,117502,116442,1060,42971,72896.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,서초구,서초구을,196164,140056,138725,1331,62442,74445.0,0.0,0.0,0.0,0.0,733.0,0.0,0.0,0.0,0.0,0.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,강남구,강남구갑,167537,104485,103279,1206,40935,60324.0,0.0,0.0,0.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,1378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,강남구,강남구을,140330,102469,101601,868,47157,51762.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0,919.0,0.0,1341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,강남구,강남구병,151713,109436,108468,968,36423,70917.0,246.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,269.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,송파구,송파구갑,159514,114985,113897,1088,54704,58318.0,0.0,0.0,0.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,송파구,송파구을,199967,143935,142829,1106,65763,72072.0,302.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,4330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,송파구,송파구병,215647,151513,150104,1409,78789,64869.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,2415.0,0.0,3310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,강동구,강동구갑,221217,157793,156033,1760,80361,74441.0,0.0,0.0,0.0,0.0,1231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,서울특별시,강동구,강동구을,165610,109651,108493,1158,59175,45617.0,0.0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,2996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,중구,중구영도구,38748,24717,24282,435,10363,13212.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,영도구,중구영도구,104519,68143,67184,959,30722,34224.0,0.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
