sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_새로운미래,party_개혁신당,party_가락특권폐지당,party_대한국민당,party_민중민주당,party_한국국민당,party_무소속,party_녹색정의당,party_기후민생당,party_진보당,party_내일로미래로,party_자유통일당,party_새진보연합,party_우리공화당,party_자유민주당,party_소나무당,party_기독당,party_노동당,party_한국농어민당
20240410,2,22대국회의원선거_지역구,대구광역시,서구,서구,149953,92428,89096,3332,0.0,64167,0.0,0.0,0.0,0.0,0.0,0.0,24929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,대구광역시,북구,북구갑,152872,97906,96309,1597,26266.0,68742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,대구광역시,북구,북구을,208180,130446,128726,1720,32797.0,87356,0.0,6529.0,0.0,0.0,0.0,0.0,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,대구광역시,수성구,수성구갑,201088,137951,136262,1689,41332.0,89440,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,대구광역시,수성구,수성구을,143624,93492,91683,1809,0.0,66787,0.0,6768.0,0.0,0.0,0.0,0.0,3857.0,0.0,0.0,0.0,0.0,0.0,14271.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,대구광역시,달서구,달서구갑,134682,85493,84138,1355,24068.0,60070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,대구광역시,달서구,달서구을,195189,129986,128316,1670,35313.0,93003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,대구광역시,달서구,달서구병,124723,76420,74253,2167,0.0,49816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11945.0,0.0,0.0,0.0,12492.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,대구광역시,달성군,달성군,214642,135120,133499,1621,32955.0,100544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,중구,중구강화군옹진군,137266,86546,85751,795,42347.0,42469,0.0,0.0,0.0,0.0,0.0,0.0,935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
