sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_자유한국당,party_바른미래당,party_무소속,party_민주평화당,party_민중당,party_홍익당,party_대한애국당,party_노동당,party_한국국민당,party_정의당,party_국제녹색당
20180613,5,7회지방선거_광역의원지역구,서울특별시,은평구,은평구제2선거구,110835,64035,62443,1592,40576.0,14720.0,7147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,은평구,은평구제3선거구,91642,54833,53559,1274,34255.0,14142.0,4695.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,은평구,은평구제4선거구,119721,67541,65673,1868,41769.0,16328.0,7576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,서대문구,서대문구제1선거구,63835,38060,37003,1057,24802.0,9860.0,0.0,0.0,0.0,2341.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,서대문구,서대문구제2선거구,66525,40852,39903,949,24672.0,10678.0,3428.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,서대문구,서대문구제3선거구,60479,36747,35914,833,19477.0,9508.0,6929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,서대문구,서대문구제4선거구,78343,48238,47074,1164,31588.0,11257.0,4229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,마포구,마포구제1선거구,55826,34546,33784,762,20260.0,8773.0,4751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,마포구,마포구제2선거구,75691,46574,45411,1163,30920.0,14491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,마포구,마포구제3선거구,79733,47898,46614,1284,30465.0,10828.0,5321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,마포구,마포구제4선거구,108841,68127,65904,2223,48348.0,17556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,양천구,양천구제1선거구,100608,63467,62180,1287,37633.0,17168.0,7379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,양천구,양천구제2선거구,102988,68719,67267,1452,37686.0,22551.0,7030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,양천구,양천구제3선거구,83298,47669,46584,1085,28403.0,13041.0,3959.0,1181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,양천구,양천구제4선거구,96210,58622,57238,1384,35721.0,13392.0,8125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강서구,강서구제1선거구,87821,47660,46432,1228,32073.0,10675.0,3684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강서구,강서구제2선거구,85966,54861,53700,1161,31798.0,13822.0,6577.0,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강서구,강서구제3선거구,81876,48007,46737,1270,30576.0,16161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강서구,강서구제4선거구,95115,58327,56502,1825,36746.0,16996.0,0.0,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강서구,강서구제5선거구,67547,43348,42193,1155,30178.0,12015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강서구,강서구제6선거구,90696,51327,49977,1350,32441.0,11478.0,6058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,구로구,구로구제1선거구,53389,28723,27734,989,21456.0,6278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,구로구,구로구제2선거구,100191,61043,58860,2183,42704.0,16156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,구로구,구로구제3선거구,121364,73535,71187,2348,42873.0,19007.0,9307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,구로구,구로구제4선거구,76513,47804,46281,1523,29288.0,14259.0,0.0,0.0,0.0,2734.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,금천구,금천구제1선거구,108834,59290,57701,1589,41731.0,15970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,금천구,금천구제2선거구,97928,57612,55793,1819,38767.0,17026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,영등포구,영등포구제1선거구,77734,48056,46903,1153,29820.0,12582.0,4501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,영등포구,영등포구제2선거구,105928,65430,64166,1264,42519.0,14555.0,7092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,영등포구,영등포구제3선거구,76291,45787,44849,938,24378.0,15295.0,5176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,영등포구,영등포구제4선거구,65083,36489,35344,1145,23791.0,11553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,동작구,동작구제1선거구,89554,55185,54036,1149,32251.0,13010.0,7409.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,동작구,동작구제2선거구,93745,58871,57580,1291,36166.0,13156.0,8258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,동작구,동작구제3선거구,85685,54926,53511,1415,37253.0,15469.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,동작구,동작구제4선거구,71505,44161,43123,1038,25833.0,11354.0,5936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,관악구,관악구제1선거구,112707,65380,62546,2834,46372.0,0.0,16174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,관악구,관악구제2선거구,124790,78466,76149,2317,50967.0,13974.0,11208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,관악구,관악구제3선거구,105871,60179,58054,2125,32481.0,13762.0,9678.0,0.0,2133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,관악구,관악구제4선거구,106374,61315,59401,1914,36671.0,11800.0,10930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,서초구,서초구제1선거구,81625,49437,48384,1053,21582.0,19431.0,7371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,서초구,서초구제2선거구,80876,52464,51274,1190,23990.0,18755.0,8529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,서초구,서초구제3선거구,111834,71070,69704,1366,34839.0,26925.0,6870.0,0.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,서초구,서초구제4선거구,85399,53798,52623,1175,26085.0,20091.0,6447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강남구,강남구제1선거구,84433,45189,44093,1096,17301.0,21213.0,5579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강남구,강남구제2선거구,80777,40938,39990,948,20729.0,14371.0,4187.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강남구,강남구제3선거구,69313,43443,42094,1349,23991.0,18103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강남구,강남구제4선거구,69538,44892,43620,1272,26524.0,17096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강남구,강남구제5선거구,81602,49768,48679,1089,19448.0,21090.0,8141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강남구,강남구제6선거구,69199,41767,40748,1019,16888.0,17763.0,6097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,송파구,송파구제1선거구,73041,47383,46300,1083,28909.0,17391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,송파구,송파구제2선거구,91279,57545,56515,1030,31572.0,19421.0,5522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,송파구,송파구제3선거구,119002,75576,73975,1601,37951.0,23629.0,12395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,송파구,송파구제4선거구,56763,34789,34012,777,20499.0,13513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,송파구,송파구제5선거구,102970,64792,63506,1286,36901.0,18964.0,7641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,송파구,송파구제6선거구,111928,68715,67261,1454,41780.0,18243.0,7238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강동구,강동구제1선거구,112992,70628,68856,1772,46931.0,21925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강동구,강동구제2선거구,84663,51683,50510,1173,29381.0,16143.0,4986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강동구,강동구제3선거구,82547,45417,44083,1334,29443.0,14640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,서울특별시,강동구,강동구제4선거구,84974,50688,49086,1602,32641.0,16445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,중구,중구선거구,39832,22494,21794,700,12040.0,9754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,서구,서구제1선거구,48355,29210,28487,723,15356.0,13131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,서구,서구제2선거구,48768,26152,25271,881,11700.0,11747.0,0.0,1212.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,동구,동구제1선거구,38433,22223,21432,791,10080.0,11352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,동구,동구제2선거구,40658,24055,23293,762,11632.0,11661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,영도구,영도구제1선거구,50444,28459,27654,805,12825.0,11873.0,0.0,2956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,영도구,영도구제2선거구,57486,32855,31984,871,17389.0,11363.0,3232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,부산진구,부산진구제1선거구,82037,47433,46375,1058,22835.0,18100.0,2437.0,2366.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,부산진구,부산진구제2선거구,78773,46997,45500,1497,26669.0,18831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,부산진구,부산진구제3선거구,91783,49324,47580,1744,25576.0,19327.0,2677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,부산진구,부산진구제4선거구,66809,40260,39053,1207,21795.0,13959.0,0.0,3299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,동래구,동래구제1선거구,54379,33618,32603,1015,18286.0,14317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,동래구,동래구제2선거구,107625,63892,61873,2019,30502.0,25050.0,3826.0,2495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,동래구,동래구제3선거구,64709,38067,37219,848,19868.0,17351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,남구,남구제1선거구,79305,46993,45463,1530,25641.0,19822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
