sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_자유한국당,party_국민의당,party_바른정당,party_정의당,party_새누리당,party_경제애국당,party_국민대통합당,party_늘푸른한국당,party_민중연합당,party_한국국민당,party_홍익당,party_무소속
20170509,1,19대대통령선거,전라남도,곡성군,대한민국,26671,21247,21048,199,12152,624,6850,340,795,9,6,44,6,86,26,16,94
20170509,1,19대대통령선거,전라남도,구례군,대한민국,23487,18924,18811,113,11873,628,5188,285,639,4,3,20,2,93,13,13,50
20170509,1,19대대통령선거,전라남도,고흥군,대한민국,60101,47036,46614,422,26882,1349,15614,703,1195,14,17,266,8,202,59,54,251
20170509,1,19대대통령선거,전라남도,보성군,대한민국,38902,29967,29781,186,16666,732,10514,537,945,13,6,51,14,94,34,48,127
20170509,1,19대대통령선거,전라남도,화순군,대한민국,54493,43572,43342,230,25867,770,13832,727,1662,12,11,35,10,170,47,46,153
20170509,1,19대대통령선거,전라남도,장흥군,대한민국,34688,27149,26988,161,14821,636,9593,513,975,11,4,29,12,204,37,26,127
20170509,1,19대대통령선거,전라남도,강진군,대한민국,32299,25175,25006,169,12476,753,10152,489,890,15,6,45,9,70,17,21,63
20170509,1,19대대통령선거,전라남도,완도군,대한민국,44989,34886,34593,293,20945,762,11021,521,975,12,5,32,8,87,31,33,161
20170509,1,19대대통령선거,전라남도,해남군,대한민국,63440,48351,48011,340,25901,1158,18157,778,1581,14,6,61,14,134,42,36,129
20170509,1,19대대통령선거,전라남도,진도군,대한민국,27614,21189,21010,179,10392,511,8855,323,686,10,11,25,8,57,29,22,81
20170509,1,19대대통령선거,전라남도,영암군,대한민국,47164,36402,36171,231,18999,825,13610,674,1773,10,11,47,26,62,32,30,72
20170509,1,19대대통령선거,전라남도,무안군,대한민국,65997,52516,52255,261,29516,983,18052,979,2366,18,15,38,16,86,47,30,109
20170509,1,19대대통령선거,전라남도,영광군,대한민국,46884,35919,35715,204,20595,819,11675,686,1320,16,20,57,11,282,39,30,165
20170509,1,19대대통령선거,전라남도,함평군,대한민국,30227,23368,23200,168,13539,471,7831,359,788,11,7,12,10,39,24,22,87
20170509,1,19대대통령선거,전라남도,신안군,대한민국,38305,28950,28747,203,14370,713,12000,459,890,13,16,34,13,30,44,34,131
20170509,1,19대대통령선거,경상북도,포항시북구,대한민국,221925,171444,170672,772,38629,77138,26901,17421,9682,263,33,93,59,89,61,141,162
20170509,1,19대대통령선거,경상북도,포항시남구,대한민국,200424,150740,149916,824,34808,66319,24728,14382,8845,212,29,82,37,120,56,109,189
20170509,1,19대대통령선거,경상북도,울릉군,대한민국,8968,6810,6765,45,1443,3520,973,524,261,10,1,3,5,2,4,5,14
20170509,1,19대대통령선거,경상북도,경주시,대한민국,218154,167296,166361,935,38092,80090,23898,13779,9274,331,45,99,76,166,76,206,229
20170509,1,19대대통령선거,경상북도,김천시,대한민국,119825,92184,91572,612,22255,43998,12803,6336,5458,161,26,78,38,48,56,164,151
20170509,1,19대대통령선거,경상북도,안동시,대한민국,139937,107357,106637,720,23121,52978,15461,9186,5058,170,32,68,70,56,76,221,140
20170509,1,19대대통령선거,경상북도,구미시,대한민국,328174,246638,245302,1336,62573,98732,41141,25468,16027,419,57,119,73,105,72,166,350
20170509,1,19대대통령선거,경상북도,영주시,대한민국,92117,70861,70390,471,15280,34504,10444,6451,3182,95,18,41,32,49,52,143,99
20170509,1,19대대통령선거,경상북도,영천시,대한민국,87459,66091,65588,503,12250,35328,9175,5553,2606,151,27,56,42,59,86,147,108
20170509,1,19대대통령선거,경상북도,상주시,대한민국,87859,67717,67275,442,12356,38171,9392,4021,2589,133,15,50,33,84,63,246,122
20170509,1,19대대통령선거,경상북도,문경시,대한민국,63553,49113,48796,317,8616,27832,6905,2981,1973,106,25,40,36,23,37,135,87
20170509,1,19대대통령선거,경상북도,예천군,대한민국,40545,32124,31842,282,5261,18863,4427,1840,1018,52,14,21,23,34,59,155,75
20170509,1,19대대통령선거,경상북도,경산시,대한민국,212825,160794,159867,927,35602,72129,24606,17962,8551,334,38,82,50,142,61,116,194
20170509,1,19대대통령선거,경상북도,청도군,대한민국,39505,30398,30157,241,5323,17678,3654,2145,965,58,9,22,13,32,47,134,77
20170509,1,19대대통령선거,경상북도,고령군,대한민국,29964,22396,22209,187,3754,13248,2600,1523,839,55,13,12,10,30,19,61,45
20170509,1,19대대통령선거,경상북도,성주군,대한민국,40284,30070,29870,200,5409,16788,3586,2056,1714,60,14,24,15,33,31,83,57
20170509,1,19대대통령선거,경상북도,칠곡군,대한민국,98543,72006,71601,405,16872,31540,11340,7063,4327,137,22,36,20,45,17,71,111
20170509,1,19대대통령선거,경상북도,군위군,대한민국,22560,17627,17537,90,2251,11651,1939,1054,470,42,7,5,7,15,10,57,29
20170509,1,19대대통령선거,경상북도,의성군,대한민국,49768,37855,37582,273,5365,23790,4767,2184,1023,78,13,21,20,72,49,139,61
20170509,1,19대대통령선거,경상북도,청송군,대한민국,23810,18418,18302,116,3218,10669,2387,1180,605,37,5,14,29,20,23,90,25
20170509,1,19대대통령선거,경상북도,영양군,대한민국,15705,12048,11949,99,2281,6554,1701,697,438,20,6,14,145,3,12,57,21
20170509,1,19대대통령선거,경상북도,영덕군,대한민국,34714,26125,25908,217,3786,16314,3231,1513,807,46,8,14,11,18,33,82,45
20170509,1,19대대통령선거,경상북도,봉화군,대한민국,29612,22947,22783,164,4209,12536,3370,1423,934,45,9,29,9,29,31,108,51
20170509,1,19대대통령선거,경상북도,울진군,대한민국,43754,32568,32345,223,6972,16867,4476,2275,1434,38,10,31,8,34,37,106,57
20170509,1,19대대통령선거,경상남도,창원시의창구,대한민국,207375,164047,163223,824,60757,56887,22830,12134,9772,196,31,102,44,118,51,77,224
20170509,1,19대대통령선거,경상남도,창원시성산구,대한민국,183547,153327,152647,680,63717,42052,22923,12512,10826,152,17,55,31,116,41,49,156
20170509,1,19대대통령선거,경상남도,창원시마산합포구,대한민국,153651,119281,118679,602,35592,54488,14686,7491,5887,112,18,58,46,50,28,63,160
20170509,1,19대대통령선거,경상남도,창원시마산회원구,대한민국,172306,136757,136092,665,45014,56340,17744,9228,7132,127,23,73,45,67,42,67,190
20170509,1,19대대통령선거,경상남도,창원시진해구,대한민국,146938,114779,114215,564,41249,40049,17435,8732,6186,108,17,73,38,53,31,63,181
20170509,1,19대대통령선거,경상남도,진주시,대한민국,281105,222813,221617,1196,73929,93751,26687,14735,11243,212,44,111,92,182,83,240,308
20170509,1,19대대통령선거,경상남도,통영시,대한민국,111279,82855,82337,518,25477,36128,10738,5332,4075,104,25,59,26,42,55,134,142
20170509,1,19대대통령선거,경상남도,고성군,대한민국,47369,34603,34338,265,9848,16797,4104,1828,1459,51,13,19,13,21,39,75,71
20170509,1,19대대통령선거,경상남도,사천시,대한민국,94377,71555,71066,489,22370,32475,8350,4135,3267,62,15,34,21,56,48,110,123
20170509,1,19대대통령선거,경상남도,김해시,대한민국,414018,318253,316685,1568,147972,82880,45126,21936,17441,291,52,158,79,157,83,123,387
20170509,1,19대대통령선거,경상남도,밀양시,대한민국,93568,70687,70202,485,20842,32394,9073,4441,2940,116,16,41,26,47,53,111,102
20170509,1,19대대통령선거,경상남도,거제시,대한민국,196936,150230,149394,836,68291,38775,20359,10941,10256,167,28,85,46,83,49,102,212
20170509,1,19대대통령선거,경상남도,의령군,대한민국,25302,19258,19044,214,5115,10134,1984,820,690,29,5,24,8,21,42,97,75
20170509,1,19대대통령선거,경상남도,함안군,대한민국,57493,43866,43555,311,13597,19809,5399,2452,1986,43,17,18,18,34,31,65,86
20170509,1,19대대통령선거,경상남도,창녕군,대한민국,55896,42878,42450,428,10310,24464,3877,2013,1408,47,11,17,22,31,38,113,99
20170509,1,19대대통령선거,경상남도,양산시,대한민국,256724,199835,198881,954,83412,58811,30945,14055,10705,212,41,132,46,130,48,104,240
20170509,1,19대대통령선거,경상남도,하동군,대한민국,43206,34324,33967,357,11211,14864,4150,1792,1489,57,17,38,32,42,48,113,114
20170509,1,19대대통령선거,경상남도,남해군,대한민국,40197,30208,29928,280,8680,14166,3906,1627,1248,36,13,27,15,20,35,68,87
20170509,1,19대대통령선거,경상남도,함양군,대한민국,34899,26640,26364,276,7388,13008,3203,1315,1118,44,14,32,16,27,27,111,61
20170509,1,19대대통령선거,경상남도,산청군,대한민국,32215,24513,24295,218,6561,12544,2753,1196,935,41,6,21,19,21,34,91,73
20170509,1,19대대통령선거,경상남도,거창군,대한민국,53345,41325,40949,376,11256,19976,4923,2447,1923,46,12,37,22,48,54,105,100
20170509,1,19대대통령선거,경상남도,합천군,대한민국,42887,33021,32711,310,7143,19699,3077,1317,1065,37,23,26,16,28,51,153,76
20170509,1,19대대통령선거,제주특별자치도,제주시,대한민국,375292,273163,271780,1383,125717,48027,55971,16885,23592,270,96,193,73,257,153,178,368
20170509,1,19대대통령선거,제주특별자치도,서귀포시,대한민국,142708,101296,100632,664,43776,20036,21890,5899,8124,115,173,119,40,78,83,111,188
