sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_자유한국당,party_바른미래당,party_민주평화당,party_무소속,party_정의당,party_녹색당,party_한국국민당,party_대한애국당,party_민중당,party_한반도미래연합
20180613,4,7회지방선거_기초단체장,경기도,용인시수지구,용인시,215189,139114,137584,1530,76123.0,52932.0,7429.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,경기도,용인시기흥구,용인시,387109,245501,242950,2551,131082.0,100325.0,9755.0,1788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,경기도,안성시,안성시,149626,82036,80617,1419,41592.0,27392.0,0.0,1456.0,10177.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,경기도,김포시,김포시,316246,180067,177561,2506,116910.0,54437.0,0.0,6214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,경기도,광주시,광주시,287993,156159,154102,2057,94217.0,48637.0,8983.0,0.0,2265.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,경기도,포천시,포천시,129049,70752,69121,1631,35993.0,26007.0,7121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,경기도,연천군,연천군,38497,24792,24229,563,11574.0,12655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,경기도,양평군,양평군,98582,61001,59760,1241,22222.0,21484.0,7170.0,0.0,4625.0,3404.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,경기도,가평군,가평군,54583,35327,34470,857,14002.0,15531.0,0.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,춘천시,춘천시,231430,144508,141556,2952,70916.0,54696.0,15944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,원주시,원주시,278991,159232,156603,2629,92686.0,52506.0,11411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,강릉시,강릉시,179767,108764,106557,2207,38990.0,45841.0,0.0,0.0,10971.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,동해시,동해시,75747,46921,45799,1122,14771.0,11463.0,0.0,0.0,19565.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,삼척시,삼척시,59117,41033,39936,1097,24683.0,13211.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,태백시,태백시,38386,25318,24726,592,8934.0,5820.0,2639.0,0.0,1358.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,정선군,정선군,33293,23089,22426,663,12942.0,9016.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,속초시,속초시,68234,40492,39748,744,17617.0,16952.0,2671.0,0.0,2508.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,고성군,고성군,25496,18353,17896,457,8753.0,7205.0,1938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,양양군,양양군,24088,17863,17389,474,6379.0,8295.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,인제군,인제군,27243,19634,19068,566,10438.0,7949.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,홍천군,홍천군,60386,39969,39125,844,22575.0,16550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,횡성군,횡성군,40565,27946,27352,594,11196.0,3292.0,0.0,0.0,12864.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,영월군,영월군,35214,23984,23442,542,10035.0,11349.0,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,평창군,평창군,37506,25480,24954,526,12489.0,12465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,화천군,화천군,21783,16230,15829,401,7097.0,7788.0,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,양구군,양구군,19596,14389,13934,455,6770.0,6158.0,325.0,0.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,강원도,철원군,철원군,39354,26231,25427,804,7952.0,11505.0,0.0,0.0,5970.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,청주시상당구,청주시,140405,80163,78691,1472,45170.0,23670.0,4528.0,0.0,2159.0,3164.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,청주시서원구,청주시,174307,100233,98674,1559,56382.0,28469.0,6236.0,0.0,2654.0,4933.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,청주시흥덕구,청주시,204639,110110,108365,1745,63206.0,29387.0,7113.0,0.0,3169.0,5490.0,0.0,0.0,0.0,0.0,0.0
