sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_정의당,party_기본소득당,party_국가혁명당,party_노동당,party_새누리당,party_신자유민주연합,party_우리공화당,party_진보당,party_통일한국당,party_한류연합당
20220309,1,20대대통령선거,전라남도,보성군,대한민국,35850,29323,29030,293,25214,3102,322,21,179,12.0,3,12,8,70,14,73
20220309,1,20대대통령선거,전라남도,화순군,대한민국,55122,45152,44774,378,39327,4389,475,20,268,19.0,7,17,8,128,23,93
20220309,1,20대대통령선거,전라남도,장흥군,대한민국,32712,27048,26819,229,23565,2555,301,14,159,11.0,8,6,7,88,14,91
20220309,1,20대대통령선거,전라남도,강진군,대한민국,30272,24960,24686,274,21064,3010,298,24,141,15.0,5,10,6,43,17,53
20220309,1,20대대통령선거,전라남도,완도군,대한민국,42767,35300,34944,356,31062,3085,347,14,200,11.0,4,16,6,64,20,115
20220309,1,20대대통령선거,전라남도,해남군,대한민국,59631,48441,47898,543,42071,4690,510,33,288,28.0,5,9,15,96,27,126
20220309,1,20대대통령선거,전라남도,진도군,대한민국,26802,21744,21530,214,18692,2313,219,17,141,15.0,1,8,15,32,8,69
20220309,1,20대대통령선거,전라남도,영암군,대한민국,46507,37333,36984,349,31909,4092,521,27,269,14.0,4,7,10,40,17,74
20220309,1,20대대통령선거,전라남도,무안군,대한민국,75012,61552,61059,493,52983,6624,808,29,363,21.0,13,7,19,63,23,106
20220309,1,20대대통령선거,전라남도,영광군,대한민국,45280,36321,35942,379,30855,4056,475,22,221,16.0,5,17,10,89,34,142
20220309,1,20대대통령선거,전라남도,함평군,대한민국,28435,23295,23089,206,20467,2052,259,16,118,12.0,2,9,9,37,17,91
20220309,1,20대대통령선거,전라남도,신안군,대한민국,35175,29213,28956,257,25583,2742,272,24,145,18.0,5,6,18,28,17,98
20220309,1,20대대통령선거,경상북도,포항시북구,대한민국,232070,183046,181606,1440,45053,130458,3911,73,1539,54.0,30,57,182,128,73,48
20220309,1,20대대통령선거,경상북도,포항시남구,대한민국,197466,152184,150740,1444,38517,106712,3250,72,1690,32.0,19,44,121,140,81,62
20220309,1,20대대통령선거,경상북도,울릉군,대한민국,8141,6653,6605,48,1590,4815,109,3,66,0.0,3,2,7,3,1,6
20220309,1,20대대통령선거,경상북도,경주시,대한민국,220573,173759,172303,1456,43031,123196,3380,72,1818,73.0,30,52,235,230,102,84
20220309,1,20대대통령선거,경상북도,김천시,대한민국,120746,95575,94693,882,22122,69272,1838,70,990,21.0,18,22,116,84,77,63
20220309,1,20대대통령선거,경상북도,안동시,대한민국,136307,106950,105952,998,30870,71881,1674,49,979,31.0,28,31,121,77,133,78
20220309,1,20대대통령선거,경상북도,구미시,대한민국,338810,253211,250743,2468,67054,173950,5537,124,3207,57.0,45,60,327,173,99,110
20220309,1,20대대통령선거,경상북도,영주시,대한민국,89380,70769,70207,562,17937,50214,1153,27,571,15.0,14,18,66,72,77,43
20220309,1,20대대통령선거,경상북도,영천시,대한민국,91044,70942,70203,739,14332,53537,1119,33,782,17.0,27,21,120,92,59,64
20220309,1,20대대통령선거,경상북도,상주시,대한민국,85100,68459,67768,691,13660,51935,1097,43,617,29.0,17,27,100,85,101,57
20220309,1,20대대통령선거,경상북도,문경시,대한민국,63035,49720,49242,478,9912,37738,808,41,413,13.0,4,22,114,55,83,39
20220309,1,20대대통령선거,경상북도,예천군,대한민국,47677,39128,38715,413,9147,28320,653,26,286,17.0,14,15,74,39,87,37
20220309,1,20대대통령선거,경상북도,경산시,대한민국,230797,176406,174650,1756,40267,128158,3533,103,1859,51.0,32,48,289,156,69,85
20220309,1,20대대통령선거,경상북도,청도군,대한민국,38816,30953,30667,286,5654,24036,489,17,266,12.0,5,15,50,42,54,27
20220309,1,20대대통령선거,경상북도,고령군,대한민국,27955,22270,22046,224,3852,17464,317,22,216,8.0,5,9,50,43,42,18
20220309,1,20대대통령선거,경상북도,성주군,대한민국,39491,32009,31730,279,5775,24975,472,24,278,14.0,7,16,55,42,49,23
20220309,1,20대대통령선거,경상북도,칠곡군,대한민국,96181,71492,70833,659,17603,50468,1369,44,1049,26.0,16,24,103,56,43,32
20220309,1,20대대통령선거,경상북도,군위군,대한민국,21784,18239,18069,170,2511,15032,216,14,155,4.0,2,11,30,26,46,22
20220309,1,20대대통령선거,경상북도,의성군,대한민국,47369,39245,38839,406,6431,31176,545,28,365,15.0,16,16,45,92,72,38
20220309,1,20대대통령선거,경상북도,청송군,대한민국,22793,18789,18611,178,3716,14268,298,16,155,5.0,4,4,48,32,52,13
20220309,1,20대대통령선거,경상북도,영양군,대한민국,14932,12337,12201,136,2855,8968,208,11,68,5.0,1,9,19,11,35,11
20220309,1,20대대통령선거,경상북도,영덕군,대한민국,32227,25897,25624,273,4342,20611,310,16,184,17.0,3,7,44,21,46,23
20220309,1,20대대통령선거,경상북도,봉화군,대한민국,28052,22707,22485,222,5252,16451,361,15,209,7.0,9,10,49,24,76,22
20220309,1,20대대통령선거,경상북도,울진군,대한민국,42282,33544,33164,380,6888,25287,476,21,266,12.0,7,10,66,40,50,41
20220309,1,20대대통령선거,경상남도,창원시의창구,대한민국,185646,143063,141590,1473,52289,82914,3805,68,1874,55.0,18,30,141,275,52,69
20220309,1,20대대통령선거,경상남도,창원시성산구,대한민국,213187,170073,168358,1715,67177,93082,5428,70,1920,65.0,30,37,145,267,51,86
20220309,1,20대대통령선거,경상남도,창원시마산합포구,대한민국,156984,120928,119819,1109,37657,77518,2618,48,1469,33.0,20,31,143,154,68,60
20220309,1,20대대통령선거,경상남도,창원시마산회원구,대한민국,160587,125233,123961,1272,41527,77282,2911,87,1657,31.0,21,16,136,200,36,57
20220309,1,20대대통령선거,경상남도,창원시진해구,대한민국,159611,119212,117794,1418,45890,66298,3075,53,1956,41.0,21,36,90,214,46,74
20220309,1,20대대통령선거,경상남도,진주시,대한민국,292842,228238,225760,2478,74975,141433,5578,105,2573,76.0,40,33,184,500,125,138
20220309,1,20대대통령선거,경상남도,통영시,대한민국,106361,80080,79336,744,26387,49772,1573,42,1151,22.0,14,19,89,146,71,50
20220309,1,20대대통령선거,경상남도,고성군,대한민국,45053,34327,33935,392,10348,22213,645,25,495,14.0,11,12,43,47,51,31
20220309,1,20대대통령선거,경상남도,사천시,대한민국,94303,71772,71016,756,23424,44656,1581,34,926,25.0,13,16,65,147,65,64
20220309,1,20대대통령선거,경상남도,김해시,대한민국,444342,328521,325158,3363,150338,160401,8587,162,4534,75.0,48,67,251,418,106,171
20220309,1,20대대통령선거,경상남도,밀양시,대한민국,92517,70249,69517,732,21906,44881,1457,37,848,27.0,11,22,74,136,55,63
20220309,1,20대대통령선거,경상남도,거제시,대한민국,194074,145481,143983,1498,64355,71772,4186,84,2810,73.0,52,25,122,323,79,102
20220309,1,20대대통령선거,경상남도,의령군,대한민국,24419,19089,18797,292,5396,12625,349,22,190,9.0,6,7,25,74,47,47
20220309,1,20대대통령선거,경상남도,함안군,대한민국,54570,41791,41377,414,13504,26066,921,25,614,23.0,12,9,60,78,32,33
20220309,1,20대대통령선거,경상남도,창녕군,대한민국,54037,41401,40952,449,10934,28492,716,37,506,18.0,7,12,67,79,48,36
20220309,1,20대대통령선거,경상남도,양산시,대한민국,294133,220501,218398,2103,92137,116904,5364,107,3002,57.0,42,48,169,359,83,126
20220309,1,20대대통령선거,경상남도,하동군,대한민국,39640,32089,31646,443,11218,18974,723,32,415,15.0,10,11,34,72,83,59
20220309,1,20대대통령선거,경상남도,남해군,대한민국,38680,30297,29908,389,10143,18503,676,19,346,21.0,3,12,29,66,44,46
20220309,1,20대대통령선거,경상남도,함양군,대한민국,34459,26955,26616,339,8526,16957,528,23,340,17.0,14,11,39,67,65,29
20220309,1,20대대통령선거,경상남도,산청군,대한민국,31645,24913,24646,267,7125,16607,464,24,218,9.0,4,9,34,82,42,28
20220309,1,20대대통령선거,경상남도,거창군,대한민국,53049,41399,40945,454,11963,27254,895,46,490,19.0,18,12,42,92,62,52
20220309,1,20대대통령선거,경상남도,합천군,대한민국,39768,31270,30832,438,6911,22742,511,30,311,24.0,9,16,62,96,68,52
20220309,1,20대대통령선거,제주특별자치도,제주시,대한민국,408552,296826,293649,3177,157695,122084,10007,189,2496,108.0,46,80,193,395,159,197
20220309,1,20대대통령선거,제주특별자치도,서귀포시,대한민국,155802,112823,111589,1234,55435,50930,3591,78,1043,38.0,17,21,78,176,69,113
