sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_코리아당,party_무소속,party_국민대통합당,party_정의당,party_진보당,party_한류연합당,party_우리공화당
20220601,4,8회지방선거_기초단체장,경기도,가평군,가평군,55791,33162,32431,731,7302.0,16975.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,춘천시,춘천시,244406,137766,135356,2410,61751.0,60702.0,0.0,12903.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,원주시,원주시,304060,157537,154107,3430,71581.0,82526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,강릉시,강릉시,185804,101939,99907,2032,29661.0,43887.0,0.0,24091.0,0.0,2268.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,동해시,동해시,76886,42045,41162,883,10284.0,23502.0,0.0,7376.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,삼척시,삼척시,57023,37548,36701,847,17107.0,18031.0,0.0,1563.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,태백시,태백시,35236,22538,21922,616,9715.0,11847.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,정선군,정선군,32001,22082,21370,712,10901.0,10469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,속초시,속초시,71621,37093,36454,639,15696.0,20758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,고성군,고성군,24776,16777,16322,455,9149.0,7173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,양양군,양양군,25359,16671,16328,343,6938.0,9390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,인제군,인제군,27939,18541,18053,488,9280.0,8484.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,홍천군,홍천군,60743,36938,36051,887,14839.0,21212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,횡성군,횡성군,41777,27752,27128,624,13169.0,13659.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,영월군,영월군,34371,22805,22304,501,4749.0,11950.0,0.0,5605.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,평창군,평창군,37372,25364,24806,558,9707.0,14660.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,화천군,화천군,21055,13837,13515,322,5793.0,7722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,양구군,양구군,18552,12805,12528,277,4604.0,5201.0,0.0,2052.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,강원도,철원군,철원군,37099,22456,21861,595,7663.0,8032.0,0.0,6166.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,청주시상당구,청주시,163058,79614,77940,1674,31291.0,46649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,청주시서원구,청주시,165453,80315,78634,1681,32222.0,46412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,청주시흥덕구,청주시,223618,98307,96497,1810,40616.0,55881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,청주시청원구,청주시,160395,72668,71183,1485,30762.0,40421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,충주시,충주시,181044,89734,87600,2134,33957.0,50830.0,0.0,1485.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,제천시,제천시,115563,62806,61560,1246,28670.0,31295.0,0.0,1595.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,단양군,단양군,25692,17427,16965,462,7689.0,9276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,영동군,영동군,41123,27150,26425,725,10483.0,13165.0,0.0,2777.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,보은군,보은군,28963,19544,18831,713,6113.0,11023.0,0.0,1695.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,옥천군,옥천군,44686,28845,28033,812,15747.0,12286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,음성군,음성군,81419,40617,39366,1251,21590.0,17776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,진천군,진천군,71725,34555,33644,911,19334.0,14310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,괴산군,괴산군,34674,23720,22929,791,10365.0,12564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청북도,증평군,증평군,31366,17041,16720,321,7220.0,6919.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,천안시서북구,천안시,290313,122389,120464,1925,53296.0,62372.0,0.0,3104.0,0.0,1692.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,천안시동남구,천안시,257709,109112,107139,1973,41740.0,61797.0,0.0,2042.0,0.0,1560.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,공주시,공주시,91847,51464,49790,1674,22327.0,27463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,보령시,보령시,86264,52544,51093,1451,20338.0,28004.0,0.0,2751.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,아산시,아산시,268765,119339,117314,2025,58000.0,59314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,서산시,서산시,148744,72245,70972,1273,30866.0,40106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,태안군,태안군,55435,34717,33860,857,17486.0,16374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,금산군,금산군,44747,28679,28078,601,12222.0,15856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,논산시,논산시,99942,53818,52589,1229,18748.0,33841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,계룡시,계룡시,34875,19309,19011,298,8603.0,10408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,당진시,당진시,140008,64881,63900,981,26830.0,37070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,부여군,부여군,57322,36440,35350,1090,21926.0,13424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,서천군,서천군,45864,29283,28102,1181,13543.0,14559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,홍성군,홍성군,84260,45721,44809,912,20761.0,23070.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,청양군,청양군,27932,19684,19086,598,9522.0,5293.0,0.0,4271.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,충청남도,예산군,예산군,69069,38764,37561,1203,15414.0,22147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,전라북도,전주시완산구,전주시,311508,125311,121494,3817,91223.0,18611.0,0.0,0.0,0.0,11660.0,0.0,0.0,0.0
20220601,4,8회지방선거_기초단체장,전라북도,전주시덕진구,전주시,238934,96937,94803,2134,69116.0,15004.0,0.0,0.0,0.0,10683.0,0.0,0.0,0.0
